nom_message_clair	nom_complet	opcode_ou_typeurl	direction	champs	fichier:ligne
	iml	iml		1:int32:elsn;2:int64:elso	refs/dofus-deobfs/protos/filtered/iml.proto:3
	imm	imm		1:repeated jii:elss	refs/dofus-deobfs/protos/filtered/imm.proto:4
	imn	imn		1:int32:elsw;2:jdc:elsx;3:jcz:elsy;4:bool:elsz	refs/dofus-deobfs/protos/filtered/imn.proto:5
	imo	imo		1:int32:eltd;2:jja:elte	refs/dofus-deobfs/protos/filtered/imo.proto:4
	imp	imp		1:int32:elti;2:jdc:eltj;3:int64:eltk	refs/dofus-deobfs/protos/filtered/imp.proto:4
	imq	imq		1:int64:elto;2:bool:eltp	refs/dofus-deobfs/protos/filtered/imq.proto:3
	imr	imr		1:int64:eltt	refs/dofus-deobfs/protos/filtered/imr.proto:3
	ims	ims			refs/dofus-deobfs/protos/filtered/ims.proto:3
	imt	imt			refs/dofus-deobfs/protos/filtered/imt.proto:3
	imv	imv		1:int32:elue;2:int32:eluf	refs/dofus-deobfs/protos/filtered/imv.proto:3
	imw	imw		1:int32:eluj	refs/dofus-deobfs/protos/filtered/imw.proto:3
	imx	imx		1:int32:elun;2:int32:eluo	refs/dofus-deobfs/protos/filtered/imx.proto:3
	imy	imy		1:int32:elus;2:int32:elut;3:int32:eluu	refs/dofus-deobfs/protos/filtered/imy.proto:3
	imz	imz		1:int32:eluy;2:int32:eluz;3:int64:elva	refs/dofus-deobfs/protos/filtered/imz.proto:3
	ina	ina		1:int32:elve;2:int32:elvf;3:int64:elvg	refs/dofus-deobfs/protos/filtered/ina.proto:3
	inb	inb			refs/dofus-deobfs/protos/filtered/inb.proto:3
	inc	inc		1:repeated int32:elvn	refs/dofus-deobfs/protos/filtered/inc.proto:3
	ind	ind		1:repeated jnd:elvr	refs/dofus-deobfs/protos/filtered/ind.proto:4
	ine	ine			refs/dofus-deobfs/protos/filtered/ine.proto:3
	inf	inf			refs/dofus-deobfs/protos/filtered/inf.proto:3
	ing	ing		1:repeated int32:elwb	refs/dofus-deobfs/protos/filtered/ing.proto:3
	inh	inh		1:int32:elwf	refs/dofus-deobfs/protos/filtered/inh.proto:3
	ini	ini			refs/dofus-deobfs/protos/filtered/ini.proto:3
	inj	inj		1:int64:elwm	refs/dofus-deobfs/protos/filtered/inj.proto:3
	ink	ink		1:int32:elwq	refs/dofus-deobfs/protos/filtered/ink.proto:3
	inl	inl			refs/dofus-deobfs/protos/filtered/inl.proto:3
	inm	inm		1:bool:elwx	refs/dofus-deobfs/protos/filtered/inm.proto:3
	inn	inn		1:int64:elxb	refs/dofus-deobfs/protos/filtered/inn.proto:3
	ino	ino		1:jcw:elxf;2:int64:elxg;3:int32:elxh	refs/dofus-deobfs/protos/filtered/ino.proto:4
	inp	inp			refs/dofus-deobfs/protos/filtered/inp.proto:3
	inq	inq		1:string:elxo	refs/dofus-deobfs/protos/filtered/inq.proto:3
	inr	inr			refs/dofus-deobfs/protos/filtered/inr.proto:3
	ins	ins		1:bool:elxv;2:int32:elxw	refs/dofus-deobfs/protos/filtered/ins.proto:3
	int	int		1:bool:elya;2:int32:elyb;3:int32:elyc	refs/dofus-deobfs/protos/filtered/int.proto:3
	inu	inu		1:int64:elyg	refs/dofus-deobfs/protos/filtered/inu.proto:3
	inv	inv		1:int32:elyk;2:int32:elyl	refs/dofus-deobfs/protos/filtered/inv.proto:3
	inw	inw		1:int32:elyp;2:int32:elyq	refs/dofus-deobfs/protos/filtered/inw.proto:3
	inz	inz		1:repeated inx:elyz	refs/dofus-deobfs/protos/filtered/inz.proto:3
	inz+inx	.inx		1:int32:elyu;2:int32:elyv	refs/dofus-deobfs/protos/filtered/inz.proto:5
	ioa	ioa		1:repeated int32:elzd	refs/dofus-deobfs/protos/filtered/ioa.proto:3
	iod	iod		1:iob:elzh;2:repeated int32:elzi	refs/dofus-deobfs/protos/filtered/iod.proto:3
	ioe	ioe		1:int32:elzm;2:bool:elzn	refs/dofus-deobfs/protos/filtered/ioe.proto:3
	iof	iof		1:int32:elzr;2:bool:elzs	refs/dofus-deobfs/protos/filtered/iof.proto:3
	iog	iog		1:int32:elzw;2:bool:elzx	refs/dofus-deobfs/protos/filtered/iog.proto:3
	ioh	ioh		1:int32:emab;2:int32:emac;3:int64:emad	refs/dofus-deobfs/protos/filtered/ioh.proto:3
	ioi	ioi		1:int32:emah	refs/dofus-deobfs/protos/filtered/ioi.proto:3
	ioj	ioj		1:string:emal	refs/dofus-deobfs/protos/filtered/ioj.proto:3
	iok	iok			refs/dofus-deobfs/protos/filtered/iok.proto:3
	iol	iol		1:int64:emas	refs/dofus-deobfs/protos/filtered/iol.proto:3
	iom	iom		1:int32:emaw	refs/dofus-deobfs/protos/filtered/iom.proto:3
	ion	ion		1:bool:emba;2:repeated jne:embb;3:float:embc	refs/dofus-deobfs/protos/filtered/ion.proto:4
	ioo	ioo		1:bool:embh;2:int32:embi	refs/dofus-deobfs/protos/filtered/ioo.proto:3
	iop	iop		1:bool:embm;2:repeated int32:embn	refs/dofus-deobfs/protos/filtered/iop.proto:3
	ioq	ioq		1:bool:embr;2:repeated jne:embs	refs/dofus-deobfs/protos/filtered/ioq.proto:4
	ior	ior		1:bool:embw;2:jne:embx	refs/dofus-deobfs/protos/filtered/ior.proto:4
	ios	ios		1:bool:emcb;2:int32:emcc	refs/dofus-deobfs/protos/filtered/ios.proto:3
	iot	iot		1:bool:emcg;2:jne:emch	refs/dofus-deobfs/protos/filtered/iot.proto:4
	iou	iou		1:bool:emcl;2:int64:emcm	refs/dofus-deobfs/protos/filtered/iou.proto:3
	iov	iov		1:bool:emcq;2:int32:emcr;3:int32:emcs	refs/dofus-deobfs/protos/filtered/iov.proto:3
	iow	iow		1:bool:emcw	refs/dofus-deobfs/protos/filtered/iow.proto:3
	iox	iox		1:jcw:emda;2:int64:emdb;3:int64:emdc	refs/dofus-deobfs/protos/filtered/iox.proto:4
	ioy	ioy		1:jcw:emdg	refs/dofus-deobfs/protos/filtered/ioy.proto:4
	ioz	ioz		1:jcw:emdk;2:int64:emdl;3:int32:emdm;4:int32:emdn;5:int64:emdo;6:int32:emdp;7:int32:emdq	refs/dofus-deobfs/protos/filtered/ioz.proto:4
	ipa	ipa		1:jcw:emdu;2:int32:emdv	refs/dofus-deobfs/protos/filtered/ipa.proto:4
	ipb	ipb		1:jcw:emdz;2:int32:emea;3:int32:emeb	refs/dofus-deobfs/protos/filtered/ipb.proto:4
	ipc	ipc		1:int32:emef;2:bool:emeg	refs/dofus-deobfs/protos/filtered/ipc.proto:3
	ipd	ipd		1:iqk:emek;2:int64:emel;3:int64:emem	refs/dofus-deobfs/protos/filtered/ipd.proto:4
	ipe	ipe		1:int32:emeq	refs/dofus-deobfs/protos/filtered/ipe.proto:3
	ipf	ipf		1:int32:emeu	refs/dofus-deobfs/protos/filtered/ipf.proto:3
	ipg	ipg		1:int32:emey	refs/dofus-deobfs/protos/filtered/ipg.proto:3
	iph	iph		1:int32:emfc;2:int32:emfd;3:int32:emfe;4:repeated jnn:emff;5:repeated int64:emfg	refs/dofus-deobfs/protos/filtered/iph.proto:4
	ipi	ipi		1:int32:emfk;2:int32:emfl;3:int32:emfm;4:repeated jnn:emfn;5:repeated int64:emfo	refs/dofus-deobfs/protos/filtered/ipi.proto:4
	ipj	ipj		1:int32:emfs;2:int32:emft;3:int32:emfu	refs/dofus-deobfs/protos/filtered/ipj.proto:3
	ipk	ipk		1:repeated jnc:emfy	refs/dofus-deobfs/protos/filtered/ipk.proto:4
	ipl	ipl		1:repeated jnc:emgc	refs/dofus-deobfs/protos/filtered/ipl.proto:4
	ipm	ipm		1:int64:emgg;2:bool:emgh	refs/dofus-deobfs/protos/filtered/ipm.proto:3
	ipn	ipn		1:int64:emgl	refs/dofus-deobfs/protos/filtered/ipn.proto:3
	ipq	ipq		1:ipo:emgp	refs/dofus-deobfs/protos/filtered/ipq.proto:3
	ipr	ipr		1:jcv:emgt;2:bool:emgu	refs/dofus-deobfs/protos/filtered/ipr.proto:4
	ips	ips		1:jom:emgy	refs/dofus-deobfs/protos/filtered/ips.proto:4
	ipt	ipt		1:int64:emhc	refs/dofus-deobfs/protos/filtered/ipt.proto:3
	ipu	ipu			refs/dofus-deobfs/protos/filtered/ipu.proto:3
	ipv	ipv		1:int32:emhj;2:int32:emhk;3:repeated int32:emhl;4:repeated int32:emhm	refs/dofus-deobfs/protos/filtered/ipv.proto:3
	ipw	ipw		1:int64:emhq;2:int32:emhr;3:repeated jmz:emhs	refs/dofus-deobfs/protos/filtered/ipw.proto:4
	ipx	ipx		1:int64:emhw;2:int64:emhx;3:jcw:emhy	refs/dofus-deobfs/protos/filtered/ipx.proto:4
	iqe	iqe		1:ipz:emij;2:int32:emik;3:iqc:emim	refs/dofus-deobfs/protos/filtered/iqe.proto:4
	iqe+iqc	.iqc		1:jnf:emic;2:iqa:emid;3:float:emif	refs/dofus-deobfs/protos/filtered/iqe.proto:17
	iqf	iqf		1:repeated jne:emir	refs/dofus-deobfs/protos/filtered/iqf.proto:4
	iqg	iqg		1:repeated jne:emiv;2:int64:emiw	refs/dofus-deobfs/protos/filtered/iqg.proto:4
	iqj	iqj		1:irm:emjg;2:repeated iqh:emjh	refs/dofus-deobfs/protos/filtered/iqj.proto:5
	iqj+iqh	.iqh		1:iqk:emja;2:int64:emjb;3:int32:emjc	refs/dofus-deobfs/protos/filtered/iqj.proto:8
	iqk	iqk		1:int32:emjl;2:int32:emjm;3:int64:emjn;4:repeated jnn:emjo	refs/dofus-deobfs/protos/filtered/iqk.proto:4
	iql	iql		1:irm:emjs	refs/dofus-deobfs/protos/filtered/iql.proto:4
	iqo	iqo		1:int32:emkb;2:int64:emkc;3:iqm:emkd	refs/dofus-deobfs/protos/filtered/iqo.proto:3
	iqo+iqm	.iqm		1:bool:emjw;2:repeated int64:emjx	refs/dofus-deobfs/protos/filtered/iqo.proto:7
	iqp	iqp		1:int32:emkh;2:repeated int32:emki	refs/dofus-deobfs/protos/filtered/iqp.proto:3
	iqs	iqs		1:int32:emku;2:int32:emkv;3:repeated iqq:emkw	refs/dofus-deobfs/protos/filtered/iqs.proto:4
	iqs+iqq	.iqq		1:int32:emkm;2:int32:emkn;3:int32:emko;4:repeated jnn:emkp;5:repeated int64:emkq	refs/dofus-deobfs/protos/filtered/iqs.proto:8
	iqt	iqt		1:int32:emla;2:int32:emlb	refs/dofus-deobfs/protos/filtered/iqt.proto:3
	iqu	iqu		1:string:emlf;2:jms:emlg;3:string:emlh;4:int64:emli;5:string:emlj;6:int32:emlk;7:repeated jnc:emll;8:jie:emlm	refs/dofus-deobfs/protos/filtered/iqu.proto:6
	iqv	iqv			refs/dofus-deobfs/protos/filtered/iqv.proto:3
	iqw	iqw			refs/dofus-deobfs/protos/filtered/iqw.proto:3
	iqx	iqx		1:repeated jou:emlw;2:repeated jou:emlx	refs/dofus-deobfs/protos/filtered/iqx.proto:4
	iqy	iqy		1:repeated jou:emmb;2:bool:emmc	refs/dofus-deobfs/protos/filtered/iqy.proto:4
	iqz	iqz		1:repeated jou:emmg	refs/dofus-deobfs/protos/filtered/iqz.proto:4
	ira	ira		1:repeated int32:emmk	refs/dofus-deobfs/protos/filtered/ira.proto:3
	irb	irb		1:repeated int32:emmo	refs/dofus-deobfs/protos/filtered/irb.proto:3
	irc	irc		1:string:emms;2:jmr:emmt;3:string:emmu	refs/dofus-deobfs/protos/filtered/irc.proto:4
	irf	irf		1:ird:emmy	refs/dofus-deobfs/protos/filtered/irf.proto:3
	irg	irg		1:int32:emnc	refs/dofus-deobfs/protos/filtered/irg.proto:3
	irh	irh		1:int32:emnh	refs/dofus-deobfs/protos/filtered/irh.proto:3
	iri	iri		1:int32:emnl;2:int32:emnm	refs/dofus-deobfs/protos/filtered/iri.proto:3
	irj	irj		1:int32:emnq	refs/dofus-deobfs/protos/filtered/irj.proto:3
	irk	irk		1:repeated int32:emnu	refs/dofus-deobfs/protos/filtered/irk.proto:3
	irl	irl		1:int64:emny	refs/dofus-deobfs/protos/filtered/irl.proto:3
	irm	irm		1:repeated int32:emoc;2:repeated int32:emod;3:float:emoe;4:float:emof;5:int32:emog;6:int32:emoh;7:int32:emoi;8:int32:emoj	refs/dofus-deobfs/protos/filtered/irm.proto:3
	irn	irn			refs/dofus-deobfs/protos/filtered/irn.proto:3
	irq	irq		1:repeated iro:emov	refs/dofus-deobfs/protos/filtered/irq.proto:3
	irq+iro	.iro		1:int32:emoq;2:int64:emor	refs/dofus-deobfs/protos/filtered/irq.proto:5
	irr	irr		1:int32:emoz;2:int32:empa	refs/dofus-deobfs/protos/filtered/irr.proto:3
	irw	irw		1:repeated iru:empq	refs/dofus-deobfs/protos/filtered/irw.proto:3
	irw+iru	.iru		1:int32:empj;2:float:empk;3:float:empl;4:repeated irs:empm	refs/dofus-deobfs/protos/filtered/irw.proto:5
	irw+iru+irs	.irs		1:int32:empe;2:int32:empf	refs/dofus-deobfs/protos/filtered/irw.proto:10
	iry	iry		1:int32:empv;2:bool:empw	refs/dofus-deobfs/protos/filtered/iry.proto:3
	irz	irz		1:repeated int32:emqa	refs/dofus-deobfs/protos/filtered/irz.proto:3
	isa	isa		1:int32:emqe	refs/dofus-deobfs/protos/filtered/isa.proto:3
	isb	isb		1:int32:emqi	refs/dofus-deobfs/protos/filtered/isb.proto:3
	isc	isc		1:int32:emqm;2:int64:emqn;3:int64:emqo;4:int32:emqp	refs/dofus-deobfs/protos/filtered/isc.proto:3
	isd	isd		1:int32:emqt;2:int64:emqu;3:repeated int64:emqv	refs/dofus-deobfs/protos/filtered/isd.proto:3
	ise	ise		1:int32:emqz	refs/dofus-deobfs/protos/filtered/ise.proto:3
	isg	isg		1:string:emre	refs/dofus-deobfs/protos/filtered/isg.proto:3
	ish	ish		1:string:emri	refs/dofus-deobfs/protos/filtered/ish.proto:3
	isk	isk		1:isi:emrm;2:int64:emrn;3:int32:emro;4:bool:emrp;5:int64:emrq	refs/dofus-deobfs/protos/filtered/isk.proto:3
	isn	isn		1:isl:emru;2:int32:emrv	refs/dofus-deobfs/protos/filtered/isn.proto:3
	isq	isq		1:iso:emrz	refs/dofus-deobfs/protos/filtered/isq.proto:3
	isr	isr		1:int32:emsd;2:int32:emse;3:bool:emsf;4:bool:emsg	refs/dofus-deobfs/protos/filtered/isr.proto:3
	ist	ist		1:int32:emsl	refs/dofus-deobfs/protos/filtered/ist.proto:3
	isu	isu		1:int32:emsp	refs/dofus-deobfs/protos/filtered/isu.proto:3
	isw	isw			refs/dofus-deobfs/protos/filtered/isw.proto:3
	isx	isx		1:jcv:emsx	refs/dofus-deobfs/protos/filtered/isx.proto:4
	ita	ita		1:isy:emtb	refs/dofus-deobfs/protos/filtered/ita.proto:3
	itb	itb			refs/dofus-deobfs/protos/filtered/itb.proto:3
	itc	itc		1:bool:emti	refs/dofus-deobfs/protos/filtered/itc.proto:3
	ite	ite		1:int64:emtn;2:repeated jhi:emto	refs/dofus-deobfs/protos/filtered/ite.proto:4
	itf	itf		1:int64:emts;2:repeated int32:emtt	refs/dofus-deobfs/protos/filtered/itf.proto:3
	itg	itg			refs/dofus-deobfs/protos/filtered/itg.proto:3
	itj	itj		1:ith:emua;2:string:emub	refs/dofus-deobfs/protos/filtered/itj.proto:3
	ito	ito		1:itl:emun;2:repeated itm:emuo	refs/dofus-deobfs/protos/filtered/ito.proto:3
	ito+itm	.itm		1:int64:emug;2:int64:emuh;3:int64:emui	refs/dofus-deobfs/protos/filtered/ito.proto:10
	itr	itr		1:itp:emus;2:repeated int64:emut	refs/dofus-deobfs/protos/filtered/itr.proto:3
	itt	itt			refs/dofus-deobfs/protos/filtered/itt.proto:3
	itu	itu		1:int64:emvb	refs/dofus-deobfs/protos/filtered/itu.proto:3
	itv	itv			refs/dofus-deobfs/protos/filtered/itv.proto:3
	itw	itw		1:int64:emvi	refs/dofus-deobfs/protos/filtered/itw.proto:3
	itx	itx		1:int32:emvm	refs/dofus-deobfs/protos/filtered/itx.proto:3
	iua	iua		1:ity:emvq	refs/dofus-deobfs/protos/filtered/iua.proto:3
	iub	iub			refs/dofus-deobfs/protos/filtered/iub.proto:3
	iuc	iuc		1:int64:emvx	refs/dofus-deobfs/protos/filtered/iuc.proto:3
	iud	iud		1:repeated int64:emwb	refs/dofus-deobfs/protos/filtered/iud.proto:3
	iue	iue		1:int64:emwf;2:jie:emwg	refs/dofus-deobfs/protos/filtered/iue.proto:4
	iuf	iuf		1:repeated jii:emwk	refs/dofus-deobfs/protos/filtered/iuf.proto:4
	iug	iug			refs/dofus-deobfs/protos/filtered/iug.proto:3
	iuh	iuh		1:int32:emwr;2:int32:emws;3:int32:emwt	refs/dofus-deobfs/protos/filtered/iuh.proto:3
	iui	iui		1:repeated iuh:emwx;2:repeated iuh:emwy	refs/dofus-deobfs/protos/filtered/iui.proto:4
	iuj	iuj		1:int64:emxc;2:int32:emxd	refs/dofus-deobfs/protos/filtered/iuj.proto:3
	ium	ium		1:bool:emxi	refs/dofus-deobfs/protos/filtered/ium.proto:3
	iuq	iuq		1:int32:emxm;2:iuo:emxn;3:string:emxo;4:int64:emxq	refs/dofus-deobfs/protos/filtered/iuq.proto:3
	iur	iur		1:jht:emxw	refs/dofus-deobfs/protos/filtered/iur.proto:4
	ius	ius		1:int64:emya	refs/dofus-deobfs/protos/filtered/ius.proto:3
	iut	iut		1:bool:emye	refs/dofus-deobfs/protos/filtered/iut.proto:3
	iuu	iuu		1:bool:emyi	refs/dofus-deobfs/protos/filtered/iuu.proto:3
	iuv	iuv		1:bool:emym	refs/dofus-deobfs/protos/filtered/iuv.proto:3
	iuw	iuw		1:jht:emyq	refs/dofus-deobfs/protos/filtered/iuw.proto:4
	iux	iux		1:int64:emyu	refs/dofus-deobfs/protos/filtered/iux.proto:3
	iuy	iuy			refs/dofus-deobfs/protos/filtered/iuy.proto:3
	iuz	iuz		1:jht:emzb	refs/dofus-deobfs/protos/filtered/iuz.proto:4
	iva	iva		1:int64:emzf	refs/dofus-deobfs/protos/filtered/iva.proto:3
	ivb	ivb			refs/dofus-deobfs/protos/filtered/ivb.proto:3
	ivc	ivc			refs/dofus-deobfs/protos/filtered/ivc.proto:3
	ivd	ivd		1:bool:emzp	refs/dofus-deobfs/protos/filtered/ivd.proto:3
	ive	ive		1:bool:emzt	refs/dofus-deobfs/protos/filtered/ive.proto:3
	ivf	ivf		1:int32:emzx;2:string:emzy;3:int64:emzz;4:jie:enaa	refs/dofus-deobfs/protos/filtered/ivf.proto:4
	ivg	ivg		1:int32:enae	refs/dofus-deobfs/protos/filtered/ivg.proto:3
	ivh	ivh		1:iul:enai	refs/dofus-deobfs/protos/filtered/ivh.proto:4
	ivi	ivi		1:iwp:enam	refs/dofus-deobfs/protos/filtered/ivi.proto:4
	ivj	ivj		1:iwm:enaq	refs/dofus-deobfs/protos/filtered/ivj.proto:4
	ivk	ivk		1:bool:enau;2:jdt:enav	refs/dofus-deobfs/protos/filtered/ivk.proto:4
	ivl	ivl		1:bool:enaz	refs/dofus-deobfs/protos/filtered/ivl.proto:3
	ivm	ivm		1:bool:enbd	refs/dofus-deobfs/protos/filtered/ivm.proto:3
	ivn	ivn		1:bool:enbh	refs/dofus-deobfs/protos/filtered/ivn.proto:3
	ivo	ivo		1:bool:enbl	refs/dofus-deobfs/protos/filtered/ivo.proto:3
	ivs	ivs		1:Error:enbx;2:ivq:enby	refs/dofus-deobfs/protos/filtered/ivs.proto:5
	ivs+Error	.Error		1:iul:enbp	refs/dofus-deobfs/protos/filtered/ivs.proto:10
	ivs+ivq	.ivq		1:iwq:enbt	refs/dofus-deobfs/protos/filtered/ivs.proto:13
	ivw	ivw		1:Error:enck;2:ivu:encl	refs/dofus-deobfs/protos/filtered/ivw.proto:4
	ivw+Error	.Error			refs/dofus-deobfs/protos/filtered/ivw.proto:9
	ivw+ivu	.ivu		1:jdt:encg	refs/dofus-deobfs/protos/filtered/ivw.proto:11
	ivx	ivx		1:repeated iwq:encq	refs/dofus-deobfs/protos/filtered/ivx.proto:4
	iwb	iwb		1:Error:endc;2:ivz:endd	refs/dofus-deobfs/protos/filtered/iwb.proto:5
	iwb+Error	.Error		1:iul:encu	refs/dofus-deobfs/protos/filtered/iwb.proto:10
	iwb+ivz	.ivz		1:iwq:ency	refs/dofus-deobfs/protos/filtered/iwb.proto:13
	iwf	iwf		1:Error:endp;2:iwd:endq	refs/dofus-deobfs/protos/filtered/iwf.proto:4
	iwf+Error	.Error			refs/dofus-deobfs/protos/filtered/iwf.proto:9
	iwf+iwd	.iwd		1:jdt:endl	refs/dofus-deobfs/protos/filtered/iwf.proto:11
	iwg	iwg		1:iul:endv	refs/dofus-deobfs/protos/filtered/iwg.proto:4
	iwh	iwh		1:repeated iwm:endz	refs/dofus-deobfs/protos/filtered/iwh.proto:4
	iwi	iwi		1:repeated iwp:ened	refs/dofus-deobfs/protos/filtered/iwi.proto:4
	iwj	iwj		1:string:eneh;2:int64:enei;3:int32:enej	refs/dofus-deobfs/protos/filtered/iwj.proto:3
	iwm	iwm		1:int64:enfd;2:jdt:enfe;3:jcp:enff;4:int64:enfg;5:int32:enfh;6:iwk:enfi	refs/dofus-deobfs/protos/filtered/iwm.proto:10
	iwm+iwk	.iwk		1:int64:enen;2:string:eneo;3:int32:enep;4:jcq:eneq;5:int32:ener;6:jcr:enes;7:int32:enet;8:bool:eneu;9:jho:enev;10:jlg:enew;11:jft:enex;12:int32:eney;13:int32:enez	refs/dofus-deobfs/protos/filtered/iwm.proto:17
	iwp	iwp		1:int64:enft;2:jdt:enfu;3:jcp:enfv;4:iwn:enfw	refs/dofus-deobfs/protos/filtered/iwp.proto:6
	iwp+iwn	.iwn		1:int64:enfm;2:string:enfn;3:int32:enfo;4:jho:enfp	refs/dofus-deobfs/protos/filtered/iwp.proto:11
	iwq	iwq		1:int64:enga;2:jdt:engb	refs/dofus-deobfs/protos/filtered/iwq.proto:4
	iws	iws		1:string:engg;2:string:engh	refs/dofus-deobfs/protos/filtered/iws.proto:3
	iwt	iwt			refs/dofus-deobfs/protos/filtered/iwt.proto:3
	iwu	iwu		1:bool:engo	refs/dofus-deobfs/protos/filtered/iwu.proto:3
	iwv	iwv		1:bool:engs	refs/dofus-deobfs/protos/filtered/iwv.proto:3
	iww	iww			refs/dofus-deobfs/protos/filtered/iww.proto:3
	iwx	iwx			refs/dofus-deobfs/protos/filtered/iwx.proto:3
	iwy	iwy		1:bool:enhc;2:string:enhd;3:int32:enhe	refs/dofus-deobfs/protos/filtered/iwy.proto:3
	iwz	iwz		1:repeated int32:enhi	refs/dofus-deobfs/protos/filtered/iwz.proto:3
	ixa	ixa		1:bool:enhm;2:string:enhn	refs/dofus-deobfs/protos/filtered/ixa.proto:3
	ixb	ixb		1:int32:enhr;2:int32:enhs	refs/dofus-deobfs/protos/filtered/ixb.proto:3
	ixc	ixc			refs/dofus-deobfs/protos/filtered/ixc.proto:3
	ixe	ixe			refs/dofus-deobfs/protos/filtered/ixe.proto:3
	ixf	ixf		1:string:enid	refs/dofus-deobfs/protos/filtered/ixf.proto:3
	ixg	ixg			refs/dofus-deobfs/protos/filtered/ixg.proto:3
	ixh	ixh		1:string:enik	refs/dofus-deobfs/protos/filtered/ixh.proto:3
	ixi	ixi		1:string:enio	refs/dofus-deobfs/protos/filtered/ixi.proto:3
	ixj	ixj		1:string:enit	refs/dofus-deobfs/protos/filtered/ixj.proto:3
	ixk	ixk			refs/dofus-deobfs/protos/filtered/ixk.proto:3
	ixm	ixm		1:int32:enjb;2:int32:enjc	refs/dofus-deobfs/protos/filtered/ixm.proto:3
	ixn	ixn		1:int32:enjg;2:int32:enjh;3:repeated int64:enji	refs/dofus-deobfs/protos/filtered/ixn.proto:3
	ixo	ixo		1:int32:enjm;2:repeated ixm:enjn	refs/dofus-deobfs/protos/filtered/ixo.proto:4
	ixp	ixp		1:int32:enjr;2:int64:enjs;3:repeated ixm:enjt	refs/dofus-deobfs/protos/filtered/ixp.proto:4
	ixq	ixq		1:int32:enjx	refs/dofus-deobfs/protos/filtered/ixq.proto:3
	ixr	ixr		1:int32:enkb;2:repeated ixn:enkc	refs/dofus-deobfs/protos/filtered/ixr.proto:4
	ixs	ixs		1:int32:enkg;2:repeated ixm:enkh	refs/dofus-deobfs/protos/filtered/ixs.proto:4
	ixt	ixt		1:int32:enkl	refs/dofus-deobfs/protos/filtered/ixt.proto:3
	ixu	ixu		1:int64:enkp;2:int32:enkq	refs/dofus-deobfs/protos/filtered/ixu.proto:3
	ixv	ixv		1:int32:enku	refs/dofus-deobfs/protos/filtered/ixv.proto:3
	ixz	ixz		1:string:enkz;2:repeated jne:enla;3:string:enlb;4:jdt:enld	refs/dofus-deobfs/protos/filtered/ixz.proto:5
	iya	iya		1:string:enli;2:string:enlj;3:int64:enlk;4:string:enll;5:repeated jne:enlm	refs/dofus-deobfs/protos/filtered/iya.proto:4
	iyb	iyb		1:string:enlq;2:ixx:enlr;3:repeated jne:enls	refs/dofus-deobfs/protos/filtered/iyb.proto:5
	iyc	iyc		1:string:enlw;2:ixx:enlx;3:string:enly;4:int64:enlz;5:int64:enma;6:string:enmb;7:string:enmc;8:bool:enmd;9:repeated jne:enme;10:int32:enmf	refs/dofus-deobfs/protos/filtered/iyc.proto:5
	iye	iye		1:Error:enmk	refs/dofus-deobfs/protos/filtered/iye.proto:3
	iyf	iyf		1:repeated ixx:enmo;2:repeated ixx:enmp	refs/dofus-deobfs/protos/filtered/iyf.proto:4
	iyg	iyg		1:ixx:enmt;2:bool:enmu	refs/dofus-deobfs/protos/filtered/iyg.proto:4
	iyh	iyh		1:repeated ixx:enmy;2:repeated ixx:enmz	refs/dofus-deobfs/protos/filtered/iyh.proto:4
	iyj	iyj		1:jho:enne	refs/dofus-deobfs/protos/filtered/iyj.proto:4
	iyk	iyk			refs/dofus-deobfs/protos/filtered/iyk.proto:3
	iyl	iyl			refs/dofus-deobfs/protos/filtered/iyl.proto:3
	iym	iym		1:int32:enno;2:int32:ennp;3:int32:ennq;4:int32:ennr;5:int32:enns;6:int32:ennt	refs/dofus-deobfs/protos/filtered/iym.proto:3
	iyn	iyn			refs/dofus-deobfs/protos/filtered/iyn.proto:3
	iyo	iyo		1:int32:enoa;2:int64:enob;3:jho:enoc	refs/dofus-deobfs/protos/filtered/iyo.proto:4
	iyp	iyp		1:jhw:enog	refs/dofus-deobfs/protos/filtered/iyp.proto:4
	iyq	iyq		1:int32:enok	refs/dofus-deobfs/protos/filtered/iyq.proto:3
	iyr	iyr		1:int64:enoo;2:int64:enop;3:int64:enoq	refs/dofus-deobfs/protos/filtered/iyr.proto:3
	iys	iys		1:int32:enou	refs/dofus-deobfs/protos/filtered/iys.proto:3
	iyt	iyt		1:int32:enoy;2:int32:enoz;3:int32:enpa	refs/dofus-deobfs/protos/filtered/iyt.proto:3
	iyw	iyw		1:iyu:enpf;2:int64:enpg	refs/dofus-deobfs/protos/filtered/iyw.proto:3
	iyx	iyx			refs/dofus-deobfs/protos/filtered/iyx.proto:3
	iza	iza		1:iyy:enpn;2:int32:enpo	refs/dofus-deobfs/protos/filtered/iza.proto:3
	izb	izb		1:int64:enps;2:repeated jcu:enpt	refs/dofus-deobfs/protos/filtered/izb.proto:4
	ize	ize		1:izc:enpx	refs/dofus-deobfs/protos/filtered/ize.proto:3
	izh	izh		1:int64:enqc	refs/dofus-deobfs/protos/filtered/izh.proto:3
	izi	izi		1:int64:enqg;2:string:enqh	refs/dofus-deobfs/protos/filtered/izi.proto:3
	izj	izj			refs/dofus-deobfs/protos/filtered/izj.proto:3
	izk	izk		1:jhc:enqo	refs/dofus-deobfs/protos/filtered/izk.proto:4
	izl	izl		1:int64:enqs	refs/dofus-deobfs/protos/filtered/izl.proto:3
