nom_message_clair	nom_complet	opcode_ou_typeurl	direction	champs	fichier:ligne
	hpr	hpr		1:string:ehym;2:string:ehyn	refs/dofus-deobfs/protos/filtered/hpr.proto:3
	hps	hps		1:bool:ehys;2:hmy:ehyt	refs/dofus-deobfs/protos/filtered/hps.proto:4
	hpt	hpt		1:bool:ehyx;3:int32:ehyz	refs/dofus-deobfs/protos/filtered/hpt.proto:3
	hpu	hpu			refs/dofus-deobfs/protos/filtered/hpu.proto:5
	hpv	hpv			refs/dofus-deobfs/protos/filtered/hpv.proto:3
	hpw	hpw		1:hmw:ehzl	refs/dofus-deobfs/protos/filtered/hpw.proto:4
	hqa	hqa		1:jht:ehzq;2:hpz:ehzr	refs/dofus-deobfs/protos/filtered/hqa.proto:5
	hqb	hqb		1:int32:ehzv	refs/dofus-deobfs/protos/filtered/hqb.proto:3
	hqc	hqc		1:int32:ehzz	refs/dofus-deobfs/protos/filtered/hqc.proto:3
	hqd	hqd		1:int32:eiad	refs/dofus-deobfs/protos/filtered/hqd.proto:3
	hqe	hqe		1:int32:eiah;2:int64:eiai	refs/dofus-deobfs/protos/filtered/hqe.proto:3
	hqf	hqf		1:int32:eiam;2:int64:eian	refs/dofus-deobfs/protos/filtered/hqf.proto:3
	hqg	hqg		1:int32:eiar;2:int64:eias;3:bool:eiat	refs/dofus-deobfs/protos/filtered/hqg.proto:3
	hqh	hqh		1:int32:eiay;2:int64:eiaz	refs/dofus-deobfs/protos/filtered/hqh.proto:3
	hqi	hqi		1:int32:eibd	refs/dofus-deobfs/protos/filtered/hqi.proto:3
	hqj	hqj		1:int32:eibh	refs/dofus-deobfs/protos/filtered/hqj.proto:3
	hqk	hqk		1:int32:eibl;2:int64:eibm	refs/dofus-deobfs/protos/filtered/hqk.proto:3
	hql	hql		1:int32:eibq;2:bool:eibr	refs/dofus-deobfs/protos/filtered/hql.proto:3
	hqm	hqm		1:int32:eibv;2:string:eibw	refs/dofus-deobfs/protos/filtered/hqm.proto:3
	hqn	hqn			refs/dofus-deobfs/protos/filtered/hqn.proto:3
	hqq	hqq		1:hqo:eicd	refs/dofus-deobfs/protos/filtered/hqq.proto:3
	hqr	hqr		1:int64:eich	refs/dofus-deobfs/protos/filtered/hqr.proto:3
	hqs	hqs			refs/dofus-deobfs/protos/filtered/hqs.proto:3
	hqv	hqv		1:hqt:eico	refs/dofus-deobfs/protos/filtered/hqv.proto:3
	hqw	hqw		1:int64:eics	refs/dofus-deobfs/protos/filtered/hqw.proto:3
	hqx	hqx		1:int64:eicw;2:jms:eicx;3:int32:eicy	refs/dofus-deobfs/protos/filtered/hqx.proto:4
	hqy	hqy			refs/dofus-deobfs/protos/filtered/hqy.proto:3
	hrb	hrb		1:hqz:eidf	refs/dofus-deobfs/protos/filtered/hrb.proto:3
	hrc	hrc		1:int64:eidj	refs/dofus-deobfs/protos/filtered/hrc.proto:3
	hrd	hrd			refs/dofus-deobfs/protos/filtered/hrd.proto:3
	hrg	hrg		1:hre:eidq	refs/dofus-deobfs/protos/filtered/hrg.proto:3
	hrh	hrh		1:int64:eidu	refs/dofus-deobfs/protos/filtered/hrh.proto:3
	hri	hri			refs/dofus-deobfs/protos/filtered/hri.proto:3
	hrl	hrl		1:hrj:eieb	refs/dofus-deobfs/protos/filtered/hrl.proto:3
	hrm	hrm		1:int64:eief	refs/dofus-deobfs/protos/filtered/hrm.proto:3
	hrn	hrn			refs/dofus-deobfs/protos/filtered/hrn.proto:3
	hrq	hrq		1:hro:eiem	refs/dofus-deobfs/protos/filtered/hrq.proto:3
	hrr	hrr		1:int64:eieq	refs/dofus-deobfs/protos/filtered/hrr.proto:3
	hrs	hrs		1:int32:eieu;2:hpz:eiev;3:string:eiew;4:int32:eiex;5:int64:eiey;6:string:eiez;7:int64:eifa	refs/dofus-deobfs/protos/filtered/hrs.proto:4
	hrt	hrt		1:int32:eife;2:hpz:eiff;3:string:eifg;4:int64:eifh;5:string:eifi;6:int64:eifj;7:repeated jgz:eifk;8:repeated hst:eifl	refs/dofus-deobfs/protos/filtered/hrt.proto:6
	hru	hru		1:int32:eifp;2:int64:eifq	refs/dofus-deobfs/protos/filtered/hru.proto:3
	hrv	hrv		1:int32:eifu;2:int64:eifv;3:int64:eifw	refs/dofus-deobfs/protos/filtered/hrv.proto:3
	hrw	hrw		1:int32:eiga;2:int64:eigb	refs/dofus-deobfs/protos/filtered/hrw.proto:3
	hrz	hrz		1:int32:eigf;2:hrx:eigg	refs/dofus-deobfs/protos/filtered/hrz.proto:3
	hsa	hsa		1:int32:eigk;2:hpz:eigl;3:int64:eigm;4:int32:eign;5:repeated jgz:eigo;6:repeated hst:eigp;7:bool:eigq;8:string:eigr	refs/dofus-deobfs/protos/filtered/hsa.proto:6
	hsb	hsb		1:int32:eigv;2:hst:eigw	refs/dofus-deobfs/protos/filtered/hsb.proto:4
	hsc	hsc		1:int32:eiha;2:jgz:eihb	refs/dofus-deobfs/protos/filtered/hsc.proto:4
	hsd	hsd		1:int32:eihf;2:jgz:eihg	refs/dofus-deobfs/protos/filtered/hsd.proto:4
	hse	hse		1:int32:eihk;2:int64:eihl;3:jhg:eihm;4:int32:eihn	refs/dofus-deobfs/protos/filtered/hse.proto:4
	hsf	hsf		1:int32:eihs;2:int64:eiht;3:int64:eihu	refs/dofus-deobfs/protos/filtered/hsf.proto:3
	hsg	hsg		1:int32:eihz;2:int64:eiia	refs/dofus-deobfs/protos/filtered/hsg.proto:3
	hsh	hsh		1:int32:eiie;2:bool:eiif;3:bool:eiig;4:int64:eiih	refs/dofus-deobfs/protos/filtered/hsh.proto:3
	hsi	hsi		1:int32:eiil	refs/dofus-deobfs/protos/filtered/hsi.proto:3
	hsj	hsj		1:int32:eiip;2:int64:eiiq	refs/dofus-deobfs/protos/filtered/hsj.proto:3
	hsk	hsk		1:int32:eiiu;2:bool:eiiv	refs/dofus-deobfs/protos/filtered/hsk.proto:3
	hsl	hsl		1:int32:eiiz	refs/dofus-deobfs/protos/filtered/hsl.proto:3
	hsm	hsm		1:int32:eijd;2:bool:eije	refs/dofus-deobfs/protos/filtered/hsm.proto:3
	hsn	hsn		1:int32:eiji;2:hpy:eijj;3:int64:eijk;4:int64:eijl;5:string:eijm;6:int32:eijn;7:int32:eijo;8:jms:eijp	refs/dofus-deobfs/protos/filtered/hsn.proto:5
	hso	hso		1:int32:eijt;2:hpy:eiju;3:int64:eijv;4:int64:eijw;5:string:eijx;6:int32:eijy;7:int32:eijz;8:int32:eika;9:int32:eikb	refs/dofus-deobfs/protos/filtered/hso.proto:4
	hsp	hsp		1:int32:eikf;2:string:eikg	refs/dofus-deobfs/protos/filtered/hsp.proto:3
	hss	hss		1:int32:eikk;2:hsq:eikl	refs/dofus-deobfs/protos/filtered/hss.proto:3
	hst	hst		1:int64:eikp;2:int64:eikq;3:string:eikr;4:jie:eiks;5:int32:eikt;6:jcr:eiku;7:jho:eikv;8:repeated jhf:eikw	refs/dofus-deobfs/protos/filtered/hst.proto:7
	hsv	hsv		1:int64:eilb;2:bool:eilc	refs/dofus-deobfs/protos/filtered/hsv.proto:3
	hsw	hsw		1:int64:eilg	refs/dofus-deobfs/protos/filtered/hsw.proto:3
	hsx	hsx		1:int32:eilk	refs/dofus-deobfs/protos/filtered/hsx.proto:3
	hsy	hsy		1:int32:eilo;2:int32:eilp	refs/dofus-deobfs/protos/filtered/hsy.proto:3
	hsz	hsz		1:int32:eilt	refs/dofus-deobfs/protos/filtered/hsz.proto:3
	hta	hta		1:int32:eilx;2:int32:eily;3:int32:eilz;4:int64:eima;5:jds:eimb	refs/dofus-deobfs/protos/filtered/hta.proto:4
	htb	htb		1:int32:eimf	refs/dofus-deobfs/protos/filtered/htb.proto:3
	htc	htc		1:jns:eimj	refs/dofus-deobfs/protos/filtered/htc.proto:4
	htd	htd		1:repeated jns:eimn	refs/dofus-deobfs/protos/filtered/htd.proto:4
	hte	hte		1:int64:eimr;2:bool:eims;3:int64:eimt	refs/dofus-deobfs/protos/filtered/hte.proto:3
	htf	htf		1:jpf:eimx	refs/dofus-deobfs/protos/filtered/htf.proto:4
	hti	hti		1:htg:einb;2:int32:einc;3:int64:eind	refs/dofus-deobfs/protos/filtered/hti.proto:3
	htj	htj		1:repeated int32:einh	refs/dofus-deobfs/protos/filtered/htj.proto:3
	htm	htm		1:int32:einu;2:int32:einv;3:repeated htk:einw	refs/dofus-deobfs/protos/filtered/htm.proto:4
	htm+htk	.htk		1:string:einl;2:jmr:einm;3:int32:einn;4:int32:eino;5:int32:einp;6:int64:einq	refs/dofus-deobfs/protos/filtered/htm.proto:8
	hto	hto		1:int32:eiob;2:int32:eioc;3:int64:eiod	refs/dofus-deobfs/protos/filtered/hto.proto:3
	htp	htp		1:int32:eioh	refs/dofus-deobfs/protos/filtered/htp.proto:3
	htu	htu		1:repeated hts:eiow	refs/dofus-deobfs/protos/filtered/htu.proto:3
	htu+hts	.hts		1:int64:eior;2:repeated htq:eios	refs/dofus-deobfs/protos/filtered/htu.proto:5
	htu+hts+htq	.htq		1:int32:eiol;2:repeated int32:eiom;3:repeated int32:eion	refs/dofus-deobfs/protos/filtered/htu.proto:8
	htv	htv			refs/dofus-deobfs/protos/filtered/htv.proto:3
	hty	hty		1:int64:eipd;2:int32:eipe;3:htw:eipf	refs/dofus-deobfs/protos/filtered/hty.proto:3
	hud	hud		1:int32:eipv;2:repeated string:eipw;3:repeated hub:eipx	refs/dofus-deobfs/protos/filtered/hud.proto:3
	hud+hub	.hub		1:int32:eipq;2:repeated htz:eipr	refs/dofus-deobfs/protos/filtered/hud.proto:7
	hud+hub+htz	.htz		1:int32:eipk;2:bool:eipl	refs/dofus-deobfs/protos/filtered/hud.proto:10
	hue	hue		1:jft:eiqb;2:int32:eiqc;3:int32:eiqd;4:int32:eiqe;5:int32:eiqf;6:int32:eiqh;7:int64:eiqi	refs/dofus-deobfs/protos/filtered/hue.proto:4
	huf	huf			refs/dofus-deobfs/protos/filtered/huf.proto:3
	hug	hug		1:int64:eiqp;2:int32:eiqq;3:repeated string:eiqr	refs/dofus-deobfs/protos/filtered/hug.proto:3
	huh	huh		1:int32:eiqv;2:int32:eiqw	refs/dofus-deobfs/protos/filtered/huh.proto:3
	hui	hui		1:int32:eira;2:string:eirb	refs/dofus-deobfs/protos/filtered/hui.proto:3
	huj	huj		1:int32:eirf;2:int32:eirg	refs/dofus-deobfs/protos/filtered/huj.proto:3
	hul	hul		1:int32:eirl	refs/dofus-deobfs/protos/filtered/hul.proto:3
	hum	hum			refs/dofus-deobfs/protos/filtered/hum.proto:3
	hun	hun		1:repeated int32:eirs	refs/dofus-deobfs/protos/filtered/hun.proto:3
	huo	huo		1:int32:eirw;2:repeated string:eirx;3:bool:eiry	refs/dofus-deobfs/protos/filtered/huo.proto:3
	hup	hup		1:repeated int32:eisc	refs/dofus-deobfs/protos/filtered/hup.proto:3
	hur	hur			refs/dofus-deobfs/protos/filtered/hur.proto:3
	hus	hus			refs/dofus-deobfs/protos/filtered/hus.proto:3
	hut	hut			refs/dofus-deobfs/protos/filtered/hut.proto:3
	huu	huu		1:string:eisq;2:int32:eisr	refs/dofus-deobfs/protos/filtered/huu.proto:3
	hux	hux		1:int32:eisv;2:huv:eisw;3:int32:eisx;4:int32:eisy	refs/dofus-deobfs/protos/filtered/hux.proto:3
	huy	huy		1:int32:eitc	refs/dofus-deobfs/protos/filtered/huy.proto:3
	huz	huz		1:int32:eitg;2:int64:eith	refs/dofus-deobfs/protos/filtered/huz.proto:3
	hva	hva		1:int32:eitl	refs/dofus-deobfs/protos/filtered/hva.proto:3
	hvb	hvb			refs/dofus-deobfs/protos/filtered/hvb.proto:3
	hvc	hvc		1:bool:eits	refs/dofus-deobfs/protos/filtered/hvc.proto:3
	hvd	hvd		1:int32:eitw	refs/dofus-deobfs/protos/filtered/hvd.proto:3
	hve	hve		1:int32:eiua	refs/dofus-deobfs/protos/filtered/hve.proto:3
	hvf	hvf		1:int32:eiue;2:string:eiuf	refs/dofus-deobfs/protos/filtered/hvf.proto:3
	hvg	hvg		1:int32:eiuj	refs/dofus-deobfs/protos/filtered/hvg.proto:3
	hvh	hvh		1:int32:eiun	refs/dofus-deobfs/protos/filtered/hvh.proto:3
	hvi	hvi		1:jou:eiur	refs/dofus-deobfs/protos/filtered/hvi.proto:4
	hvl	hvl		1:hvj:eiuv	refs/dofus-deobfs/protos/filtered/hvl.proto:3
	hvm	hvm		1:jou:eiuz	refs/dofus-deobfs/protos/filtered/hvm.proto:4
	hvn	hvn			refs/dofus-deobfs/protos/filtered/hvn.proto:3
	hvq	hvq		1:hvo:eivg	refs/dofus-deobfs/protos/filtered/hvq.proto:3
	hvr	hvr		1:bool:eivk	refs/dofus-deobfs/protos/filtered/hvr.proto:3
	hvs	hvs		1:int32:eivo;2:int32:eivp	refs/dofus-deobfs/protos/filtered/hvs.proto:3
	hvv	hvv		1:int32:eivz;2:repeated hvt:eiwa	refs/dofus-deobfs/protos/filtered/hvv.proto:4
	hvv+hvt	.hvt		1:jdp:eivt;2:int32:eivu	refs/dofus-deobfs/protos/filtered/hvv.proto:7
	hvw	hvw		1:int32:eiwe;2:int32:eiwf;3:jdp:eiwg	refs/dofus-deobfs/protos/filtered/hvw.proto:4
	hvy	hvy			refs/dofus-deobfs/protos/filtered/hvy.proto:3
	hvz	hvz		1:int32:eiwo;2:string:eiwp;3:string:eiwq	refs/dofus-deobfs/protos/filtered/hvz.proto:3
	hwa	hwa			refs/dofus-deobfs/protos/filtered/hwa.proto:3
	hwc	hwc		1:int32:eiwy;2:int32:eiwz	refs/dofus-deobfs/protos/filtered/hwc.proto:3
	hwd	hwd		1:int32:eixd;2:int32:eixe	refs/dofus-deobfs/protos/filtered/hwd.proto:3
	hwe	hwe		1:int32:eixi;2:int32:eixj;3:int32:eixk	refs/dofus-deobfs/protos/filtered/hwe.proto:3
	hwf	hwf		1:int32:eixo;2:int64:eixp;3:string:eixq;4:int32:eixr	refs/dofus-deobfs/protos/filtered/hwf.proto:3
	hwh	hwh		1:int32:eixw	refs/dofus-deobfs/protos/filtered/hwh.proto:3
	hwi	hwi		1:hxl:eiya	refs/dofus-deobfs/protos/filtered/hwi.proto:4
	hwj	hwj		1:repeated hxg:eiye	refs/dofus-deobfs/protos/filtered/hwj.proto:4
	hwk	hwk		1:int32:eiyi;2:hxg:eiyj	refs/dofus-deobfs/protos/filtered/hwk.proto:4
	hwl	hwl		1:repeated hxh:eiyn	refs/dofus-deobfs/protos/filtered/hwl.proto:4
	hwm	hwm		1:hxh:eiyr;2:int64:eiys	refs/dofus-deobfs/protos/filtered/hwm.proto:4
	hwp	hwp		1:bool:eizb;2:hwn:eizc	refs/dofus-deobfs/protos/filtered/hwp.proto:3
	hwp+hwn	.hwn		1:int64:eiyw;2:repeated int32:eiyx	refs/dofus-deobfs/protos/filtered/hwp.proto:6
	hwq	hwq		1:repeated hxi:eizg	refs/dofus-deobfs/protos/filtered/hwq.proto:4
	hwr	hwr		1:repeated hxl:eizk	refs/dofus-deobfs/protos/filtered/hwr.proto:4
	hwu	hwu		1:repeated hws:eizt	refs/dofus-deobfs/protos/filtered/hwu.proto:3
	hwu+hws	.hws		1:int32:eizo;2:bool:eizp	refs/dofus-deobfs/protos/filtered/hwu.proto:5
	hwv	hwv		1:int32:eizx;2:int64:eizy	refs/dofus-deobfs/protos/filtered/hwv.proto:3
	hww	hww		1:hxi:ejac	refs/dofus-deobfs/protos/filtered/hww.proto:4
	hwx	hwx		1:hxj:ejag;2:repeated hxk:ejah;3:jie:ejai	refs/dofus-deobfs/protos/filtered/hwx.proto:6
	hxg	hxg		1:int32:ejbh;2:repeated hxe:ejbi	refs/dofus-deobfs/protos/filtered/hxg.proto:3
	hxg+hxe	.hxe		1:int32:ejba;2:hxb:ejbb;3:hxc:ejbc	refs/dofus-deobfs/protos/filtered/hxg.proto:6
	hxg+hxe+hxb	.hxb		1:int32:ejar;2:hwz:ejas	refs/dofus-deobfs/protos/filtered/hxg.proto:12
	hxg+hxe+hxb+hwz	.hwz		1:int32:ejam;2:int32:ejan	refs/dofus-deobfs/protos/filtered/hxg.proto:15
	hxg+hxe+hxc	.hxc		1:int32:ejaw	refs/dofus-deobfs/protos/filtered/hxg.proto:20
	hxh	hxh		1:int32:ejbm;2:int32:ejbn;3:int64:ejbo;4:int64:ejbp;5:int64:ejbq	refs/dofus-deobfs/protos/filtered/hxh.proto:3
	hxi	hxi		1:hxj:ejbu;2:hxk:ejbv	refs/dofus-deobfs/protos/filtered/hxi.proto:5
	hxj	hxj		1:int64:ejbz;2:string:ejca;3:jcq:ejcb;4:int32:ejcc;5:jcr:ejcd;6:bool:ejce;7:jms:ejcf;8:bool:ejcg;9:jho:ejch	refs/dofus-deobfs/protos/filtered/hxj.proto:7
	hxk	hxk		1:int32:ejcl;2:int32:ejcm;3:bool:ejcn;4:int32:ejco	refs/dofus-deobfs/protos/filtered/hxk.proto:3
	hxl	hxl		1:int32:ejcs;2:int32:ejct;3:bool:ejcu	refs/dofus-deobfs/protos/filtered/hxl.proto:3
	hxn	hxn		1:jdd:ejcz;2:jmj:ejda	refs/dofus-deobfs/protos/filtered/hxn.proto:5
	hxo	hxo		1:jdd:ejde;2:int32:ejdf	refs/dofus-deobfs/protos/filtered/hxo.proto:4
	hxp	hxp		1:jdd:ejdj;2:int32:ejdk;3:int32:ejdl	refs/dofus-deobfs/protos/filtered/hxp.proto:4
	hxq	hxq		1:int32:ejdp;2:int32:ejdq;3:int32:ejdr	refs/dofus-deobfs/protos/filtered/hxq.proto:3
	hxr	hxr		1:jnd:ejdv	refs/dofus-deobfs/protos/filtered/hxr.proto:4
	hxs	hxs		1:jnd:ejdz	refs/dofus-deobfs/protos/filtered/hxs.proto:4
	hxt	hxt		1:int32:ejed	refs/dofus-deobfs/protos/filtered/hxt.proto:3
	hxu	hxu		1:int32:ejeh;2:int32:ejei	refs/dofus-deobfs/protos/filtered/hxu.proto:3
	hxv	hxv		1:int32:ejem;2:int64:ejen	refs/dofus-deobfs/protos/filtered/hxv.proto:3
	hxw	hxw		1:int32:ejer;2:int32:ejes	refs/dofus-deobfs/protos/filtered/hxw.proto:3
	hxx	hxx		1:int32:ejew;2:repeated jnd:ejex	refs/dofus-deobfs/protos/filtered/hxx.proto:4
	hya	hya		1:repeated hxy:ejfg;2:bool:ejfh	refs/dofus-deobfs/protos/filtered/hya.proto:3
	hya+hxy	.hxy		1:int32:ejfb;2:int32:ejfc	refs/dofus-deobfs/protos/filtered/hya.proto:6
	hyb	hyb		1:int64:ejfl	refs/dofus-deobfs/protos/filtered/hyb.proto:3
	hyc	hyc		1:jns:ejfp	refs/dofus-deobfs/protos/filtered/hyc.proto:4
	hyd	hyd		1:repeated jns:ejft	refs/dofus-deobfs/protos/filtered/hyd.proto:4
	hye	hye		1:int32:ejfx	refs/dofus-deobfs/protos/filtered/hye.proto:3
	hyf	hyf		1:repeated int32:ejgb	refs/dofus-deobfs/protos/filtered/hyf.proto:3
	hyg	hyg		1:int32:ejgf;2:int32:ejgg	refs/dofus-deobfs/protos/filtered/hyg.proto:3
	hyh	hyh		1:jne:ejgk;2:jdh:ejgl	refs/dofus-deobfs/protos/filtered/hyh.proto:5
	hyi	hyi		1:repeated jne:ejgp	refs/dofus-deobfs/protos/filtered/hyi.proto:4
	hyj	hyj		1:int64:ejgt	refs/dofus-deobfs/protos/filtered/hyj.proto:3
	hyk	hyk		1:jdg:ejgx	refs/dofus-deobfs/protos/filtered/hyk.proto:4
	hyl	hyl		1:int32:ejhb	refs/dofus-deobfs/protos/filtered/hyl.proto:3
	hym	hym		1:repeated int32:ejhf	refs/dofus-deobfs/protos/filtered/hym.proto:3
	hyn	hyn		1:jnd:ejhj;2:jdh:ejhk	refs/dofus-deobfs/protos/filtered/hyn.proto:5
	hyo	hyo		1:repeated jnd:ejho	refs/dofus-deobfs/protos/filtered/hyo.proto:4
	hyp	hyp		1:jne:ejhs	refs/dofus-deobfs/protos/filtered/hyp.proto:4
	hyq	hyq		1:bool:ejhw	refs/dofus-deobfs/protos/filtered/hyq.proto:3
	hyr	hyr		1:int32:ejia;2:int32:ejib	refs/dofus-deobfs/protos/filtered/hyr.proto:3
	hys	hys		1:int32:ejif;2:int32:ejig;3:int32:ejih	refs/dofus-deobfs/protos/filtered/hys.proto:3
	hyt	hyt		1:repeated jne:ejil;2:int64:ejim	refs/dofus-deobfs/protos/filtered/hyt.proto:4
	hyu	hyu		1:repeated jne:ejiq;2:int64:ejir	refs/dofus-deobfs/protos/filtered/hyu.proto:4
	hyv	hyv		1:int32:ejiv;2:int32:ejiw	refs/dofus-deobfs/protos/filtered/hyv.proto:3
	hyw	hyw		1:jdd:ejja;2:repeated jmj:ejjb	refs/dofus-deobfs/protos/filtered/hyw.proto:5
	hyx	hyx		1:jdd:ejjf;2:jmj:ejjg	refs/dofus-deobfs/protos/filtered/hyx.proto:5
	hyy	hyy		1:jdd:ejjk;2:int32:ejjl	refs/dofus-deobfs/protos/filtered/hyy.proto:4
	hyz	hyz		1:jdd:ejjp;2:jmj:ejjq	refs/dofus-deobfs/protos/filtered/hyz.proto:5
	hza	hza		1:string:ejju;2:int32:ejjv;3:int32:ejjw;4:int32:ejjx;5:int32:ejjy;6:int32:ejjz;7:repeated int32:ejka	refs/dofus-deobfs/protos/filtered/hza.proto:3
	hzb	hzb		1:repeated hza:ejke	refs/dofus-deobfs/protos/filtered/hzb.proto:4
	hzc	hzc		1:repeated jne:ejki;2:int64:ejkj	refs/dofus-deobfs/protos/filtered/hzc.proto:4
	hzd	hzd		1:int64:ejkn	refs/dofus-deobfs/protos/filtered/hzd.proto:3
	hze	hze		1:jne:ejkr	refs/dofus-deobfs/protos/filtered/hze.proto:4
	hzf	hzf		1:repeated jne:ejkv	refs/dofus-deobfs/protos/filtered/hzf.proto:4
	hzg	hzg		1:int32:ejkz	refs/dofus-deobfs/protos/filtered/hzg.proto:3
	hzh	hzh		1:repeated int32:ejld	refs/dofus-deobfs/protos/filtered/hzh.proto:3
	hzi	hzi		1:int32:ejlh;2:repeated int32:ejli;3:repeated jnn:ejlj	refs/dofus-deobfs/protos/filtered/hzi.proto:4
	hzk	hzk		1:int32:ejlo;2:int32:ejlp;3:int32:ejlq	refs/dofus-deobfs/protos/filtered/hzk.proto:3
	hzl	hzl		1:int32:ejlv;2:int32:ejlw	refs/dofus-deobfs/protos/filtered/hzl.proto:3
	hzm	hzm		1:int64:ejma;2:int32:ejmb;3:int32:ejmc;4:int32:ejmd;5:bool:ejme	refs/dofus-deobfs/protos/filtered/hzm.proto:3
	hzn	hzn		1:int32:ejmi;2:int32:ejmj	refs/dofus-deobfs/protos/filtered/hzn.proto:3
	hzo	hzo		1:repeated jic:ejmn	refs/dofus-deobfs/protos/filtered/hzo.proto:4
	hzp	hzp		1:repeated jid:ejmr	refs/dofus-deobfs/protos/filtered/hzp.proto:4
	hzq	hzq		1:jic:ejmv	refs/dofus-deobfs/protos/filtered/hzq.proto:4
	hzr	hzr		1:jid:ejmz	refs/dofus-deobfs/protos/filtered/hzr.proto:4
	hzt	hzt		1:int32:ejne;2:int64:ejnf	refs/dofus-deobfs/protos/filtered/hzt.proto:3
	hzu	hzu		1:jma:ejnj	refs/dofus-deobfs/protos/filtered/hzu.proto:4
	hzv	hzv		1:int64:ejnn	refs/dofus-deobfs/protos/filtered/hzv.proto:3
	hzw	hzw		1:int32:ejnr;2:int64:ejns;3:bool:ejnt;4:bool:ejnu	refs/dofus-deobfs/protos/filtered/hzw.proto:3
	hzx	hzx		1:int64:ejny	refs/dofus-deobfs/protos/filtered/hzx.proto:3
	hzy	hzy		1:string:ejoc	refs/dofus-deobfs/protos/filtered/hzy.proto:3
	hzz	hzz		1:int32:ejog	refs/dofus-deobfs/protos/filtered/hzz.proto:3
	iaa	iaa		1:int32:ejok;2:int32:ejol;3:int32:ejom;4:int32:ejon;5:int64:ejoo;6:jds:ejop	refs/dofus-deobfs/protos/filtered/iaa.proto:4
	iab	iab		1:int32:ejot;2:int32:ejou	refs/dofus-deobfs/protos/filtered/iab.proto:3
	iac	iac		1:int32:ejoy;2:int32:ejoz	refs/dofus-deobfs/protos/filtered/iac.proto:3
	iad	iad		1:int32:ejpd;2:int32:ejpe;3:bool:ejpf;4:int32:ejpg	refs/dofus-deobfs/protos/filtered/iad.proto:3
	iae	iae		1:repeated jmh:ejpk	refs/dofus-deobfs/protos/filtered/iae.proto:4
	iaf	iaf		1:int32:ejpo;2:repeated int32:ejpp;3:jma:ejpq	refs/dofus-deobfs/protos/filtered/iaf.proto:4
	iag	iag		1:int32:ejpu;2:int32:ejpv;3:bool:ejpw;4:bool:ejpx;5:int64:ejpy	refs/dofus-deobfs/protos/filtered/iag.proto:3
	iah	iah		1:int32:ejqc;2:int32:ejqd;3:bool:ejqe;4:int64:ejqf;5:string:ejqg;6:string:ejqh	refs/dofus-deobfs/protos/filtered/iah.proto:3
	iak	iak		1:int32:ejrc;2:int32:ejrd;3:repeated iai:ejre	refs/dofus-deobfs/protos/filtered/iak.proto:4
	iak+iai	.iai		1:int32:ejql;2:bool:ejqm;3:int32:ejqn;4:string:ejqo;5:string:ejqp;6:bool:ejqq;7:string:ejqr;8:jmr:ejqs;9:int32:ejqt;10:int32:ejqu;11:int32:ejqv;12:repeated int32:ejqw;13:bool:ejqx;14:int64:ejqy	refs/dofus-deobfs/protos/filtered/iak.proto:8
	ial	ial		1:int32:ejri;2:int32:ejrj;3:bool:ejrk	refs/dofus-deobfs/protos/filtered/ial.proto:3
	iam	iam		1:int32:ejro;2:int32:ejrp;3:bool:ejrq;4:jlg:ejrr;5:int32:ejrs;6:bool:ejrt	refs/dofus-deobfs/protos/filtered/iam.proto:4
	iao	iao		1:int64:ejry	refs/dofus-deobfs/protos/filtered/iao.proto:3
	iap	iap		1:int32:ejsc	refs/dofus-deobfs/protos/filtered/iap.proto:3
	iaq	iaq			refs/dofus-deobfs/protos/filtered/iaq.proto:3
	iar	iar			refs/dofus-deobfs/protos/filtered/iar.proto:3
	ias	ias			refs/dofus-deobfs/protos/filtered/ias.proto:3
	iat	iat		1:int32:ejsp	refs/dofus-deobfs/protos/filtered/iat.proto:3
	iau	iau			refs/dofus-deobfs/protos/filtered/iau.proto:3
	iav	iav		1:repeated ibq:ejsw	refs/dofus-deobfs/protos/filtered/iav.proto:4
	iaw	iaw			refs/dofus-deobfs/protos/filtered/iaw.proto:3
	iax	iax		1:int64:ejtd	refs/dofus-deobfs/protos/filtered/iax.proto:3
	iay	iay		1:int32:ejth	refs/dofus-deobfs/protos/filtered/iay.proto:3
	iaz	iaz		1:bool:ejtl	refs/dofus-deobfs/protos/filtered/iaz.proto:3
	iba	iba		1:int64:ejtp	refs/dofus-deobfs/protos/filtered/iba.proto:3
	ibe	ibe		1:ibb:ejty;2:repeated ibc:ejtz	refs/dofus-deobfs/protos/filtered/ibe.proto:3
	ibe+ibc	.ibc		1:int32:ejtt;2:int32:ejtu	refs/dofus-deobfs/protos/filtered/ibe.proto:10
	ibf	ibf		1:repeated int32:ejud	refs/dofus-deobfs/protos/filtered/ibf.proto:3
	ibg	ibg			refs/dofus-deobfs/protos/filtered/ibg.proto:3
	ibh	ibh			refs/dofus-deobfs/protos/filtered/ibh.proto:3
	ibk	ibk		1:ibi:ejun;2:int64:ejuo	refs/dofus-deobfs/protos/filtered/ibk.proto:3
	ibl	ibl		1:repeated ibq:ejut	refs/dofus-deobfs/protos/filtered/ibl.proto:4
	ibm	ibm		1:int32:ejux	refs/dofus-deobfs/protos/filtered/ibm.proto:3
	ibn	ibn		1:jgz:ejvb	refs/dofus-deobfs/protos/filtered/ibn.proto:4
