nom_message_clair	nom_complet	opcode_ou_typeurl	direction	champs	fichier:ligne
PrismDialogQuestionEvent	PrismDialogQuestionEvent	htv	S2C	1:Dictionary<int, bool>:ecef	refs/otomai/libs/Bubble.Shared/Protocol/Game/Htv.cs:10
EntityTalkEvent	EntityTalkEvent	htw	S2C	1:List<string>:ecej;2:int:ecek;3:int:ecel;4:long:ecem	refs/otomai/libs/Bubble.Shared/Protocol/Game/Htw.cs:10
PlayAnimationOnNpcEvent	PlayAnimationOnNpcEvent	htx	S2C	1:int:eceq;2:bool:ecer;3:string:eces	refs/otomai/libs/Bubble.Shared/Protocol/Game/Htx.cs:10
PlaySpellScriptOnNpcEvent	PlaySpellScriptOnNpcEvent	hty	S2C	1:int:ecew;2:int:ecex;3:int:ecey	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hty.cs:10
NotificationResetRequest	NotificationResetRequest	hua	C2S	1:int:ecfd	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hua.cs:10
NotificationsEvent	NotificationsEvent	hub	S2C	1:List<int>:ecfi	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hub.cs:10
NotificationUpdateFlagRequest	NotificationUpdateFlagRequest	huc	C2S	1:int:ecfm	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huc.cs:10
RemoveNotificationEvent	RemoveNotificationEvent	hud	S2C	1:List<int>:ecfq	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hud.cs:10
NotificationEvent	NotificationEvent	hue	S2C	1:int:ecfu;2:bool:ecfv;3:List<string>:ecfw	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hue.cs:10
MountReleaseRequest	MountReleaseRequest	hug	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Hug.cs:10
MountHarnessColorsUpdateRequest	MountHarnessColorsUpdateRequest	huh	C2S	1:bool:ecge	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huh.cs:10
MountUpdateCharacteristicsEvent	MountUpdateCharacteristicsEvent	huk	S2C	1:List<Hui>:ecgo;2:int:ecgp	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huk.cs:10
Hui	MountUpdateCharacteristicsEvent+Hui	.hui		1:Jdq:ecgi;2:int:ecgj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huk.cs:24
MountRenameRequest	MountRenameRequest	hul	C2S	1:int:ecgt;2:string:ecgu;3:Dictionary<int, string>:ecgv	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hul.cs:10
MountRidingEvent	MountRidingEvent	hum	S2C	1:bool:ecgz	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hum.cs:10
MountEquippedEvent	MountEquippedEvent	hun	S2C	1:MountData:echd;2:MountData:eche	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hun.cs:10
MountFeedRequest	MountFeedRequest	huq	C2S	1:Huo:echi;2:int:echj;3:int:echk;4:int:echl	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huq.cs:10
MountSterilizedEvent	MountSterilizedEvent	hur	S2C	1:int:echp	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hur.cs:10
MountUnequippedEvent	MountUnequippedEvent	hus	S2C	1:List<long>:echt	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hus.cs:10
MountDataEvent	MountDataEvent	hut	S2C	1:MountData:echx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hut.cs:10
MountSterilizeRequest	MountSterilizeRequest	huu	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Huu.cs:10
MountEmoteIconUsedEvent	MountEmoteIconUsedEvent	huv	S2C	1:bool:ecie;2:int:ecif;3:int:ecig	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huv.cs:10
MountInformationInPaddockRequest	MountInformationInPaddockRequest	huw	C2S	1:int:ecik	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huw.cs:10
MountReleasedEvent	MountReleasedEvent	hux	S2C	1:int:ecio;2:List<bool>:ecip	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hux.cs:10
MountXpRatioEvent	MountXpRatioEvent	huy	S2C	1:int:ecit	refs/otomai/libs/Bubble.Shared/Protocol/Game/Huy.cs:10
MountHarnessDissociateRequest	MountHarnessDissociateRequest	huz	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Huz.cs:10
MountEquippedErrorEvent	MountEquippedErrorEvent	hvc	S2C	1:Hva:ecja	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvc.cs:10
MountToggleRidingRequest	MountToggleRidingRequest	hvd	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvd.cs:10
MountInformationRequest	MountInformationRequest	hve	C2S	1:long:ecjh;2:int:ecji	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hve.cs:10
MountRenamedErrorEvent	MountRenamedErrorEvent	hvf	S2C	1:int:ecjm	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvf.cs:10
DisplayNumericalValuePaddockEvent	DisplayNumericalValuePaddockEvent	hvg	S2C	1:int:ecjq;2:Jdq:ecjr;3:Jdq:ecjs;4:int:ecjt	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvg.cs:10
MountDataErrorEvent	MountDataErrorEvent	hvj	S2C	1:Hvh:ecjx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvj.cs:10
MountSetXpRatioRequest	MountSetXpRatioRequest	hvk	C2S	1:int:eckb	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvk.cs:10
MountRenamedEvent	MountRenamedEvent	hvl	S2C	1:int:eckf;2:string:eckg	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvl.cs:10
PopupWarningEvent	PopupWarningEvent	hvn	S2C	1:int:eckl;2:string:eckm;3:string:eckn	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvn.cs:10
PopupWarningCloseRequest	PopupWarningCloseRequest	hvo	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvo.cs:10
PopupWarningClosedEvent	PopupWarningClosedEvent	hvp	S2C		refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvp.cs:10
LivingObjectDissociateRequest	LivingObjectDissociateRequest	hvr	C2S	1:int:ecky;2:int:eckz	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvr.cs:10
LivingObjectMessageRequest	LivingObjectMessageRequest	hvs	C2S	1:int:ecld;2:int:ecle;3:int:eclf	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvs.cs:10
LivingObjectMessageEvent	LivingObjectMessageEvent	hvt	S2C	1:string:eclj;2:long:eclk;3:int:ecll;4:int:eclm	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvt.cs:10
LivingObjectChangeSkinRequest	LivingObjectChangeSkinRequest	hvu	C2S	1:int:eclq;2:int:eclr;3:int:ecls	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvu.cs:10
JobExperiencesUpdateEvent	JobExperiencesUpdateEvent	hvw	S2C	1:List<JobExperience>:eclx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvw.cs:10
JobCrafterDirectoryEntry	JobCrafterDirectoryEntry	hvx		1:JobCrafterDirectoryPlayerInformation:ecmb;2:JobCrafterDirectoryJobInformation:ecmc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvx.cs:10
JobCrafterDirectoryListEvent	JobCrafterDirectoryListEvent	hvy	S2C	1:List<JobCrafterDirectoryEntry>:ecmg	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvy.cs:10
JobCrafterDirectoryEntryEvent	JobCrafterDirectoryEntryEvent	hvz	S2C	1:EntityLook:ecmk;2:JobCrafterDirectoryPlayerInformation:ecml;3:List<JobCrafterDirectoryJobInformation>:ecmm	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hvz.cs:10
JobCrafterDirectoryAddEvent	JobCrafterDirectoryAddEvent	hwa	S2C	1:JobCrafterDirectoryEntry:ecmq	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwa.cs:10
JobCrafterDirectoryJobInformation	JobCrafterDirectoryJobInformation	hwb		1:int:ecmu;2:bool:ecmv;3:int:ecmw;4:int:ecmx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwb.cs:10
JobExperienceOtherPlayerUpdateEvent	JobExperienceOtherPlayerUpdateEvent	hwc	S2C	1:long:ecnb;2:JobExperience:ecnc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwc.cs:10
JobCrafterDirectoryPlayerInformation	JobCrafterDirectoryPlayerInformation	hwd		1:long:ecng;2:Gender:ecnh;3:Jcr:ecni;4:CharacterStatus:ecnj;5:MapExtendedCoordinates:ecnk;6:bool:ecnl;7:bool:ecnm;8:int:ecnn;9:string:ecno	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwd.cs:10
JobLevelUpEvent	JobLevelUpEvent	hwe	S2C	1:JobDescription:ecns;2:int:ecnt;3:List<long>:ecnu	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwe.cs:10
JobCrafterDirectorySettingsEvent	JobCrafterDirectorySettingsEvent	hwf	S2C	1:List<JobCrafterDirectorySettings>:ecny	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwf.cs:10
JobDescription	JobDescription	hwo		1:string:ecox;2:int:ecoy;3:List<Hwm>:ecoz	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwo.cs:10
Hwm	JobDescription+Hwm	.hwm		3:int:ecoq;1:Hwk:ecor;2:Hwj:ecos	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwo.cs:28
Hwk	JobDescription+Hwm+Hwk	.hwk		1:int:ecom	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwo.cs:68
Hwj	JobDescription+Hwm+Hwj	.hwj		1:Hwh:ecoh;2:int:ecoi	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwo.cs:81
Hwh	JobDescription+Hwm+Hwj+Hwh	.hwh		1:int:ecoc;2:int:ecod	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwo.cs:95
JobMultiCraftStateEvent	JobMultiCraftStateEvent	hwr	S2C	1:bool:ecpi;2:Hwp:ecpj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwr.cs:10
Hwp	JobMultiCraftStateEvent+Hwp	.hwp		1:List<int>:ecpd;2:long:ecpe	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwr.cs:24
JobCrafterDirectoryRemoveEvent	JobCrafterDirectoryRemoveEvent	hws	S2C	1:int:ecpn;2:long:ecpo	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hws.cs:10
JobDescriptionEvent	JobDescriptionEvent	hwt	S2C	1:List<JobDescription>:ecps	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwt.cs:10
JobBookSubscriptionEvent	JobBookSubscriptionEvent	hww	S2C	1:List<Hwu>:ecqb	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hww.cs:10
Hwu	JobBookSubscriptionEvent+Hwu	.hwu		1:bool:ecpw;2:int:ecpx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hww.cs:21
JobCrafterDirectoryListRequest	JobCrafterDirectoryListRequest	hwx	C2S	1:int:ecqf;2:int:ecqg	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwx.cs:10
JobCrafterDirectorySettings	JobCrafterDirectorySettings	hwy		1:int:ecqk;2:bool:ecql;3:int:ecqm;4:int:ecqn;5:Dictionary<bool, string>:ecqo	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwy.cs:10
JobExperience	JobExperience	hwz		1:int:ecqs;2:long:ecqt;3:long:ecqu;4:long:ecqv;5:int:ecqw	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hwz.cs:10
JobCrafterDirectorySettingsRequest	JobCrafterDirectorySettingsRequest	hxa	C2S	1:JobCrafterDirectorySettings:ecra	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxa.cs:10
ShortcutBarContentEvent	ShortcutBarContentEvent	hxc	S2C	1:ShortcutBar:bar_type;2:List<Shortcut>:shortcuts	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxc.cs:10
InventoryWeightEvent	InventoryWeightEvent	hxd	S2C	1:int:ecrk;2:int:ecrl	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxd.cs:10
ObjectUseRequest	ObjectUseRequest	hxe	C2S	1:int:object_uid	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxe.cs:10
ObjectDroppedEvent	ObjectDroppedEvent	hxf	S2C	1:ObjectInRolePlay:ecrt	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxf.cs:10
ObjectFavoriteResponse	ObjectFavoriteResponse	hxg	S2C	1:bool:ecrx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxg.cs:10
ShortcutBarAddRequest	ShortcutBarAddRequest	hxh	C2S	1:Shortcut:ecsb;2:ShortcutBar:ecsc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxh.cs:10
ObjectHarvestedEvent	ObjectHarvestedEvent	hxi	S2C	1:int:ecsg;2:int:ecsh	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxi.cs:10
ObjectDropRequest	ObjectDropRequest	hxj	C2S	1:ObjectUidWithQuantity:ecsl	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxj.cs:10
InventoryContentWatchEvent	InventoryContentWatchEvent	hxk	S2C	1:Dictionary<string, bool>:ecsp;2:long:ecsq;3:List<ObjectItemInventory>:ecsr	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxk.cs:10
ShortcutBarReplacedEvent	ShortcutBarReplacedEvent	hxl	S2C	1:ShortcutBar:ecsv;2:Shortcut:ecsw	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxl.cs:10
KamasUpdateEvent	KamasUpdateEvent	hxm	S2C	1:List<string>:ecta;2:long:quantity	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxm.cs:10
ObjectErrorEvent	ObjectErrorEvent	hxn	S2C	1:Jdh:ectf	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxn.cs:10
ObjectsQuantityEvent	ObjectsQuantityEvent	hxo	S2C	1:List<ObjectUidWithQuantity>:ectj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxo.cs:10
ObjectCellDeleteEvent	ObjectCellDeleteEvent	hxp	S2C	1:long:ectn;2:int:ecto	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxp.cs:10
ShortcutBarRemovedEvent	ShortcutBarRemovedEvent	hxq	S2C	1:ShortcutBar:ects;2:int:ectt	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxq.cs:10
ObjectMovementEvent	ObjectMovementEvent	hxr	S2C	1:int:ectx;2:int:ecty	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxr.cs:10
ObjectSetPositionRequest	ObjectSetPositionRequest	hxs	C2S	1:int:object_uid;2:int:position;3:int:quantity;4:int:quantity2	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxs.cs:10
ObjectFeedRequest	ObjectFeedRequest	hxt	C2S	1:List<ObjectUidWithQuantity>:ecuj;2:long:ecuk;3:int:ecum	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxt.cs:10
ObjectUseOnCellRequest	ObjectUseOnCellRequest	hxu	C2S	1:int:ecuq;2:int:ecur	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxu.cs:10
ObjectCellsDeleteEvent	ObjectCellsDeleteEvent	hxv	S2C	1:long:ecuv;2:List<int>:ecux	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxv.cs:10
StorageObjectsRemovedEvent	StorageObjectsRemovedEvent	hxw	S2C	1:List<int>:ecvb	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxw.cs:10
ShortcutBarSwapRequest	ShortcutBarSwapRequest	hxx	C2S	1:int:ecvf;2:int:ecvg;3:ShortcutBar:ecvh	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxx.cs:10
ObjectAddedEvent	ObjectAddedEvent	hxy	S2C	1:Jdi:origin;2:ObjectItemInventory:object2;3:ObjectItemInventory:object	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxy.cs:10
ObjectModifiedEvent	ObjectModifiedEvent	hxz	S2C	1:ObjectItemInventory:ecvr	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hxz.cs:10
ObjectHarvestedWithBonusEvent	ObjectHarvestedWithBonusEvent	hya	S2C	1:int:ecvv;2:int:ecvw;3:int:ecvx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hya.cs:10
ObjectUseMultipleRequest	ObjectUseMultipleRequest	hyb	C2S	1:int:ecwb;2:int:ecwc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyb.cs:10
StorageKamasUpdateEvent	StorageKamasUpdateEvent	hyc	S2C	1:long:ecwg	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyc.cs:10
ObjectDeleteRequest	ObjectDeleteRequest	hyd	C2S	1:ObjectUidWithQuantity:object	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyd.cs:10
ObjectsDeletedEvent	ObjectsDeletedEvent	hye	S2C	1:List<int>:ecwo	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hye.cs:10
StorageObjectUpdateEvent	StorageObjectUpdateEvent	hyf	S2C	1:ObjectItemInventory:ecws	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyf.cs:10
ObjectsDroppedEvent	ObjectsDroppedEvent	hyg	S2C	1:List<ObjectInRolePlay>:ecww	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyg.cs:10
StorageTab	StorageTab	hyh		1:int:ecxa;2:int:ecxb;3:List<int>:ecxc;4:int:ecxd;5:int:ecxe;6:string:ecxf;7:int:ecxg	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyh.cs:10
ObjectUseOnCharacterRequest	ObjectUseOnCharacterRequest	hyi	C2S	1:long:ecxk;2:int:ecxl	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyi.cs:10
StorageObjectsUpdateEvent	StorageObjectsUpdateEvent	hyj	S2C	1:List<ObjectItemInventory>:ecxp	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyj.cs:10
InventoryContentEvent	InventoryContentEvent	hyk	S2C	1:long:kamas;2:List<ObjectItemInventory>:objects	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyk.cs:10
ShortcutBarRemoveRequest	ShortcutBarRemoveRequest	hyl	C2S	1:int:ecxy;2:ShortcutBar:ecxz	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyl.cs:10
ObjectDeletedEvent	ObjectDeletedEvent	hym	S2C	1:Dictionary<int, int>:ecyd;2:int:object_uid	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hym.cs:10
SetUpdateEvent	SetUpdateEvent	hyn	S2C	1:List<int>:ecyi;2:List<ObjectEffect>:ecyj;3:int:ecyk	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyn.cs:10
ObjectQuantityEvent	ObjectQuantityEvent	hyo	S2C	1:ObjectUidWithQuantity:object2;2:ObjectUidWithQuantity:object;3:Jdi:origin	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyo.cs:10
ObjectsAddedEvent	ObjectsAddedEvent	hyp	S2C	1:List<ObjectItemInventory>:ecyu	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyp.cs:10
ShortcutBarRefreshEvent	ShortcutBarRefreshEvent	hyq	S2C	1:ShortcutBar:ecyy;2:Shortcut:ecyz	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyq.cs:10
StorageInventoryContentEvent	StorageInventoryContentEvent	hyr	S2C	1:List<int>:eczd;2:long:ecze;3:List<ObjectItemInventory>:eczf	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyr.cs:10
StorageObjectRemovedEvent	StorageObjectRemovedEvent	hys	S2C	1:int:eczj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hys.cs:10
MultiTabStorageEvent	MultiTabStorageEvent	hyt	S2C	1:List<StorageTab>:eczn	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyt.cs:10
ObjectFavoriteRequest	ObjectFavoriteRequest	hyw	C2S	1:List<Hyu>:eczw;2:bool:eczx	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyw.cs:10
Hyu	ObjectFavoriteRequest+Hyu	.hyu		1:int:eczr;2:int:eczs	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyw.cs:24
GoldAddedEvent	GoldAddedEvent	hyx	S2C	1:long:edab;2:Dictionary<string, bool>:edac	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyx.cs:10
InteractiveUseRequest	InteractiveUseRequest	hyz	C2S	1:int:element_id;2:int:skill_instance_uid;3:int:specific_instance_id	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hyz.cs:10
InteractiveUseEndedEvent	InteractiveUseEndedEvent	hza	S2C	1:int:edao;2:int:edap;3:int:edaq	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hza.cs:10
InteractiveUseErrorEvent	InteractiveUseErrorEvent	hzb	S2C	1:int:edau;2:int:edav;3:int:edaw	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzb.cs:10
StatedMapUpdateEvent	StatedMapUpdateEvent	hzc	S2C	1:List<StatedElement>:edbb	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzc.cs:10
StatedElementUpdatedEvent	StatedElementUpdatedEvent	hzd	S2C	1:StatedElement:edbf	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzd.cs:10
InteractiveMapUpdateEvent	InteractiveMapUpdateEvent	hze	S2C	1:List<InteractiveElement>:edbj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hze.cs:10
InteractiveUsedEvent	InteractiveUsedEvent	hzf	S2C	1:int:edbn;2:int:edbo;3:int:edbp;4:long:edbq;5:int:edbr;6:bool:edbs	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzf.cs:10
InteractiveElementUpdatedEvent	InteractiveElementUpdatedEvent	hzg	S2C	1:InteractiveElement:edbw	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzg.cs:10
HouseTeleportRequest	HouseTeleportRequest	hzi	C2S	1:int:edcb;2:int:edcc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzi.cs:10
HouseGuildShareRequest	HouseGuildShareRequest	hzj	C2S	1:int:edcg;2:int:edch;3:bool:edci;4:int:edcj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzj.cs:10
HouseKickRequest	HouseKickRequest	hzk	C2S	1:long:edcn	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzk.cs:10
HouseBuyRequest	HouseBuyRequest	hzl	C2S	1:long:edcr	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzl.cs:10
HouseLockFromInsideRequest	HouseLockFromInsideRequest	hzm	C2S	1:string:edcv	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzm.cs:10
HousesToSellRequest	HousesToSellRequest	hzn	C2S	1:int:edcz;2:int:edda	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzn.cs:10
HouseGuildRightsEvent	HouseGuildRightsEvent	hzo	S2C	1:int:edde;2:int:eddf;3:bool:eddg;4:GuildInformation:eddh;5:bool:eddi;6:int:eddj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzo.cs:10
HouseGuildNoneEvent	HouseGuildNoneEvent	hzp	S2C	1:bool:eddn;2:int:eddo;3:int:eddp	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzp.cs:10
HouseSellingUpdateEvent	HouseSellingUpdateEvent	hzq	S2C	1:string:eddt;2:long:eddu;3:bool:eddv;4:int:eddw;5:int:eddx;6:string:eddy	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzq.cs:10
HousesToSellFiltersRequest	HousesToSellFiltersRequest	hzr	C2S	1:long:edec;2:Jdt:eded;3:int:edee;4:int:edef;5:int:edeg;6:bool:edeh;7:int:edei	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzr.cs:10
HouseGuildRightsViewRequest	HouseGuildRightsViewRequest	hzs	C2S	1:int:edem;2:int:eden	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzs.cs:10
HouseInformationResponse	HouseInformationResponse	hzt	S2C	1:HouseInstance:eder	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzt.cs:10
HouseSellRequest	HouseSellRequest	hzu	C2S	1:long:edev;2:int:edew;3:bool:edex;4:bool:edey	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzu.cs:10
HouseAccountEvent	HouseAccountEvent	hzv	S2C	1:List<House>:edfc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzv.cs:10
HousesToSellEvent	HousesToSellEvent	hzy	S2C	1:int:edfx;2:List<Hzw>:edfy;3:int:edfz	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzy.cs:10
Hzw	HousesToSellEvent+Hzw	.hzw		1:List<int>:edfg;2:bool:edfh;3:long:edfi;4:int:edfj;5:bool:edfk;6:string:edfl;7:MapCoordinates:edfm;8:bool:edfn;9:int:edfo;10:int:edfp;11:int:edfq;12:string:edfr;13:int:edfs;14:string:edft	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzy.cs:27
HouseBuyResultEvent	HouseBuyResultEvent	hzz	S2C	1:bool:edgd;2:bool:edge;3:int:edgf;4:long:edgg;5:int:edgh	refs/otomai/libs/Bubble.Shared/Protocol/Game/Hzz.cs:10
HouseInformationRequest	HouseInformationRequest	iaa	C2S	1:long:edgl;2:int:edgm	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iaa.cs:10
HousePropertiesEvent	HousePropertiesEvent	iab	S2C	1:List<long>:edgq;2:List<int>:edgr;3:int:edgs;4:HouseInstance:edgt	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iab.cs:10
HavenBagPackListEvent	HavenBagPackListEvent	iad	S2C	1:List<int>:edgy	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iad.cs:10
HavenBagThemeChangeRequest	HavenBagThemeChangeRequest	iae	C2S	1:int:edhc	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iae.cs:10
HavenBagDailyLotteryEvent	HavenBagDailyLotteryEvent	iah	S2C	1:long:edhg;2:Iaf:edhi;3:long:edhj	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iah.cs:10
HavenBagFurnitureEvent	HavenBagFurnitureEvent	iai	S2C	1:List<Element>:edho	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iai.cs:10
HavenBagInvitationEvent	HavenBagInvitationEvent	iaj	S2C	1:bool:edhs;2:Character:edht	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iaj.cs:10
HavenBagEditCancelRequest	HavenBagEditCancelRequest	iak	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Iak.cs:10
HavenBagExitRequest	HavenBagExitRequest	ial	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Ial.cs:10
HavenBagEditFinishedEvent	HavenBagEditFinishedEvent	iam	S2C	1:long:edid	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iam.cs:10
HavenBagFurnitureCloseRequest	HavenBagFurnitureCloseRequest	ian	C2S		refs/otomai/libs/Bubble.Shared/Protocol/Game/Ian.cs:10
HavenBagInvitationRequest	HavenBagInvitationRequest	iao	C2S	1:long:edik	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iao.cs:10
Element	Element	iap		1:int:edio;2:int:edip;3:int:ediq	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iap.cs:10
HavenBagInvitationOfferedEvent	HavenBagInvitationOfferedEvent	iaq	S2C	1:long:ediv;2:Character:ediw;3:Character:edix	refs/otomai/libs/Bubble.Shared/Protocol/Game/Iaq.cs:10
