nom_message_clair	nom_complet	opcode_ou_typeurl	direction	champs	fichier:ligne
CharacterReplayRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterReplayRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterReplayRequest	C2S	1:int64:character_id	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:25
CharacterReplayWithRemodelRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterReplayWithRemodelRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterReplayWithRemodelRequest	C2S	1:int64:character_id;2:.com.ankama.dofus.server.game.protocol.common.Character:remodelingInformation	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:29
CharacterSelectionRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionRequest	C2S	1:int64:character_id	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:34
CharacterSelectionWithRemodelRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionWithRemodelRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionWithRemodelRequest	C2S	1:int64:character_id;2:.com.ankama.dofus.server.game.protocol.common.Character:remodelingInformation	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:38
CharacterListRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterListRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterListRequest	C2S		refs/dofus-unity-protocol-builder/proto/game/character_management.proto:43
CharacterForceSelectionReadyRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterForceSelectionReadyRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterForceSelectionReadyRequest	C2S		refs/dofus-unity-protocol-builder/proto/game/character_management.proto:46
CharacterFirstSelectionRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterFirstSelectionRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterFirstSelectionRequest	C2S	1:int64:character_id;2:bool:do_tutorial	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:49
CharacterNameSuggestionRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterNameSuggestionRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterNameSuggestionRequest	C2S		refs/dofus-unity-protocol-builder/proto/game/character_management.proto:54
CanCharacterBeCreatedResultEvent	com.ankama.dofus.server.game.protocol.character.management.CanCharacterBeCreatedResultEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CanCharacterBeCreatedResultEvent	S2C	1:bool:result	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:57
CharacterCreationResultEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterCreationResultEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterCreationResultEvent	S2C	1:.com.ankama.dofus.server.game.protocol.character.management.CharacterCreationResultEvent.CharacterCreationResult:result;2:.com.ankama.dofus.server.game.protocol.character.management.CharacterCreationResultEvent.NameCompliance:reason	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:61
CharacterDeletionErrorEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterDeletionErrorEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterDeletionErrorEvent	S2C	1:.com.ankama.dofus.server.game.protocol.character.management.CharacterDeletionErrorEvent.CharacterDeletionError:reason	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:90
CharacterSelectionEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent	S2C	1:.com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent.Error:error;2:.com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent.Success:success	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:100
Error	com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent+Error	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent.Error			refs/dofus-unity-protocol-builder/proto/game/character_management.proto:105
Success	com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent+Success	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterSelectionEvent.Success		1:.com.ankama.dofus.server.game.protocol.common.Character:character;2:bool:collect_stats	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:108
CharacterListWithRemodelingEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterListWithRemodelingEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterListWithRemodelingEvent	S2C	1:repeated .com.ankama.dofus.server.game.protocol.common.Character:characters;2:repeated .com.ankama.dofus.server.game.protocol.common.Character:characters_to_remodel	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:115
CharacterListEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterListEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterListEvent	S2C	1:repeated .com.ankama.dofus.server.game.protocol.common.Character:characters	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:120
CharacterLoadingCompleteEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterLoadingCompleteEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterLoadingCompleteEvent	S2C		refs/dofus-unity-protocol-builder/proto/game/character_management.proto:124
CharacterNameSuggestionEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterNameSuggestionEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterNameSuggestionEvent	S2C	1:string:suggestion	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:127
CharacterNameGenerationFailedEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterNameGenerationFailedEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterNameGenerationFailedEvent	S2C	1:.com.ankama.dofus.server.game.protocol.character.management.CharacterNameGenerationFailedEvent.NameGenerationFailureReason:reason	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:131
CharacterDeletionPrepareEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterDeletionPrepareEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterDeletionPrepareEvent	S2C	1:int64:character_id;2:string:name;3:string:secret_question;4:bool:need_secret_answer	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:140
CharacterForceSelectionEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterForceSelectionEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterForceSelectionEvent	S2C	1:int64:character_id	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:147
CharacterListErrorEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterListErrorEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterListErrorEvent	S2C		refs/dofus-unity-protocol-builder/proto/game/character_management.proto:151
CharacterCapabilitiesEvent	com.ankama.dofus.server.game.protocol.character.management.CharacterCapabilitiesEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterCapabilitiesEvent	S2C	1:int32:guild_emblem_symbol_category	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:154
CharacterChangeBreedRequest	com.ankama.dofus.server.game.protocol.character.management.CharacterChangeBreedRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.character.management.CharacterChangeBreedRequest	C2S	1:int32:breed_id;2:.com.ankama.dofus.server.game.protocol.common.Gender:gender;3:repeated int32:colors;4:int32:cosmetic_id;5:int32:object_id	refs/dofus-unity-protocol-builder/proto/game/character_management.proto:158
ChatPrivateMessageRequest	com.ankama.dofus.server.game.protocol.chat.ChatPrivateMessageRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChatPrivateMessageRequest	C2S	1:string:content;2:repeated .com.ankama.dofus.server.game.protocol.common.ObjectItemInventory:object;3:string:name;4:.com.ankama.dofus.server.game.protocol.common.AccountTag:tag	refs/dofus-unity-protocol-builder/proto/game/chat.proto:28
ChatPrivateCopyMessageEvent	com.ankama.dofus.server.game.protocol.chat.ChatPrivateCopyMessageEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChatPrivateCopyMessageEvent	S2C	1:string:content;2:string:date;3:int64:target_character_id;4:string:target_name;5:repeated .com.ankama.dofus.server.game.protocol.common.ObjectItemInventory:object	refs/dofus-unity-protocol-builder/proto/game/chat.proto:37
ChatChannelMessageRequest	com.ankama.dofus.server.game.protocol.chat.ChatChannelMessageRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChatChannelMessageRequest	C2S	1:string:content;2:.com.ankama.dofus.server.game.protocol.chat.Channel:channel;3:repeated .com.ankama.dofus.server.game.protocol.common.ObjectItemInventory:object	refs/dofus-unity-protocol-builder/proto/game/chat.proto:45
ChatChannelMessageEvent	com.ankama.dofus.server.game.protocol.chat.ChatChannelMessageEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChatChannelMessageEvent	S2C	1:string:content;2:.com.ankama.dofus.server.game.protocol.chat.Channel:channel;3:string:date;4:int64:sender_character_id;5:int64:sender_account_id;6:string:sender_prefix;7:string:sender_name;8:bool:from_admin;9:repeated .com.ankama.dofus.server.game.protocol.common.ObjectItemInventory:object;10:int32:origin_server_id	refs/dofus-unity-protocol-builder/proto/game/chat.proto:51
ChatErrorEvent	com.ankama.dofus.server.game.protocol.chat.ChatErrorEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChatErrorEvent	S2C	1:.com.ankama.dofus.server.game.protocol.chat.ChatErrorEvent.Error:error	refs/dofus-unity-protocol-builder/proto/game/chat.proto:64
SubscribeChannelRequest	com.ankama.dofus.server.game.protocol.chat.SubscribeChannelRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.SubscribeChannelRequest	C2S	1:.com.ankama.dofus.server.game.protocol.chat.Channel:channel;2:bool:enable	refs/dofus-unity-protocol-builder/proto/game/chat.proto:82
ChannelUpdateEvent	com.ankama.dofus.server.game.protocol.chat.ChannelUpdateEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChannelUpdateEvent	S2C	1:.com.ankama.dofus.server.game.protocol.chat.Channel:channel;2:bool:enable	refs/dofus-unity-protocol-builder/proto/game/chat.proto:87
ChatChannelsEnabledEvent	com.ankama.dofus.server.game.protocol.chat.ChatChannelsEnabledEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.chat.ChatChannelsEnabledEvent	S2C	1:repeated .com.ankama.dofus.server.game.protocol.chat.Channel:active_channels;2:repeated .com.ankama.dofus.server.game.protocol.chat.Channel:disabled_channels	refs/dofus-unity-protocol-builder/proto/game/chat.proto:92
Choice	com.ankama.dofus.server.game.protocol.choice.Choice	type.ankama.com/com.ankama.dofus.server.game.protocol.choice.Choice		1:int32:id;2:int32:position	refs/dofus-unity-protocol-builder/proto/game/choice.proto:7
ChoiceSelectionEvent	com.ankama.dofus.server.game.protocol.choice.ChoiceSelectionEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.choice.ChoiceSelectionEvent	S2C	1:int32:selection_id;2:repeated .com.ankama.dofus.server.game.protocol.choice.Choice:choices	refs/dofus-unity-protocol-builder/proto/game/choice.proto:12
ChoiceSelectedEvent	com.ankama.dofus.server.game.protocol.choice.ChoiceSelectedEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.choice.ChoiceSelectedEvent	S2C	1:int32:position	refs/dofus-unity-protocol-builder/proto/game/choice.proto:17
ChoiceSelectedRequest	com.ankama.dofus.server.game.protocol.choice.ChoiceSelectedRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.choice.ChoiceSelectedRequest	C2S	1:int32:position	refs/dofus-unity-protocol-builder/proto/game/choice.proto:21
ServerSessionReadyEvent	com.ankama.dofus.server.game.protocol.client.verification.ServerSessionReadyEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.client.verification.ServerSessionReadyEvent	S2C		refs/dofus-unity-protocol-builder/proto/game/client_verification.proto:7
ClientIdRequest	com.ankama.dofus.server.game.protocol.client.verification.ClientIdRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.client.verification.ClientIdRequest	C2S	1:string:id	refs/dofus-unity-protocol-builder/proto/game/client_verification.proto:10
ServerVerificationEvent	com.ankama.dofus.server.game.protocol.client.verification.ServerVerificationEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.client.verification.ServerVerificationEvent	S2C		refs/dofus-unity-protocol-builder/proto/game/client_verification.proto:14
ClientChallengeInitRequest	com.ankama.dofus.server.game.protocol.client.verification.ClientChallengeInitRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.client.verification.ClientChallengeInitRequest	C2S	1:string:challengeKey	refs/dofus-unity-protocol-builder/proto/game/client_verification.proto:17
ServerChallengeEvent	com.ankama.dofus.server.game.protocol.client.verification.ServerChallengeEvent	type.ankama.com/com.ankama.dofus.server.game.protocol.client.verification.ServerChallengeEvent	S2C	1:string:value	refs/dofus-unity-protocol-builder/proto/game/client_verification.proto:21
ClientChallengeProofRequest	com.ankama.dofus.server.game.protocol.client.verification.ClientChallengeProofRequest	type.ankama.com/com.ankama.dofus.server.game.protocol.client.verification.ClientChallengeProofRequest	C2S	1:string:proof	refs/dofus-unity-protocol-builder/proto/game/client_verification.proto:25
AccountTag	com.ankama.dofus.server.game.protocol.common.AccountTag	type.ankama.com/com.ankama.dofus.server.game.protocol.common.AccountTag		1:string:nickname;2:string:tag	refs/dofus-unity-protocol-builder/proto/game/common.proto:340
ActorPositionInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation		1:int64:actor_id;2:.com.ankama.dofus.server.game.protocol.common.EntityDisposition:disposition;3:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation:actor_information	refs/dofus-unity-protocol-builder/proto/game/common.proto:345
ActorInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation		1:.com.ankama.dofus.server.game.protocol.common.EntityLook:look;2:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor:role_play_actor;3:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation:fighter	refs/dofus-unity-protocol-builder/proto/game/common.proto:349
RolePlayActor	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor		4:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor:named_actor;5:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.TaxCollectorActor:tax_collector_actor;6:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.MonsterGroupActor:monster_group_actor;7:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NpcStaticInformation:npc_actor;8:.com.ankama.dofus.server.game.protocol.common.PrismInformation:prism_actor;9:.com.ankama.dofus.server.game.protocol.common.PortalInformation:portal_actor;10:int32:treasure_hunt_npc_id	refs/dofus-unity-protocol-builder/proto/game/common.proto:355
NamedActor	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor		1:string:name;2:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid:humanoid_information;3:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Mount:mount_information	refs/dofus-unity-protocol-builder/proto/game/common.proto:365
Humanoid	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid		1:repeated .com.ankama.dofus.server.game.protocol.common.Restriction:restrictions;2:.com.ankama.dofus.server.game.protocol.common.Gender:gender;3:repeated .com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption:options;4:int64:account_id;5:.com.ankama.dofus.server.game.protocol.common.AlignmentInformation:alignment_information;6:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.MutantInformation:mutant_information	refs/dofus-unity-protocol-builder/proto/game/common.proto:371
HumanOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption		3:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.FollowingCharactersOption:followers;4:.com.ankama.dofus.server.game.protocol.common.GuildInformation:guild_information;5:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.AllianceOption:alliance_information;6:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.EmoteOption:emote_option;7:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.TitleOption:title_option;8:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.OrnamentOption:ornament_option;9:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.ObjectUseOption:object_use_option;10:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.SkillUseOption:skill_use_option;11:int32:speed_multiplier	refs/dofus-unity-protocol-builder/proto/game/common.proto:378
FollowingCharactersOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+FollowingCharactersOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.FollowingCharactersOption		1:repeated .com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.FollowingCharactersOption.IndexedEntityLook:following_characters_looks	refs/dofus-unity-protocol-builder/proto/game/common.proto:390
IndexedEntityLook	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+FollowingCharactersOption+IndexedEntityLook	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.FollowingCharactersOption.IndexedEntityLook		1:.com.ankama.dofus.server.game.protocol.common.EntityLook:look;2:int32:index	refs/dofus-unity-protocol-builder/proto/game/common.proto:392
AllianceOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+AllianceOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.AllianceOption		1:.com.ankama.dofus.server.game.protocol.common.AllianceInformation:alliance_information;2:.com.ankama.dofus.server.game.protocol.common.AttackableStatus:attackable_status	refs/dofus-unity-protocol-builder/proto/game/common.proto:399
EmoteOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+EmoteOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.EmoteOption		1:int32:emote_id;2:string:emote_start_time	refs/dofus-unity-protocol-builder/proto/game/common.proto:404
TitleOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+TitleOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.TitleOption		1:int32:title_id;2:string:title_parameter	refs/dofus-unity-protocol-builder/proto/game/common.proto:409
OrnamentOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+OrnamentOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.OrnamentOption		2:int32:player_level;4:int32:ladder_position;1:int32:ornament_id;3:int32:league_id	refs/dofus-unity-protocol-builder/proto/game/common.proto:414
ObjectUseOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+ObjectUseOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.ObjectUseOption		1:.com.ankama.dofus.server.game.protocol.common.DelayedActionType:delayed_action_type;2:string:end_delay;3:int32:object_gid	refs/dofus-unity-protocol-builder/proto/game/common.proto:421
SkillUseOption	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+HumanOption+SkillUseOption	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.HumanOption.SkillUseOption		1:int32:element_id;2:int32:skill_id;3:string:skill_end_time	refs/dofus-unity-protocol-builder/proto/game/common.proto:427
MutantInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Humanoid+MutantInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Humanoid.MutantInformation		1:int32:monster_id;2:int32:power_level	refs/dofus-unity-protocol-builder/proto/game/common.proto:435
Mount	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NamedActor+Mount	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NamedActor.Mount		1:string:owner_name;2:int32:level	refs/dofus-unity-protocol-builder/proto/game/common.proto:442
TaxCollectorActor	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+TaxCollectorActor	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.TaxCollectorActor		1:.com.ankama.dofus.server.game.protocol.common.TaxCollectorStaticInformation:identification;2:int32:attack	refs/dofus-unity-protocol-builder/proto/game/common.proto:449
MonsterGroupActor	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+MonsterGroupActor	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.MonsterGroupActor		1:.com.ankama.dofus.server.game.protocol.common.MonsterGroupStaticInformation:identification;2:int32:loot_share;3:.com.ankama.dofus.server.game.protocol.common.Alignment:alignment;4:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.MonsterGroupActor.WaveInformation:wave_information	refs/dofus-unity-protocol-builder/proto/game/common.proto:454
WaveInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+MonsterGroupActor+WaveInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.MonsterGroupActor.WaveInformation		2:repeated .com.ankama.dofus.server.game.protocol.common.MonsterGroupStaticInformation:alternatives;1:int32:wave_count	refs/dofus-unity-protocol-builder/proto/game/common.proto:459
NpcStaticInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NpcStaticInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NpcStaticInformation		1:int32:npc_id;2:.com.ankama.dofus.server.game.protocol.common.Gender:gender;3:int32:special_artwork_id;4:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NpcStaticInformation.Quests:quests	refs/dofus-unity-protocol-builder/proto/game/common.proto:466
Quests	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+RolePlayActor+NpcStaticInformation+Quests	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.RolePlayActor.NpcStaticInformation.Quests		1:repeated int32:quests_to_valid;2:repeated int32:quests_to_start	refs/dofus-unity-protocol-builder/proto/game/common.proto:471
FightFighterInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+FightFighterInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation		1:.com.ankama.dofus.server.game.protocol.common.SpawnInformation:spawn_information;2:int32:wave;3:.com.ankama.dofus.server.game.protocol.common.FightCharacteristics:stats;4:repeated int32:previous_positions;5:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.NamedFighterInformation:named_fighter;6:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.AIFighterInformation:ai_fighter;7:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.EntityFighterInformation:entity_fighter	refs/dofus-unity-protocol-builder/proto/game/common.proto:480
NamedFighterInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+FightFighterInformation+NamedFighterInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.NamedFighterInformation		1:string:name;2:.com.ankama.dofus.server.game.protocol.common.CharacterStatus:status;3:int32:league_id;4:int32:ladder_position;5:bool:hidden_in_pre_fight;6:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.NamedFighterInformation.FightCharacterInformation:character_information;7:.com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.NamedFighterInformation.FightMutantInformation:mutant_information	refs/dofus-unity-protocol-builder/proto/game/common.proto:490
FightCharacterInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+FightFighterInformation+NamedFighterInformation+FightCharacterInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.NamedFighterInformation.FightCharacterInformation		1:int32:level;2:.com.ankama.dofus.server.game.protocol.common.AlignmentInformation:alignment_information;3:int32:breed_id;4:.com.ankama.dofus.server.game.protocol.common.Gender:gender	refs/dofus-unity-protocol-builder/proto/game/common.proto:500
FightMutantInformation	com.ankama.dofus.server.game.protocol.common.ActorPositionInformation+ActorInformation+FightFighterInformation+NamedFighterInformation+FightMutantInformation	type.ankama.com/com.ankama.dofus.server.game.protocol.common.ActorPositionInformation.ActorInformation.FightFighterInformation.NamedFighterInformation.FightMutantInformation		1:int32:power_level	refs/dofus-unity-protocol-builder/proto/game/common.proto:507
