enum_nom	fichier:ligne	nb_valeurs	valeurs	version
ServerCompletionEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/ServerCompletionEnum.as:4	5	COMPLETION_RECOMANDATED=0;COMPLETION_AVERAGE=1;COMPLETION_HIGH=2;COMPLETION_COMING_SOON=3;COMPLETION_FULL=4	242
ServerConnectionErrorEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/ServerConnectionErrorEnum.as:4	7	SERVER_CONNECTION_ERROR_DUE_TO_STATUS=0;SERVER_CONNECTION_ERROR_NO_REASON=1;SERVER_CONNECTION_ERROR_ACCOUNT_RESTRICTED=2;SERVER_CONNECTION_ERROR_COMMUNITY_RESTRICTED=3;SERVER_CONNECTION_ERROR_LOCATION_RESTRICTED=4;SERVER_CONNECTION_ERROR_SUBSCRIBERS_ONLY=5;SERVER_CONNECTION_ERROR_REGULAR_PLAYERS_ONLY=6	242
ServerStatusEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/ServerStatusEnum.as:4	8	STATUS_UNKNOWN=0;OFFLINE=1;STARTING=2;ONLINE=3;NOJOIN=4;SAVING=5;STOPING=6;FULL=7	242
ShortcutBarEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/ShortcutBarEnum.as:3	2	GENERAL_SHORTCUT_BAR=0;SPELL_SHORTCUT_BAR=1	242
SocialContactCategoryEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/SocialContactCategoryEnum.as:3	8	SOCIAL_CONTACT_FRIEND=0;SOCIAL_CONTACT_SPOUSE=1;SOCIAL_CONTACT_PARTY=2;SOCIAL_CONTACT_GUILD=3;SOCIAL_CONTACT_ALLIANCE=4;SOCIAL_CONTACT_CRAFTER=5;SOCIAL_CONTACT_INTERLOCUTOR=6;SOCIAL_CONTACT_FIGHT=7	242
SocialGroupCreationResultEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/SocialGroupCreationResultEnum.as:4	13	SOCIAL_GROUP_CREATE_OK=1;SOCIAL_GROUP_CREATE_ERROR_NAME_INVALID=2;SOCIAL_GROUP_CREATE_ERROR_ALREADY_IN_GROUP=3;SOCIAL_GROUP_CREATE_ERROR_NAME_ALREADY_EXISTS=4;SOCIAL_GROUP_CREATE_ERROR_EMBLEM_ALREADY_EXISTS=5;SOCIAL_GROUP_CREATE_ERROR_LEAVE=6;SOCIAL_GROUP_CREATE_ERROR_CANCEL=7;SOCIAL_GROUP_CREATE_ERROR_REQUIREMENT_UNMET=8;SOCIAL_GROUP_CREATE_ERROR_EMBLEM_INVALID=9;SOCIAL_GROUP_CREATE_ERROR_TAG_INVALID=10;SOCIAL_GROUP_CREATE_ERROR_TAG_ALREADY_EXISTS=11;SOCIAL_GROUP_CREATE_ERROR_NEEDS_SUBGROUP=12;SOCIAL_GROUP_CREATE_ERROR_UNKNOWN=99	242
SocialGroupInvitationStateEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/SocialGroupInvitationStateEnum.as:3	4	SOCIAL_GROUP_INVITATION_FAILED=0;SOCIAL_GROUP_INVITATION_SENT=1;SOCIAL_GROUP_INVITATION_CANCELED=2;SOCIAL_GROUP_INVITATION_OK=3	242
SocialNoticeErrorEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/SocialNoticeErrorEnum.as:4	3	SOCIAL_NOTICE_UNKNOWN_ERROR=0;SOCIAL_NOTICE_INVALID_RIGHTS=1;SOCIAL_NOTICE_COOLDOWN=2	242
StatisticTypeEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/StatisticTypeEnum.as:4	48	STEP0000_CHOSE_NICKNAME=78;STEP0100_CHOSE_SERVER=79;STEP0200_CREATE_FIRST_CHARACTER=80;STEP0300_LOADING_SCREEN=81;STEP0400_DOFUS_TRAILER=82;STEP0500_ARRIVES_ON_TUTORIAL=83;STEP0550_QUITS_TUTORIAL=84;STEP0600_TUTO1_MOVE_MAP=85;STEP0700_TUTO2_TALK_TO_YAKASI=86;STEP0800_TUTO3_EQUIP_RING=87;STEP0820_CLIC_BAG=88;STEP0840_CLIC_RING=89;STEP0860_EQUIP_RING=90;STEP0860_EXIT_BAG=91;STEP0900_TUTO4_CHANGE_MAP=92;STEP1000_TUTO5_START_FIRST_FIGHT=93;STEP1100_TUTO6_CHOSE_START_POSITION=94;STEP1130_CHOSE_POSITION=95;STEP1160_CLIC_READY=96;STEP1200_TUTO7_MOVE_IN_FIGHT=97;STEP1900_TUTO8_USE_SPELL=98;STEP1930_CHOSE_SPELL=99;STEP1960_USE_SPELL=100;STEP2000_TUTO9_END_TURN=101;STEP2100_TUTO10_WIN_FIGHT=102;STEP2050_TUTO10_LOSE_FIGHT=103;STEP2200_TUTO11_START_FIRST_QUEST=104;STEP2220_CLIC_YAKASI=105;STEP2240_TALK_YAKASI=106;STEP2260_ACCEPT_MISSION=107;STEP2300_TUTO12_EQUIP_SET=108;STEP2350_EXIT_BAG=109;STEP2400_TUTO13_LETS_KILL_MONSTER=110;STEP2430_GO_TO_NEXT_MAP=111;STEP2460_CLIC_MONSTER=112;STEP2500_TUTO14_END_SECOND_FIGHT=113;STEP2600_TUTO15_END_TUTO=114;STEP2620_CLIC_YAKASI=115;STEP2640_END_DIALOG=116;CLICK_ON_BUTTON=151;DISPLAY_MENU=152;CATEGORY_MAP_OPENED=544;CATEGORY_MAP_PERSONALIZED_LANDMARK_PLACED=546;CATEGORY_MAP_QUEST_LANDMARK_ACTIVATED=547;CATEGORY_MAP_MOVED=549;CATEGORY_MAP_ZOOM=550;CATEGORY_MINIMAP_MOVED=545;CATEGORY_MINIMAP_ZOOM=548	242
StatsUpgradeResultEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/StatsUpgradeResultEnum.as:3	6	NONE=-1;SUCCESS=0;RESTRICTED=1;GUEST=2;IN_FIGHT=3;NOT_ENOUGH_POINT=4	242
SubEntityBindingPointCategoryEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/SubEntityBindingPointCategoryEnum.as:3	9	HOOK_POINT_CATEGORY_UNUSED=0;HOOK_POINT_CATEGORY_PET=1;HOOK_POINT_CATEGORY_MOUNT_DRIVER=2;HOOK_POINT_CATEGORY_LIFTED_ENTITY=3;HOOK_POINT_CATEGORY_BASE_BACKGROUND=4;HOOK_POINT_CATEGORY_MERCHANT_BAG=5;HOOK_POINT_CATEGORY_BASE_FOREGROUND=6;HOOK_POINT_CATEGORY_PET_FOLLOWER=7;HOOK_POINT_CATEGORY_UNDERWATER_BUBBLES=8	242
SubscriptionRequiredEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/SubscriptionRequiredEnum.as:3	6	LIMITED_TO_SUBSCRIBER=0;LIMIT_ON_JOB_XP=1;LIMIT_ON_JOB_USE=2;LIMIT_ON_MAP=3;LIMIT_ON_ITEM=4;LIMIT_ON_VENDOR=5	242
TaxCollectorErrorReasonEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TaxCollectorErrorReasonEnum.as:3	9	TAX_COLLECTOR_ERROR_UNKNOWN=0;TAX_COLLECTOR_NOT_FOUND=1;TAX_COLLECTOR_NOT_OWNED=2;TAX_COLLECTOR_NO_RIGHTS=3;TAX_COLLECTOR_MAX_REACHED=4;TAX_COLLECTOR_ALREADY_ONE=5;TAX_COLLECTOR_CANT_HIRE_YET=6;TAX_COLLECTOR_CANT_HIRE_HERE=7;TAX_COLLECTOR_NOT_ENOUGH_KAMAS=8	242
TaxCollectorMovementTypeEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TaxCollectorMovementTypeEnum.as:4	5	TAX_COLLECTOR_UNKNOWN_ACTION=0;TAX_COLLECTOR_HIRED=1;TAX_COLLECTOR_HARVESTED=2;TAX_COLLECTOR_DEFEATED=3;TAX_COLLECTOR_DESTROYED=4	242
TaxCollectorStateEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TaxCollectorStateEnum.as:4	3	STATE_COLLECTING=0;STATE_WAITING_FOR_HELP=1;STATE_FIGHTING=2	242
TeamEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TeamEnum.as:3	3	TEAM_CHALLENGER=0;TEAM_DEFENDER=1;TEAM_SPECTATOR=2	242
TeamTypeEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TeamTypeEnum.as:3	6	TEAM_TYPE_PLAYER=0;TEAM_TYPE_MONSTER=1;TEAM_TYPE_MUTANT=2;TEAM_TYPE_TAXCOLLECTOR=3;TEAM_TYPE_BAD_PLAYER=4;TEAM_TYPE_PRISM=5	242
TeleporterTypeEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TeleporterTypeEnum.as:3	4	TELEPORTER_ZAAP=0;TELEPORTER_SUBWAY=1;TELEPORTER_PRISM=2;TELEPORTER_HAVENBAG=3	242
TextInformationTypeEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TextInformationTypeEnum.as:4	8	TEXT_INFORMATION_MESSAGE=0;TEXT_INFORMATION_ERROR=1;TEXT_INFORMATION_PVP=2;TEXT_INFORMATION_FIGHT_LOG=3;TEXT_INFORMATION_POPUP=4;TEXT_LIVING_OBJECT=5;TEXT_ENTITY_TALK=6;TEXT_INFORMATION_FIGHT=7	242
TreasureHuntDigRequestEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TreasureHuntDigRequestEnum.as:4	7	TREASURE_HUNT_DIG_ERROR_UNDEFINED=0;TREASURE_HUNT_DIG_NEW_HINT=1;TREASURE_HUNT_DIG_FINISHED=2;TREASURE_HUNT_DIG_WRONG=3;TREASURE_HUNT_DIG_LOST=4;TREASURE_HUNT_DIG_ERROR_IMPOSSIBLE=5;TREASURE_HUNT_DIG_WRONG_AND_YOU_KNOW_IT=6	242
TreasureHuntFlagRequestEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TreasureHuntFlagRequestEnum.as:4	7	TREASURE_HUNT_FLAG_ERROR_UNDEFINED=0;TREASURE_HUNT_FLAG_OK=1;TREASURE_HUNT_FLAG_WRONG=2;TREASURE_HUNT_FLAG_TOO_MANY=3;TREASURE_HUNT_FLAG_ERROR_IMPOSSIBLE=4;TREASURE_HUNT_FLAG_WRONG_INDEX=5;TREASURE_HUNT_FLAG_SAME_MAP=6	242
TreasureHuntFlagStateEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TreasureHuntFlagStateEnum.as:4	3	TREASURE_HUNT_FLAG_STATE_UNKNOWN=0;TREASURE_HUNT_FLAG_STATE_OK=1;TREASURE_HUNT_FLAG_STATE_WRONG=2	242
TreasureHuntRequestEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TreasureHuntRequestEnum.as:4	6	TREASURE_HUNT_ERROR_UNDEFINED=0;TREASURE_HUNT_ERROR_NO_QUEST_FOUND=2;TREASURE_HUNT_ERROR_ALREADY_HAVE_QUEST=3;TREASURE_HUNT_ERROR_NOT_AVAILABLE=4;TREASURE_HUNT_ERROR_DAILY_LIMIT_EXCEEDED=5;TREASURE_HUNT_OK=1	242
TreasureHuntTypeEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/TreasureHuntTypeEnum.as:4	3	TREASURE_HUNT_CLASSIC=0;TREASURE_HUNT_PORTAL=1;TREASURE_HUNT_LEGENDARY=2	242
UpdatableMountBoostEnum	sources/client242-as3/scripts/com/ankamagames/dofus/network/enums/UpdatableMountBoostEnum.as:3	7	STAMINA=3;MATURITY=5;ENERGY=1;SERENITY=2;LOVE=4;TIREDNESS=6;RIDEABLE=7	242
