type_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
ActorOrientation	2066	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/ActorOrientation.as:8	2	id:Number;direction:uint		id:writeDouble;direction:writeByte	client-as3	273
ActorRestrictionsInformations	9953	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/restriction/ActorRestrictionsInformations.as:9	19	cantBeAggressed:Boolean;cantBeChallenged:Boolean;cantTrade:Boolean;cantBeAttackedByMutant:Boolean;cantRun:Boolean;forceSlowWalk:Boolean;cantMinimize:Boolean;cantMove:Boolean;cantAggress:Boolean;cantChallenge:Boolean;cantExchange:Boolean;cantAttack:Boolean;cantChat:Boolean;cantUseObject:Boolean;cantUseTaxCollector:Boolean;cantUseInteractive:Boolean;cantSpeakToNPC:Boolean;cantChangeZone:Boolean;cantAttackMonster:Boolean		cantBeAggressed:bit0;cantBeChallenged:bit1;cantTrade:bit2;cantBeAttackedByMutant:bit3;cantRun:bit4;forceSlowWalk:bit5;cantMinimize:bit6;cantMove:bit7;#local:writeByte;cantAggress:bit0;cantChallenge:bit1;cantExchange:bit2;cantAttack:bit3;cantChat:bit4;cantUseObject:bit5;cantUseTaxCollector:bit6;cantUseInteractive:bit7;#local:writeByte;cantSpeakToNPC:bit0;cantChangeZone:bit1;cantAttackMonster:bit2;#local:writeByte	client-as3	273
AdditionalTaxCollectorInformation	1456	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/collector/tax/AdditionalTaxCollectorInformation.as:8	3	collectorCallerId:Number;collectorCallerName:String;date:uint		collectorCallerId:writeVarLong;collectorCallerName:writeUTF;date:writeInt	client-as3	273
AgressableStatusMessage	6140	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/pvp/AgressableStatusMessage.as:8	4	playerId:Number;enable:uint;roleAvAId:int;pictoScore:int		playerId:writeVarLong;enable:writeByte;roleAvAId:writeInt;pictoScore:writeInt	client-as3	273
AlignmentWarEffortInformation	6941	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/alignment/war/effort/AlignmentWarEffortInformation.as:8	2	alignmentSide:int;alignmentWarEffort:Number		alignmentSide:writeByte;alignmentWarEffort:writeVarLong	client-as3	273
AllianceFactSheetInformation	6340	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/social/AllianceFactSheetInformation.as:10	5	creationDate:uint;nbMembers:uint;nbSubarea:uint;nbTaxCollectors:uint;recruitment:AllianceRecruitmentInformation	AllianceInformation	super:AllianceInformation;creationDate:writeInt;nbMembers:writeVarShort;nbSubarea:writeVarShort;nbTaxCollectors:writeVarShort;recruitment:asAllianceRecruitmentInformation	client-as3	273
AllianceInformation	1197	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AllianceInformation.as:9	1	allianceEmblem:SocialEmblem	BasicNamedAllianceInformations	super:BasicNamedAllianceInformations;allianceEmblem:asSocialEmblem	client-as3	273
AllianceInsiderPrismInformation	7229	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/prism/AllianceInsiderPrismInformation.as:9	5	moduleObject:ObjectItem;moduleType:int;cristalObject:ObjectItem;cristalType:int;cristalNumberLeft:uint	PrismInformation	super:PrismInformation;moduleObject:asObjectItem;moduleType:writeInt;cristalObject:asObjectItem;cristalType:writeInt;cristalNumberLeft:writeInt	client-as3	273
AllianceMemberInfo	7753	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/alliance/AllianceMemberInfo.as:10	1	avaRoleId:int	SocialMember	super:SocialMember;avaRoleId:writeInt	client-as3	273
AlliancePrismInformation	4594	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/prism/AlliancePrismInformation.as:9	1	alliance:AllianceInformation	PrismInformation	super:PrismInformation;alliance:asAllianceInformation	client-as3	273
AllianceRecruitmentInformation	4753	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/alliance/recruitment/AllianceRecruitmentInformation.as:9	0		SocialRecruitmentInformation	super:SocialRecruitmentInformation	client-as3	273
AlterationInfo	2959	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/alteration/AlterationInfo.as:10	5	alterationId:uint;creationTime:Number;expirationType:uint;expirationValue:Number;effects:Vector.<ObjectEffect>		alterationId:writeUnsignedInt;creationTime:writeDouble;expirationType:writeByte;expirationValue:writeDouble;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize	client-as3	273
AlternativeMonstersInGroupLightInformations	6089	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AlternativeMonstersInGroupLightInformations.as:8	2	playerCount:int;monsters:Vector.<MonsterInGroupLightInformations>		playerCount:writeInt;monsters#len:writeShort;monsters[]:asMonsterInGroupLightInformations	client-as3	273
AnomalySubareaInformation	4038	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AnomalySubareaInformation.as:8	4	subAreaId:uint;rewardRate:int;hasAnomaly:Boolean;anomalyClosingTime:Number		subAreaId:writeVarShort;rewardRate:writeVarShort;hasAnomaly:writeBoolean;anomalyClosingTime:writeVarLong	client-as3	273
ApplicationPlayerInformation	9959	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/social/application/ApplicationPlayerInformation.as:10	9	playerId:Number;playerName:String;breed:int;sex:Boolean;level:uint;accountId:uint;accountTag:String;accountNickname:String;status:PlayerStatus		playerId:writeVarLong;playerName:writeUTF;breed:writeByte;sex:writeBoolean;level:writeVarInt;accountId:writeVarInt;accountTag:writeUTF;accountNickname:writeUTF;status:asPlayerStatus	client-as3	273
ArenaLeagueRanking	3976	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/fight/arena/ArenaLeagueRanking.as:8	3	rating:int;leagueId:int;ladderPosition:int		rating:writeInt;leagueId:writeVarShort;ladderPosition:writeInt	client-as3	273
ArenaRankInfos	2174	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/fight/arena/ArenaRankInfos.as:8	9	arenaType:uint;leagueRanking:ArenaLeagueRanking;bestLeagueId:int;bestRating:int;dailyVictoryCount:uint;seasonVictoryCount:uint;dailyFightcount:uint;seasonFightcount:uint;numFightNeededForLadder:uint		arenaType:writeInt;#const0:writeByte;#const1:writeByte;leagueRanking:asArenaLeagueRanking;bestLeagueId:writeVarShort;bestRating:writeInt;dailyVictoryCount:writeVarShort;seasonVictoryCount:writeVarShort;dailyFightcount:writeVarShort;seasonFightcount:writeVarShort;numFightNeededForLadder:writeShort	client-as3	273
AtlasPointsInformations	6167	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/AtlasPointsInformations.as:9	2	type:uint;coords:Vector.<MapCoordinatesExtended>		type:writeByte;coords#len:writeShort;coords[]:asMapCoordinatesExtended	client-as3	273
BaseSpawnMonsterInformation	5062	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/BaseSpawnMonsterInformation.as:8	1	creatureGenericId:uint	SpawnInformation	super:SpawnInformation;creatureGenericId:writeVarShort	client-as3	273
BasicAllianceInformations	2995	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/BasicAllianceInformations.as:9	2	allianceId:uint;allianceTag:String	AbstractSocialGroupInfos	super:AbstractSocialGroupInfos;allianceId:writeVarInt;allianceTag:writeUTF	client-as3	273
BasicGuildInformations	4606	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/BasicGuildInformations.as:9	3	guildId:uint;guildName:String;guildLevel:uint	AbstractSocialGroupInfos	super:AbstractSocialGroupInfos;guildId:writeVarInt;guildName:writeUTF;guildLevel:writeByte	client-as3	273
BasicNamedAllianceInformations	5416	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/BasicNamedAllianceInformations.as:8	1	allianceName:String	BasicAllianceInformations	super:BasicAllianceInformations;allianceName:writeUTF	client-as3	273
BidExchangerObjectInfo	2811	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/data/items/BidExchangerObjectInfo.as:10	5	objectUID:uint;objectGID:uint;objectType:uint;effects:Vector.<ObjectEffect>;prices:Vector.<Number>		objectUID:writeVarInt;objectGID:writeVarInt;objectType:writeInt;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;prices#len:writeShort;prices[]:writeVarLong	client-as3	273
BreachBranch	7507	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/breach/BreachBranch.as:9	7	room:uint;element:uint;bosses:Vector.<MonsterInGroupLightInformations>;map:Number;score:int;relativeScore:int;monsters:Vector.<MonsterInGroupLightInformations>		room:writeByte;element:writeInt;bosses#len:writeShort;bosses[]:asMonsterInGroupLightInformations;map:writeDouble;score:writeShort;relativeScore:writeShort;monsters#len:writeShort;monsters[]:asMonsterInGroupLightInformations	client-as3	273
BreachReward	3273	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/breach/BreachReward.as:8	5	id:uint;buyLocks:Vector.<uint>;buyCriterion:String;remainingQty:int;price:uint		id:writeVarInt;buyLocks#len:writeShort;buyLocks[]:writeByte;buyCriterion:writeUTF;remainingQty:writeVarInt;price:writeVarInt	client-as3	273
BufferInformation	7749	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/web/haapi/BufferInformation.as:8	2	id:Number;amount:Number		id:writeVarLong;amount:writeVarLong	client-as3	273
ChallengeInformation	1494	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/challenge/ChallengeInformation.as:9	5	challengeId:uint;targetsList:Vector.<ChallengeTargetInformation>;dropBonus:uint;xpBonus:uint;state:uint		challengeId:writeVarInt;targetsList#len:writeShort;targetsList[]#typeId:writeShort;targetsList[]:serialize;dropBonus:writeVarInt;xpBonus:writeVarInt;state:writeByte	client-as3	273
ChallengeTargetInformation	4052	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/challenge/ChallengeTargetInformation.as:8	2	targetId:Number;targetCell:int		targetId:writeDouble;targetCell:writeShort	client-as3	273
ChallengeTargetWithAttackerInformation	540	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/challenge/ChallengeTargetWithAttackerInformation.as:8	1	attackersIds:Vector.<Number>	ChallengeTargetInformation	super:ChallengeTargetInformation;attackersIds#len:writeShort;attackersIds[]:writeDouble	client-as3	273
CharacterBaseInformations	4367	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterBaseInformations.as:10	1	sex:Boolean	CharacterMinimalPlusLookInformations	super:CharacterMinimalPlusLookInformations;sex:writeBoolean	client-as3	273
CharacterBasicMinimalInformations	6994	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/CharacterBasicMinimalInformations.as:8	1	name:String	AbstractCharacterInformation	super:AbstractCharacterInformation;name:writeUTF	client-as3	273
CharacterCharacteristic	6701	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterCharacteristic.as:8	1	characteristicId:int		characteristicId:writeShort	client-as3	273
CharacterCharacteristicDetailed	901	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterCharacteristicDetailed.as:8	5	base:int;additional:int;objectsAndMountBonus:int;alignGiftBonus:int;contextModif:int	CharacterCharacteristic	super:CharacterCharacteristic;base:writeVarInt;additional:writeVarInt;objectsAndMountBonus:writeVarInt;alignGiftBonus:writeVarInt;contextModif:writeVarInt	client-as3	273
CharacterCharacteristicForPreset	3299	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/presets/CharacterCharacteristicForPreset.as:8	1	stuff:int	SimpleCharacterCharacteristicForPreset	super:SimpleCharacterCharacteristicForPreset;stuff:writeVarInt	client-as3	273
CharacterCharacteristicValue	3951	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterCharacteristicValue.as:8	1	total:int	CharacterCharacteristic	super:CharacterCharacteristic;total:writeInt	client-as3	273
CharacterCharacteristics	294	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterCharacteristics.as:9	1	characteristics:Vector.<CharacterCharacteristic>		characteristics#len:writeShort;characteristics[]#typeId:writeShort;characteristics[]:serialize	client-as3	273
CharacterCharacteristicsInformations	4504	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterCharacteristicsInformations.as:11	10	experience:Number;experienceLevelFloor:Number;experienceNextLevelFloor:Number;experienceBonusLimit:Number;kamas:Number;alignmentInfos:ActorExtendedAlignmentInformations;criticalHitWeapon:uint;characteristics:Vector.<CharacterCharacteristic>;spellModifiers:Vector.<SpellModifierMessage>;probationTime:Number		experience:writeVarLong;experienceLevelFloor:writeVarLong;experienceNextLevelFloor:writeVarLong;experienceBonusLimit:writeVarLong;kamas:writeVarLong;alignmentInfos:asActorExtendedAlignmentInformations;criticalHitWeapon:writeVarShort;characteristics#len:writeShort;characteristics[]#typeId:writeShort;characteristics[]:serialize;spellModifiers#len:writeShort;spellModifiers[]:asSpellModifierMessage;probationTime:writeDouble	client-as3	273
CharacterHardcoreOrEpicInformations	3983	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterHardcoreOrEpicInformations.as:9	3	deathState:uint;deathCount:uint;deathMaxLevel:uint	CharacterBaseInformations	super:CharacterBaseInformations;deathState:writeByte;deathCount:writeVarShort;deathMaxLevel:writeVarShort	client-as3	273
CharacterMinimalAllianceInformations	4814	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalAllianceInformations.as:10	1	alliance:BasicNamedAllianceInformations	CharacterMinimalPlusLookInformations	super:CharacterMinimalPlusLookInformations;alliance:asBasicNamedAllianceInformations	client-as3	273
CharacterMinimalGuildInformations	2143	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalGuildInformations.as:10	1	guild:BasicGuildInformations	CharacterMinimalPlusLookInformations	super:CharacterMinimalPlusLookInformations;guild:asBasicGuildInformations	client-as3	273
CharacterMinimalInformations	9474	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalInformations.as:8	1	level:uint	CharacterBasicMinimalInformations	super:CharacterBasicMinimalInformations;level:writeVarShort	client-as3	273
CharacterMinimalPlusLookInformations	1529	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalPlusLookInformations.as:9	2	entityLook:EntityLook;breed:int	CharacterMinimalInformations	super:CharacterMinimalInformations;entityLook:asEntityLook;breed:writeByte	client-as3	273
CharacterMinimalSocialPublicInformations	5126	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/CharacterMinimalSocialPublicInformations.as:9	1	rank:RankPublicInformation	CharacterMinimalInformations	super:CharacterMinimalInformations;rank:asRankPublicInformation	client-as3	273
CharacterRemodelingInformation	5105	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterRemodelingInformation.as:9	5	name:String;breed:int;sex:Boolean;cosmeticId:uint;colors:Vector.<int>	AbstractCharacterInformation	super:AbstractCharacterInformation;name:writeUTF;breed:writeByte;sex:writeBoolean;cosmeticId:writeVarShort;colors#len:writeShort;colors[]:writeInt	client-as3	273
CharacterToRemodelInformations	3313	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/choice/CharacterToRemodelInformations.as:8	2	possibleChangeMask:uint;mandatoryChangeMask:uint	CharacterRemodelingInformation	super:CharacterRemodelingInformation;possibleChangeMask:writeByte;mandatoryChangeMask:writeByte	client-as3	273
CharacterUsableCharacteristicDetailed	1943	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/characteristic/CharacterUsableCharacteristicDetailed.as:8	1	used:uint	CharacterCharacteristicDetailed	super:CharacterCharacteristicDetailed;used:writeVarInt	client-as3	273
Contribution	7492	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/guild/Contribution.as:8	3	contributorId:Number;contributorName:String;amount:Number		contributorId:writeVarLong;contributorName:writeUTF;amount:writeVarLong	client-as3	273
DebtInformation	8943	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/character/debt/DebtInformation.as:8	2	id:Number;timestamp:Number		id:writeDouble;timestamp:writeDouble	client-as3	273
DecraftedItemStackInfo	2478	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/job/DecraftedItemStackInfo.as:8	5	objectUID:uint;bonusMin:Number;bonusMax:Number;runesId:Vector.<uint>;runesQty:Vector.<uint>		objectUID:writeVarInt;bonusMin:writeFloat;bonusMax:writeFloat;runesId#len:writeShort;runesId[]:writeVarInt;runesQty#len:writeShort;runesQty[]:writeVarInt	client-as3	273
DungeonPartyFinderPlayer	1061	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/DungeonPartyFinderPlayer.as:9	5	playerId:Number;playerName:String;breed:int;sex:Boolean;level:uint		playerId:writeVarLong;playerName:writeUTF;breed:writeByte;sex:writeBoolean;level:writeVarShort	client-as3	273
EntitiesPreset	6250	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/presets/EntitiesPreset.as:8	2	iconId:uint;entityIds:Vector.<uint>	Preset	super:Preset;iconId:writeShort;entityIds#len:writeShort;entityIds[]:writeVarShort	client-as3	273
EntityDispositionInformations	2447	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/EntityDispositionInformations.as:8	2	cellId:int;direction:uint		cellId:writeShort;direction:writeByte	client-as3	273
EntityInformation	9779	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/entity/EntityInformation.as:8	3	id:uint;experience:uint;status:Boolean		id:writeVarShort;experience:writeVarInt;status:writeBoolean	client-as3	273
EntityLook	6640	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/look/EntityLook.as:8	5	bonesId:uint;skins:Vector.<uint>;indexedColors:Vector.<int>;scales:Vector.<int>;subentities:Vector.<SubEntity>		bonesId:writeVarShort;skins#len:writeShort;skins[]:writeVarShort;indexedColors#len:writeShort;indexedColors[]:writeInt;scales#len:writeShort;scales[]:writeVarShort;subentities#len:writeShort;subentities[]:asSubEntity	client-as3	273
EntityMovementInformations	4990	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/EntityMovementInformations.as:8	2	id:int;steps:Vector.<int>		id:writeInt;steps#len:writeShort;steps[]:writeByte	client-as3	273
ExtendedBreachBranch	8307	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/breach/ExtendedBreachBranch.as:9	3	rewards:Vector.<BreachReward>;modifier:int;prize:uint	BreachBranch	super:BreachBranch;rewards#len:writeShort;rewards[]:asBreachReward;modifier:writeVarInt;prize:writeVarInt	client-as3	273
ExtendedLockedBreachBranch	4080	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/breach/ExtendedLockedBreachBranch.as:9	1	unlockPrice:uint	ExtendedBreachBranch	super:ExtendedBreachBranch;unlockPrice:writeVarInt	client-as3	273
FightAllianceTeamInformations	8585	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightAllianceTeamInformations.as:8	1	relation:uint	FightTeamInformations	super:FightTeamInformations;relation:writeByte	client-as3	273
FightCommonInformations	9113	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightCommonInformations.as:9	5	fightId:uint;fightType:uint;fightTeams:Vector.<FightTeamInformations>;fightTeamsPositions:Vector.<uint>;fightTeamsOptions:Vector.<FightOptionsInformations>		fightId:writeVarShort;fightType:writeByte;fightTeams#len:writeShort;fightTeams[]#typeId:writeShort;fightTeams[]:serialize;fightTeamsPositions#len:writeShort;fightTeamsPositions[]:writeVarShort;fightTeamsOptions#len:writeShort;fightTeamsOptions[]:asFightOptionsInformations	client-as3	273
FightDetailedTemporaryBoostEffect	2061	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightDetailedTemporaryBoostEffect.as:8	3	param1:int;param2:int;param3:int	FightTemporaryBoostEffect	super:FightTemporaryBoostEffect;param1:writeInt;param2:writeInt;param3:writeInt	client-as3	273
FightDispellableEffectExtendedInformations	8836	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/action/fight/FightDispellableEffectExtendedInformations.as:10	3	actionId:uint;sourceId:Number;effect:AbstractFightDispellableEffect		actionId:writeVarShort;sourceId:writeDouble;#typeId:writeShort;effect:serialize	client-as3	273
FightEntityDispositionInformations	3736	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/FightEntityDispositionInformations.as:8	1	carryingCharacterId:Number	EntityDispositionInformations	super:EntityDispositionInformations;carryingCharacterId:writeDouble	client-as3	273
FightExternalInformations	3630	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightExternalInformations.as:8	6	fightId:uint;fightType:uint;fightStart:uint;fightSpectatorLocked:Boolean;fightTeams:Vector.<FightTeamLightInformations>;fightTeamsOptions:Vector.<FightOptionsInformations>		fightId:writeVarShort;fightType:writeByte;fightStart:writeInt;fightSpectatorLocked:writeBoolean;fightTeams[]:asFightTeamLightInformations;fightTeamsOptions[]:asFightOptionsInformations	client-as3	273
FightLoot	3066	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightLoot.as:8	2	objects:Vector.<FightLootObject>;kamas:Number		objects#len:writeShort;objects[]:asFightLootObject;kamas:writeVarLong	client-as3	273
FightLootObject	5840	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightLootObject.as:8	3	objectId:int;quantity:int;priorityHint:int		objectId:writeInt;quantity:writeInt;priorityHint:writeInt	client-as3	273
FightOptionsInformations	1574	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightOptionsInformations.as:9	4	isSecret:Boolean;isRestrictedToPartyOnly:Boolean;isClosed:Boolean;isAskingForHelp:Boolean		isSecret:bit0;isRestrictedToPartyOnly:bit1;isClosed:bit2;isAskingForHelp:bit3;#local:writeByte	client-as3	273
FightPhase	2770	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightPhase.as:8	2	phase:uint;phaseEndTimeStamp:Number		phase:writeByte;phaseEndTimeStamp:writeDouble	client-as3	273
FightResultAdditionalData	8078	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultAdditionalData.as:8	0				client-as3	273
