type_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
FightResultExperienceData	5571	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultExperienceData.as:9	14	experience:Number;showExperience:Boolean;experienceLevelFloor:Number;showExperienceLevelFloor:Boolean;experienceNextLevelFloor:Number;showExperienceNextLevelFloor:Boolean;experienceFightDelta:Number;showExperienceFightDelta:Boolean;experienceForGuild:Number;showExperienceForGuild:Boolean;experienceForMount:Number;showExperienceForMount:Boolean;isIncarnationExperience:Boolean;rerollExperienceMul:uint	FightResultAdditionalData	super:FightResultAdditionalData;showExperience:bit0;showExperienceLevelFloor:bit1;showExperienceNextLevelFloor:bit2;showExperienceFightDelta:bit3;showExperienceForGuild:bit4;showExperienceForMount:bit5;isIncarnationExperience:bit6;#local:writeByte;experience:writeVarLong;experienceLevelFloor:writeVarLong;experienceNextLevelFloor:writeVarLong;experienceFightDelta:writeVarLong;experienceForGuild:writeVarLong;experienceForMount:writeVarLong;rerollExperienceMul:writeByte	client-as3	273
FightResultFighterListEntry	613	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultFighterListEntry.as:8	2	id:Number;alive:Boolean	FightResultListEntry	super:FightResultListEntry;id:writeDouble;alive:writeBoolean	client-as3	273
FightResultListEntry	3594	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultListEntry.as:8	3	outcome:uint;wave:uint;rewards:FightLoot		outcome:writeVarShort;wave:writeByte;rewards:asFightLoot	client-as3	273
FightResultMutantListEntry	2795	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultMutantListEntry.as:8	1	level:uint	FightResultFighterListEntry	super:FightResultFighterListEntry;level:writeVarShort	client-as3	273
FightResultPlayerListEntry	6813	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultPlayerListEntry.as:9	2	level:uint;additional:Vector.<FightResultAdditionalData>	FightResultFighterListEntry	super:FightResultFighterListEntry;level:writeVarShort;additional#len:writeShort;additional[]#typeId:writeShort;additional[]:serialize	client-as3	273
FightResultPvpData	7233	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultPvpData.as:8	5	grade:uint;minHonorForGrade:uint;maxHonorForGrade:uint;honor:uint;honorDelta:int	FightResultAdditionalData	super:FightResultAdditionalData;grade:writeByte;minHonorForGrade:writeVarShort;maxHonorForGrade:writeVarShort;honor:writeVarShort;honorDelta:writeVarShort	client-as3	273
FightResultTaxCollectorListEntry	6507	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightResultTaxCollectorListEntry.as:9	1	allianceInfo:BasicAllianceInformations	FightResultFighterListEntry	super:FightResultFighterListEntry;allianceInfo:asBasicAllianceInformations	client-as3	273
FightStartingPositions	5557	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightStartingPositions.as:8	2	positionsForChallengers:Vector.<uint>;positionsForDefenders:Vector.<uint>		positionsForChallengers#len:writeShort;positionsForChallengers[]:writeVarShort;positionsForDefenders#len:writeShort;positionsForDefenders[]:writeVarShort	client-as3	273
FightTeamInformations	3291	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamInformations.as:9	1	teamMembers:Vector.<FightTeamMemberInformations>	AbstractFightTeamInformations	super:AbstractFightTeamInformations;teamMembers#len:writeShort;teamMembers[]#typeId:writeShort;teamMembers[]:serialize	client-as3	273
FightTeamLightInformations	6964	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamLightInformations.as:9	7	teamMembersCount:uint;meanLevel:uint;hasFriend:Boolean;hasGuildMember:Boolean;hasAllianceMember:Boolean;hasGroupMember:Boolean;hasMyTaxCollector:Boolean	AbstractFightTeamInformations	super:AbstractFightTeamInformations;hasFriend:bit0;hasGuildMember:bit1;hasAllianceMember:bit2;hasGroupMember:bit3;hasMyTaxCollector:bit4;#local:writeByte;teamMembersCount:writeByte;meanLevel:writeVarInt	client-as3	273
FightTeamMemberCharacterInformations	4535	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamMemberCharacterInformations.as:8	2	name:String;level:uint	FightTeamMemberInformations	super:FightTeamMemberInformations;name:writeUTF;level:writeVarShort	client-as3	273
FightTeamMemberEntityInformation	5854	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamMemberEntityInformation.as:8	3	entityModelId:uint;level:uint;masterId:Number	FightTeamMemberInformations	super:FightTeamMemberInformations;entityModelId:writeByte;level:writeVarShort;masterId:writeDouble	client-as3	273
FightTeamMemberInformations	9810	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamMemberInformations.as:8	1	id:Number		id:writeDouble	client-as3	273
FightTeamMemberMonsterInformations	7397	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamMemberMonsterInformations.as:8	2	monsterId:int;grade:uint	FightTeamMemberInformations	super:FightTeamMemberInformations;monsterId:writeInt;grade:writeByte	client-as3	273
FightTeamMemberTaxCollectorInformations	4832	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamMemberTaxCollectorInformations.as:8	4	firstNameId:uint;lastNameId:uint;groupId:uint;uid:Number	FightTeamMemberInformations	super:FightTeamMemberInformations;firstNameId:writeVarShort;lastNameId:writeVarShort;groupId:writeVarInt;uid:writeDouble	client-as3	273
FightTeamMemberWithAllianceCharacterInformations	793	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/FightTeamMemberWithAllianceCharacterInformations.as:9	1	allianceInfos:BasicAllianceInformations	FightTeamMemberCharacterInformations	super:FightTeamMemberCharacterInformations;allianceInfos:asBasicAllianceInformations	client-as3	273
FightTemporaryBoostEffect	2521	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightTemporaryBoostEffect.as:8	1	delta:int	AbstractFightDispellableEffect	super:AbstractFightDispellableEffect;delta:writeInt	client-as3	273
FightTemporaryBoostStateEffect	4574	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightTemporaryBoostStateEffect.as:8	1	stateId:int	FightTemporaryBoostEffect	super:FightTemporaryBoostEffect;stateId:writeShort	client-as3	273
FightTemporaryBoostWeaponDamagesEffect	9695	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightTemporaryBoostWeaponDamagesEffect.as:8	1	weaponTypeId:int	FightTemporaryBoostEffect	super:FightTemporaryBoostEffect;weaponTypeId:writeShort	client-as3	273
FightTemporarySpellBoostEffect	7119	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightTemporarySpellBoostEffect.as:8	1	boostedSpellId:uint	FightTemporaryBoostEffect	super:FightTemporaryBoostEffect;boostedSpellId:writeVarShort	client-as3	273
FightTemporarySpellImmunityEffect	3450	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightTemporarySpellImmunityEffect.as:8	1	immuneSpellId:int	AbstractFightDispellableEffect	super:AbstractFightDispellableEffect;immuneSpellId:writeInt	client-as3	273
FightTriggeredEffect	5487	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/FightTriggeredEffect.as:8	4	param1:int;param2:int;param3:int;delay:int	AbstractFightDispellableEffect	super:AbstractFightDispellableEffect;param1:writeInt;param2:writeInt;param3:writeInt;delay:writeShort	client-as3	273
FinishMoveInformations	8829	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/finishmoves/FinishMoveInformations.as:8	2	finishMoveId:uint;finishMoveState:Boolean		finishMoveId:writeInt;finishMoveState:writeBoolean	client-as3	273
ForgettableSpellItem	2798	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/data/items/ForgettableSpellItem.as:8	1	available:Boolean	SpellItem	super:SpellItem;available:writeBoolean	client-as3	273
ForgettableSpellsPreset	6253	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/presets/ForgettableSpellsPreset.as:8	2	baseSpellsPreset:SpellsPreset;forgettableSpells:Vector.<SpellForPreset>	Preset	super:Preset;baseSpellsPreset:asSpellsPreset;forgettableSpells#len:writeShort;forgettableSpells[]:asSpellForPreset	client-as3	273
FriendInformations	861	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/friend/FriendInformations.as:9	5	playerState:uint;lastConnection:uint;achievementPoints:int;leagueId:int;ladderPosition:int	AbstractContactInformations	super:AbstractContactInformations;playerState:writeByte;lastConnection:writeVarShort;achievementPoints:writeInt;leagueId:writeVarShort;ladderPosition:writeInt	client-as3	273
FriendOnlineInformations	9348	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/friend/FriendOnlineInformations.as:14	10	playerId:Number;playerName:String;level:uint;alignmentSide:int;breed:int;sex:Boolean;guildInfo:GuildInformations;moodSmileyId:uint;status:PlayerStatus;havenBagShared:Boolean	FriendInformations	super:FriendInformations;sex:bit0;havenBagShared:bit1;#local:writeByte;playerId:writeVarLong;playerName:writeUTF;level:writeVarShort;alignmentSide:writeByte;breed:writeByte;guildInfo:asGuildInformations;moodSmileyId:writeVarShort;#typeId:writeShort;status:serialize	client-as3	273
FriendSpouseInformations	8260	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/friend/FriendSpouseInformations.as:10	9	spouseAccountId:uint;spouseId:Number;spouseName:String;spouseLevel:uint;breed:int;sex:int;spouseEntityLook:EntityLook;guildInfo:GuildInformations;alignmentSide:int		spouseAccountId:writeInt;spouseId:writeVarLong;spouseName:writeUTF;spouseLevel:writeVarShort;breed:writeByte;sex:writeByte;spouseEntityLook:asEntityLook;guildInfo:asGuildInformations;alignmentSide:writeByte	client-as3	273
FriendSpouseOnlineInformations	8676	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/friend/FriendSpouseOnlineInformations.as:11	4	mapId:Number;subAreaId:uint;inFight:Boolean;followSpouse:Boolean	FriendSpouseInformations	super:FriendSpouseInformations;inFight:bit0;followSpouse:bit1;#local:writeByte;mapId:writeDouble;subAreaId:writeVarShort	client-as3	273
FullStatsPreset	4653	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/presets/FullStatsPreset.as:8	1	stats:Vector.<CharacterCharacteristicForPreset>	Preset	super:Preset;stats#len:writeShort;stats[]:asCharacterCharacteristicForPreset	client-as3	273
GameActionItem	7527	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/startup/GameActionItem.as:9	6	uid:uint;title:String;text:String;descUrl:String;pictureUrl:String;items:Vector.<ObjectItemInformationWithQuantity>		uid:writeInt;title:writeUTF;text:writeUTF;descUrl:writeUTF;pictureUrl:writeUTF;items#len:writeShort;items[]:asObjectItemInformationWithQuantity	client-as3	273
GameActionMark	8022	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/GameActionMark.as:8	9	markAuthorId:Number;markTeamId:uint;markSpellId:uint;markSpellLevel:int;markId:int;markType:int;markimpactCell:int;cells:Vector.<GameActionMarkedCell>;active:Boolean		markAuthorId:writeDouble;markTeamId:writeByte;markSpellId:writeInt;markSpellLevel:writeShort;markId:writeShort;markType:writeByte;markimpactCell:writeShort;cells#len:writeShort;cells[]:asGameActionMarkedCell;active:writeBoolean	client-as3	273
GameActionMarkedCell	5710	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/actions/fight/GameActionMarkedCell.as:8	4	cellId:uint;zoneSize:int;cellColor:int;cellsType:int		cellId:writeVarShort;zoneSize:writeByte;cellColor:writeInt;cellsType:writeByte	client-as3	273
GameContextActorInformations	9060	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/GameContextActorInformations.as:9	1	look:EntityLook	GameContextActorPositionInformations	super:GameContextActorPositionInformations;look:asEntityLook	client-as3	273
GameContextActorPositionInformations	3056	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/GameContextActorPositionInformations.as:9	2	contextualId:Number;disposition:EntityDispositionInformations		contextualId:writeDouble;#typeId:writeShort;disposition:serialize	client-as3	273
GameContextBasicSpawnInformation	1891	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameContextBasicSpawnInformation.as:10	3	teamId:uint;alive:Boolean;informations:GameContextActorPositionInformations		teamId:writeByte;alive:writeBoolean;#typeId:writeShort;informations:serialize	client-as3	273
GameContextSummonsInformation	5419	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameContextSummonsInformation.as:10	5	spawnInformation:SpawnInformation;wave:uint;look:EntityLook;stats:GameFightCharacteristics;summons:Vector.<GameContextBasicSpawnInformation>		#typeId:writeShort;spawnInformation:serialize;wave:writeByte;look:asEntityLook;#typeId:writeShort;stats:serialize;summons#len:writeShort;summons[]#typeId:writeShort;summons[]:serialize	client-as3	273
GameFightAIInformations	8061	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightAIInformations.as:10	0		GameFightFighterInformations	super:GameFightFighterInformations	client-as3	273
GameFightCharacterInformations	3578	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightCharacterInformations.as:12	4	level:uint;alignmentInfos:ActorAlignmentInformations;breed:int;sex:Boolean	GameFightFighterNamedInformations	super:GameFightFighterNamedInformations;level:writeVarShort;alignmentInfos:asActorAlignmentInformations;breed:writeByte;sex:writeBoolean	client-as3	273
GameFightCharacteristics	714	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightCharacteristics.as:9	4	characteristics:CharacterCharacteristics;summoner:Number;summoned:Boolean;invisibilityState:uint		characteristics:asCharacterCharacteristics;summoner:writeDouble;summoned:writeBoolean;invisibilityState:writeByte	client-as3	273
GameFightEffectTriggerCount	7405	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightEffectTriggerCount.as:8	3	effectId:uint;targetId:Number;count:uint		effectId:writeVarInt;targetId:writeDouble;count:writeShort	client-as3	273
GameFightEntityInformation	4556	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightEntityInformation.as:10	3	entityModelId:uint;level:uint;masterId:Number	GameFightFighterInformations	super:GameFightFighterInformations;entityModelId:writeByte;level:writeVarShort;masterId:writeDouble	client-as3	273
GameFightFighterEntityLightInformation	3181	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterEntityLightInformation.as:8	2	entityModelId:uint;masterId:Number	GameFightFighterLightInformations	super:GameFightFighterLightInformations;entityModelId:writeByte;masterId:writeDouble	client-as3	273
GameFightFighterInformations	5601	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterInformations.as:12	4	spawnInfo:GameContextBasicSpawnInformation;wave:uint;stats:GameFightCharacteristics;previousPositions:Vector.<uint>	GameContextActorInformations	super:GameContextActorInformations;spawnInfo:asGameContextBasicSpawnInformation;wave:writeByte;#typeId:writeShort;stats:serialize;previousPositions#len:writeShort;previousPositions[]:writeVarShort	client-as3	273
GameFightFighterLightInformations	4794	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterLightInformations.as:9	6	id:Number;wave:uint;level:uint;breed:int;sex:Boolean;alive:Boolean		sex:bit0;alive:bit1;#local:writeByte;id:writeDouble;wave:writeByte;level:writeVarShort;breed:writeByte	client-as3	273
GameFightFighterMonsterLightInformations	3925	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterMonsterLightInformations.as:8	1	creatureGenericId:uint	GameFightFighterLightInformations	super:GameFightFighterLightInformations;creatureGenericId:writeVarShort	client-as3	273
GameFightFighterNamedInformations	4176	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterNamedInformations.as:11	5	name:String;status:PlayerStatus;leagueId:int;ladderPosition:int;hiddenInPrefight:Boolean	GameFightFighterInformations	super:GameFightFighterInformations;name:writeUTF;status:asPlayerStatus;leagueId:writeVarShort;ladderPosition:writeInt;hiddenInPrefight:writeBoolean	client-as3	273
GameFightFighterNamedLightInformations	5195	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterNamedLightInformations.as:8	1	name:String	GameFightFighterLightInformations	super:GameFightFighterLightInformations;name:writeUTF	client-as3	273
GameFightFighterTaxCollectorLightInformations	3310	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightFighterTaxCollectorLightInformations.as:8	2	firstNameId:uint;lastNameId:uint	GameFightFighterLightInformations	super:GameFightFighterLightInformations;firstNameId:writeVarShort;lastNameId:writeVarShort	client-as3	273
GameFightMonsterInformations	1792	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightMonsterInformations.as:10	3	creatureGenericId:uint;creatureGrade:uint;creatureLevel:uint	GameFightAIInformations	super:GameFightAIInformations;creatureGenericId:writeVarShort;creatureGrade:writeByte;creatureLevel:writeShort	client-as3	273
GameFightMonsterWithAlignmentInformations	7656	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightMonsterWithAlignmentInformations.as:11	1	alignmentInfos:ActorAlignmentInformations	GameFightMonsterInformations	super:GameFightMonsterInformations;alignmentInfos:asActorAlignmentInformations	client-as3	273
GameFightMutantInformations	419	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightMutantInformations.as:11	1	powerLevel:uint	GameFightFighterNamedInformations	super:GameFightFighterNamedInformations;powerLevel:writeByte	client-as3	273
GameFightResumeSlaveInfo	6502	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightResumeSlaveInfo.as:8	4	slaveId:Number;spellCooldowns:Vector.<GameFightSpellCooldown>;summonCount:uint;bombCount:uint		slaveId:writeDouble;spellCooldowns#len:writeShort;spellCooldowns[]:asGameFightSpellCooldown;summonCount:writeByte;bombCount:writeByte	client-as3	273
GameFightSpellCooldown	9361	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightSpellCooldown.as:8	2	spellId:int;cooldown:uint		spellId:writeInt;cooldown:writeByte	client-as3	273
GameFightTaxCollectorInformations	7175	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/fight/GameFightTaxCollectorInformations.as:10	2	firstNameId:uint;lastNameId:uint	GameFightAIInformations	super:GameFightAIInformations;firstNameId:writeVarShort;lastNameId:writeVarShort	client-as3	273
GameRolePlayActorInformations	8764	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayActorInformations.as:11	0		GameContextActorInformations	super:GameContextActorInformations	client-as3	273
GameRolePlayCharacterInformations	9304	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayCharacterInformations.as:11	1	alignmentInfos:ActorAlignmentInformations	GameRolePlayHumanoidInformations	super:GameRolePlayHumanoidInformations;alignmentInfos:asActorAlignmentInformations	client-as3	273
GameRolePlayGroupMonsterInformations	7360	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayGroupMonsterInformations.as:11	4	staticInfos:GroupMonsterStaticInformations;lootShare:int;alignmentSide:int;hasHardcoreDrop:Boolean	GameRolePlayActorInformations	super:GameRolePlayActorInformations;#typeId:writeShort;staticInfos:serialize;lootShare:writeByte;alignmentSide:writeByte;hasHardcoreDrop:writeBoolean	client-as3	273
GameRolePlayGroupMonsterWaveInformations	6822	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayGroupMonsterWaveInformations.as:11	2	nbWaves:uint;alternatives:Vector.<GroupMonsterStaticInformations>	GameRolePlayGroupMonsterInformations	super:GameRolePlayGroupMonsterInformations;nbWaves:writeByte;alternatives#len:writeShort;alternatives[]#typeId:writeShort;alternatives[]:serialize	client-as3	273
GameRolePlayHumanoidInformations	9318	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayHumanoidInformations.as:11	2	humanoidInfo:HumanInformations;accountId:uint	GameRolePlayNamedActorInformations	super:GameRolePlayNamedActorInformations;#typeId:writeShort;humanoidInfo:serialize;accountId:writeInt	client-as3	273
GameRolePlayMountInformations	9212	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayMountInformations.as:10	2	ownerName:String;level:uint	GameRolePlayNamedActorInformations	super:GameRolePlayNamedActorInformations;ownerName:writeUTF;level:writeByte	client-as3	273
GameRolePlayMutantInformations	2574	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayMutantInformations.as:10	2	monsterId:uint;powerLevel:int	GameRolePlayHumanoidInformations	super:GameRolePlayHumanoidInformations;monsterId:writeVarShort;powerLevel:writeByte	client-as3	273
GameRolePlayNamedActorInformations	2808	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayNamedActorInformations.as:10	1	name:String	GameRolePlayActorInformations	super:GameRolePlayActorInformations;name:writeUTF	client-as3	273
GameRolePlayNpcInformations	8347	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayNpcInformations.as:10	3	npcId:uint;sex:Boolean;specialArtworkId:uint	GameRolePlayActorInformations	super:GameRolePlayActorInformations;npcId:writeVarShort;sex:writeBoolean;specialArtworkId:writeVarShort	client-as3	273
GameRolePlayNpcQuestFlag	6478	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/quest/GameRolePlayNpcQuestFlag.as:8	2	questsToValidId:Vector.<uint>;questsToStartId:Vector.<uint>		questsToValidId#len:writeShort;questsToValidId[]:writeVarShort;questsToStartId#len:writeShort;questsToStartId[]:writeVarShort	client-as3	273
GameRolePlayNpcWithQuestInformations	7588	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayNpcWithQuestInformations.as:11	1	questFlag:GameRolePlayNpcQuestFlag	GameRolePlayNpcInformations	super:GameRolePlayNpcInformations;questFlag:asGameRolePlayNpcQuestFlag	client-as3	273
GameRolePlayPortalInformations	9999	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayPortalInformations.as:12	1	portal:PortalInformation	GameRolePlayActorInformations	super:GameRolePlayActorInformations;#typeId:writeShort;portal:serialize	client-as3	273
GameRolePlayPrismInformations	7369	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayPrismInformations.as:12	1	prism:PrismInformation	GameRolePlayActorInformations	super:GameRolePlayActorInformations;#typeId:writeShort;prism:serialize	client-as3	273
GameRolePlayTaxCollectorInformations	4101	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/GameRolePlayTaxCollectorInformations.as:11	2	identification:TaxCollectorStaticInformations;taxCollectorAttack:int	GameRolePlayActorInformations	super:GameRolePlayActorInformations;#typeId:writeShort;identification:serialize;taxCollectorAttack:writeInt	client-as3	273
GameRolePlayTreasureHintInformations	9279	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GameRolePlayTreasureHintInformations.as:10	1	npcId:uint	GameRolePlayActorInformations	super:GameRolePlayActorInformations;npcId:writeVarShort	client-as3	273
GameServerInformations	4792	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/connection/GameServerInformations.as:9	9	id:uint;type:int;isMonoAccount:Boolean;status:uint;completion:uint;isSelectable:Boolean;charactersCount:uint;charactersSlots:uint;date:Number		isMonoAccount:bit0;isSelectable:bit1;#local:writeByte;id:writeVarShort;type:writeByte;status:writeByte;completion:writeByte;charactersCount:writeByte;charactersSlots:writeByte;date:writeDouble	client-as3	273
GoldItem	8076	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/data/items/GoldItem.as:8	1	sum:Number	Item	super:Item;sum:writeVarLong	client-as3	273
GroupMonsterStaticInformations	5953	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GroupMonsterStaticInformations.as:8	2	mainCreatureLightInfos:MonsterInGroupLightInformations;underlings:Vector.<MonsterInGroupInformations>		mainCreatureLightInfos:asMonsterInGroupLightInformations;underlings#len:writeShort;underlings[]:asMonsterInGroupInformations	client-as3	273
GroupMonsterStaticInformationsWithAlternatives	4829	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GroupMonsterStaticInformationsWithAlternatives.as:8	1	alternatives:Vector.<AlternativeMonstersInGroupLightInformations>	GroupMonsterStaticInformations	super:GroupMonsterStaticInformations;alternatives#len:writeShort;alternatives[]:asAlternativeMonstersInGroupLightInformations	client-as3	273
GuildFactSheetInformations	643	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/social/GuildFactSheetInformations.as:10	5	leaderId:Number;nbMembers:uint;lastActivityDay:uint;recruitment:GuildRecruitmentInformation;nbPendingApply:uint	GuildInformations	super:GuildInformations;leaderId:writeVarLong;nbMembers:writeVarShort;lastActivityDay:writeShort;recruitment:asGuildRecruitmentInformation;nbPendingApply:writeInt	client-as3	273
GuildInformations	7929	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/GuildInformations.as:9	1	guildEmblem:SocialEmblem	BasicGuildInformations	super:BasicGuildInformations;guildEmblem:asSocialEmblem	client-as3	273
GuildInsiderFactSheetInformations	9836	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/social/GuildInsiderFactSheetInformations.as:9	1	leaderName:String	GuildFactSheetInformations	super:GuildFactSheetInformations;leaderName:writeUTF	client-as3	273
GuildLevelUpActivity	3398	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/guild/logbook/global/GuildLevelUpActivity.as:9	1	newGuildLevel:uint	GuildLogbookEntryBasicInformation	super:GuildLogbookEntryBasicInformation;newGuildLevel:writeByte	client-as3	273
GuildLogbookChestActivity	9067	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/guild/logbook/chest/GuildLogbookChestActivity.as:10	7	playerId:Number;playerName:String;eventType:uint;quantity:uint;object:ObjectItemNotInContainer;sourceTabId:uint;destinationTabId:uint	GuildLogbookEntryBasicInformation	super:GuildLogbookEntryBasicInformation;playerId:writeVarLong;playerName:writeUTF;eventType:writeByte;quantity:writeInt;object:asObjectItemNotInContainer;sourceTabId:writeInt;destinationTabId:writeInt	client-as3	273
GuildLogbookEntryBasicInformation	8590	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/guild/logbook/GuildLogbookEntryBasicInformation.as:8	2	id:uint;date:Number		id:writeVarInt;date:writeDouble	client-as3	273
GuildMemberInfo	4949	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/types/game/guild/GuildMemberInfo.as:11	7	givenExperience:Number;experienceGivenPercent:uint;alignmentSide:int;moodSmileyId:uint;achievementPoints:int;havenBagShared:Boolean;note:PlayerNote	SocialMember	super:SocialMember;givenExperience:writeVarLong;experienceGivenPercent:writeByte;alignmentSide:writeByte;moodSmileyId:writeVarShort;achievementPoints:writeInt;havenBagShared:writeBoolean;note:asPlayerNote	client-as3	273
