enum_nom	fichier:ligne	nb_valeurs	valeurs	version
NameComplianceResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/NameComplianceResultEnum.as:3	12	NAME_OK=0;ERROR_SERVICE_UNAVAILABLE=1;ERROR_NAME_ALREADY_EXISTS=2;ERROR_NAME_BAD_ALPHABET=3;ERROR_NAME_BAD_LENGTH=4;ERROR_BAD_CHAR=5;ERROR_INVALID_DASH_POSITION=6;ERROR_NAME_WITH_BAD_CASE=7;ERROR_TOO_MANY_CONSECUTIVE_IDENTICAL=8;ERROR_TOO_MANY_SPECIAL=9;ERROR_FORBIDDEN_NAME=10;ERROR_RESERVED_NAME=11	273
NicknameErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/NicknameErrorEnum.as:3	5	ALREADY_USED=1;SAME_AS_LOGIN=2;TOO_SIMILAR_TO_LOGIN=3;INVALID_NICK=4;UNKNOWN_NICK_ERROR=99	273
ObjectErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ObjectErrorEnum.as:3	13	INVENTORY_FULL=1;CANNOT_EQUIP_TWICE=2;NOT_TRADABLE=3;CANNOT_DROP=4;CANNOT_DROP_NO_PLACE=5;CANNOT_DESTROY=6;LEVEL_TOO_LOW=7;LIVING_OBJECT_REFUSED_FOOD=8;CANNOT_UNEQUIP=9;CANNOT_EQUIP_HERE=10;CRITERIONS=11;SYMBIOTIC_OBJECT_ERROR=12;EVOLUTIVE_OBJECT_REFUSED_FOOD=13	273
PaddockCommercialEventTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PaddockCommercialEventTypeEnum.as:3	3	BUY=0;PUT_ON_SELL=1;SOLD=2	273
PartyJoinErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PartyJoinErrorEnum.as:3	13	PARTY_JOIN_ERROR_UNKNOWN=0;PARTY_JOIN_ERROR_PLAYER_NOT_FOUND=1;PARTY_JOIN_ERROR_PARTY_NOT_FOUND=2;PARTY_JOIN_ERROR_PARTY_FULL=3;PARTY_JOIN_ERROR_PLAYER_BUSY=4;PARTY_JOIN_ERROR_PLAYER_ALREADY_INVITED=6;PARTY_JOIN_ERROR_PLAYER_TOO_SOLLICITED=7;PARTY_JOIN_ERROR_PLAYER_LOYAL=8;PARTY_JOIN_ERROR_UNMODIFIABLE=9;PARTY_JOIN_ERROR_UNMET_CRITERION=10;PARTY_JOIN_ERROR_NOT_ENOUGH_ROOM=11;PARTY_JOIN_ERROR_COMPOSITION_CHANGED=12;PARTY_JOIN_ERROR_PLAYER_IN_TUTORIAL=13	273
PartyNameErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PartyNameErrorEnum.as:3	5	PARTY_NAME_UNDEFINED_ERROR=0;PARTY_NAME_INVALID=1;PARTY_NAME_ALREADY_USED=2;PARTY_NAME_UNALLOWED_RIGHTS=3;PARTY_NAME_UNALLOWED_NOW=4	273
PartyTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PartyTypeEnum.as:3	4	PARTY_TYPE_UNDEFINED=0;PARTY_TYPE_CLASSICAL=1;PARTY_TYPE_DUNGEON=2;PARTY_TYPE_ARENA=3	273
PlayableBreedEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PlayableBreedEnum.as:3	20	UNDEFINED=0;Feca=1;Osamodas=2;Enutrof=3;Sram=4;Xelor=5;Ecaflip=6;Eniripsa=7;Iop=8;Cra=9;Sadida=10;Sacrieur=11;Pandawa=12;Roublard=13;Zobal=14;Steamer=15;Eliotrope=16;Huppermage=17;Ouginak=18;Forgelance=20	273
PlayerFlowEventTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PlayerFlowEventTypeEnum.as:3	3	JOIN=0;LEAVE=1;APPLY_REFUSED=2	273
PlayerLifeStatusEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PlayerLifeStatusEnum.as:3	3	STATUS_ALIVE_AND_KICKING=0;STATUS_TOMBSTONE=1;STATUS_PHANTOM=2	273
PlayerStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PlayerStateEnum.as:3	4	NOT_CONNECTED=0;GAME_TYPE_ROLEPLAY=1;GAME_TYPE_FIGHT=2;UNKNOWN_STATE=99	273
PlayerStatusEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PlayerStatusEnum.as:3	7	PLAYER_STATUS_OFFLINE=0;PLAYER_STATUS_UNKNOWN=1;PLAYER_STATUS_AVAILABLE=10;PLAYER_STATUS_IDLE=20;PLAYER_STATUS_AFK=21;PLAYER_STATUS_PRIVATE=30;PLAYER_STATUS_SOLO=40	273
PresetDeleteResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PresetDeleteResultEnum.as:3	4	PRESET_DEL_OK=1;PRESET_DEL_ERR_UNKNOWN=2;PRESET_DEL_ERR_BAD_PRESET_ID=3;PRESET_DEL_ERR_SYSTEM_INACTIVE=4	273
PresetSaveResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PresetSaveResultEnum.as:3	6	PRESET_SAVE_OK=1;PRESET_SAVE_ERR_UNKNOWN=2;PRESET_SAVE_ERR_TOO_MANY=3;PRESET_SAVE_ERR_INVALID_PLAYER_STATE=4;PRESET_SAVE_ERR_SYSTEM_INACTIVE=5;PRESET_SAVE_ERR_INVALID_ID=6	273
PresetUseResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PresetUseResultEnum.as:3	10	PRESET_USE_OK=1;PRESET_USE_OK_PARTIAL=2;PRESET_USE_ERR_STATS_FIGHT_PREPARATION=3;PRESET_USE_ERR_COOLDOWN=4;PRESET_USE_ERR_BAD_PRESET_ID=5;PRESET_USE_ERR_INVALID_STATE=6;PRESET_USE_ERR_STATS=7;PRESET_USE_ERR_CRITERION=8;PRESET_USE_ERR_UNKNOWN=9;PRESET_USE_ERR_INVALID_DATA=10	273
PrismAttackResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PrismAttackResultEnum.as:3	2	DEFENDERS_WIN=0;ATTACKERS_WIN=1	273
PrismStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PrismStateEnum.as:3	5	PRISM_STATE_NORMAL=0;PRISM_STATE_WEAKENED=1;PRISM_STATE_VULNERABLE=2;PRISM_STATE_PROTECTED=3;PRISM_STATE_INHIBITED=4	273
PvpArenaStepEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PvpArenaStepEnum.as:3	4	ARENA_STEP_REGISTRED=0;ARENA_STEP_WAITING_FIGHT=1;ARENA_STEP_STARTING_FIGHT=2;ARENA_STEP_UNREGISTER=3	273
PvpArenaTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/PvpArenaTypeEnum.as:3	3	ARENA_TYPE_1VS1=1;ARENA_TYPE_2VS2=2;ARENA_TYPE_3VS3=3	273
ReportCategoryEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ReportCategoryEnum.as:3	11	REPORT_UNKNOWN=0;REPORT_CHEATING=1;REPORT_ILLEGAL_TRADE=2;REPORT_ILLEGAL_PROMOTE=3;REPORT_EXPLOITING=4;REPORT_ANTI_FAIR_PLAY=5;REPORT_OFFENSIVE_PROFILE=6;REPORT_VERBAL_ABUSE=7;REPORT_SCAMMING=8;REPORT_SPAMMING=9;REPORT_MONO_ACCOUNT=10	273
SavablePresetTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SavablePresetTypeEnum.as:3	2	CHARACTER_BUILD=0;SPELL_PRESET=1	273
ServerCompletionEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ServerCompletionEnum.as:3	5	COMPLETION_RECOMANDATED=0;COMPLETION_AVERAGE=1;COMPLETION_HIGH=2;COMPLETION_COMING_SOON=3;COMPLETION_FULL=4	273
ServerConnectionErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ServerConnectionErrorEnum.as:3	7	SERVER_CONNECTION_ERROR_DUE_TO_STATUS=0;SERVER_CONNECTION_ERROR_NO_REASON=1;SERVER_CONNECTION_ERROR_SUBSCRIBERS_ONLY=3;SERVER_CONNECTION_ERROR_REGULAR_PLAYERS_ONLY=4;SERVER_CONNECTION_ERROR_MONOACCOUNT_CANNOT_VERIFY=5;SERVER_CONNECTION_ERROR_MONOACCOUNT_ONLY=6;SERVER_CONNECTION_ERROR_SERVER_OVERLOAD=7	273
ServerStatusEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ServerStatusEnum.as:3	8	STATUS_UNKNOWN=0;OFFLINE=1;STARTING=2;ONLINE=3;NOJOIN=4;SAVING=5;STOPING=6;FULL=7	273
ShortcutBarEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ShortcutBarEnum.as:3	2	GENERAL_SHORTCUT_BAR=0;SPELL_SHORTCUT_BAR=1	273
SocialApplicationStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialApplicationStateEnum.as:3	3	ADDED=0;DELETED=1;UPDATED=2	273
SocialContactCategoryEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialContactCategoryEnum.as:3	8	SOCIAL_CONTACT_FRIEND=0;SOCIAL_CONTACT_SPOUSE=1;SOCIAL_CONTACT_PARTY=2;SOCIAL_CONTACT_GUILD=3;SOCIAL_CONTACT_ALLIANCE=4;SOCIAL_CONTACT_CRAFTER=5;SOCIAL_CONTACT_INTERLOCUTOR=6;SOCIAL_CONTACT_FIGHT=7	273
SocialFightTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialFightTypeEnum.as:3	2	TaxCollectorFight=0;PrismFight=1	273
SocialGroupInvitationStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialGroupInvitationStateEnum.as:3	4	SOCIAL_GROUP_INVITATION_FAILED=0;SOCIAL_GROUP_INVITATION_SENT=1;SOCIAL_GROUP_INVITATION_CANCELED=2;SOCIAL_GROUP_INVITATION_OK=3	273
SocialGroupOperationResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialGroupOperationResultEnum.as:3	11	SOCIAL_GROUP_OPERATION_OK=1;SOCIAL_GROUP_ERROR_NAME_INVALID=2;SOCIAL_GROUP_ERROR_ALREADY_IN_GROUP=3;SOCIAL_GROUP_ERROR_NAME_ALREADY_EXISTS=4;SOCIAL_GROUP_ERROR_LEAVE=5;SOCIAL_GROUP_ERROR_CANCEL=6;SOCIAL_GROUP_ERROR_REQUIREMENT_UNMET=7;SOCIAL_GROUP_ERROR_EMBLEM_INVALID=8;SOCIAL_GROUP_ERROR_TAG_INVALID=9;SOCIAL_GROUP_ERROR_TAG_ALREADY_EXISTS=10;SOCIAL_GROUP_ERROR_UNKNOWN=99	273
SocialNoticeErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialNoticeErrorEnum.as:3	3	SOCIAL_NOTICE_UNKNOWN_ERROR=0;SOCIAL_NOTICE_INVALID_RIGHTS=1;SOCIAL_NOTICE_COOLDOWN=2	273
SocialRecruitmentTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SocialRecruitmentTypeEnum.as:3	3	DISABLED=0;AUTOMATIC=1;MANUAL=2	273
SpellModifierActionTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SpellModifierActionTypeEnum.as:3	4	ACTION_INVALID=0;ACTION_BOOST=1;ACTION_DEBOOST=2;ACTION_SET=3	273
SpellModifierTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SpellModifierTypeEnum.as:3	19	INVALID_MODIFICATION=0;RANGEABLE=1;DAMAGE=2;BASE_DAMAGE=3;HEAL_BONUS=4;AP_COST=5;CAST_INTERVAL=6;CRITICAL_HIT_BONUS=7;CAST_LINE=8;LOS=9;MAX_CAST_PER_TURN=10;MAX_CAST_PER_TARGET=11;RANGE_MAX=12;RANGE_MIN=13;OCCUPIED_CELL=14;FREE_CELL=15;VISIBLE_TARGET=16;PORTAL_FREE_CELL=17;PORTAL_PROJECTION=18	273
StatsUpgradeResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/StatsUpgradeResultEnum.as:3	5	NONE=-1;SUCCESS=0;GUEST=2;IN_FIGHT=3;NOT_ENOUGH_POINT=4	273
SubEntityBindingPointCategoryEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SubEntityBindingPointCategoryEnum.as:3	8	HOOK_POINT_CATEGORY_UNUSED=0;HOOK_POINT_CATEGORY_PET=1;HOOK_POINT_CATEGORY_MOUNT_DRIVER=2;HOOK_POINT_CATEGORY_LIFTED_ENTITY=3;HOOK_POINT_CATEGORY_BASE_BACKGROUND=4;HOOK_POINT_CATEGORY_BASE_FOREGROUND=6;HOOK_POINT_CATEGORY_PET_FOLLOWER=7;HOOK_POINT_CATEGORY_UNDERWATER_BUBBLES=8	273
SubscriptionRequiredEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/SubscriptionRequiredEnum.as:3	6	LIMITED_TO_SUBSCRIBER=0;LIMIT_ON_JOB_XP=1;LIMIT_ON_JOB_USE=2;LIMIT_ON_MAP=3;LIMIT_ON_ITEM=4;LIMIT_ON_HAVENBAG=5	273
TaxCollectorErrorReasonEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TaxCollectorErrorReasonEnum.as:3	9	TAX_COLLECTOR_ERROR_UNKNOWN=0;TAX_COLLECTOR_NOT_FOUND=1;TAX_COLLECTOR_NOT_OWNED=2;TAX_COLLECTOR_NO_RIGHTS=3;TAX_COLLECTOR_MAX_REACHED=4;TAX_COLLECTOR_ALREADY_ONE=5;TAX_COLLECTOR_CANT_HIRE_YET=6;TAX_COLLECTOR_CANT_HIRE_HERE=7;TAX_COLLECTOR_NOT_ENOUGH_KAMAS=8	273
TaxCollectorMovementTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TaxCollectorMovementTypeEnum.as:3	5	TAX_COLLECTOR_UNKNOWN_ACTION=0;TAX_COLLECTOR_HIRED=1;TAX_COLLECTOR_HARVESTED=2;TAX_COLLECTOR_DEFEATED=3;TAX_COLLECTOR_DESTROYED=4	273
TaxCollectorStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TaxCollectorStateEnum.as:3	3	STATE_COLLECTING=0;STATE_WAITING_FOR_HELP=1;STATE_FIGHTING=2	273
TeamEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TeamEnum.as:3	3	TEAM_CHALLENGER=0;TEAM_DEFENDER=1;TEAM_SPECTATOR=2	273
TeamTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TeamTypeEnum.as:3	6	TEAM_TYPE_PLAYER=0;TEAM_TYPE_MONSTER=1;TEAM_TYPE_MUTANT=2;TEAM_TYPE_TAXCOLLECTOR=3;TEAM_TYPE_BAD_PLAYER=4;TEAM_TYPE_PRISM=5	273
TeleporterTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TeleporterTypeEnum.as:3	5	TELEPORTER_ZAAP=0;TELEPORTER_SUBWAY=1;TELEPORTER_PRISM=2;TELEPORTER_HAVENBAG=3;TELEPORTER_ANOMALY=4	273
TextInformationTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TextInformationTypeEnum.as:3	9	TEXT_INFORMATION_MESSAGE=0;TEXT_INFORMATION_ERROR=1;TEXT_INFORMATION_PVP=2;TEXT_INFORMATION_FIGHT_LOG=3;TEXT_INFORMATION_POPUP=4;TEXT_LIVING_OBJECT=5;TEXT_ENTITY_TALK=6;TEXT_INFORMATION_FIGHT=7;TEXT_INFORMATION_EVENT=9	273
TreasureHuntDigRequestEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TreasureHuntDigRequestEnum.as:3	7	TREASURE_HUNT_DIG_ERROR_UNDEFINED=0;TREASURE_HUNT_DIG_NEW_HINT=1;TREASURE_HUNT_DIG_FINISHED=2;TREASURE_HUNT_DIG_WRONG=3;TREASURE_HUNT_DIG_LOST=4;TREASURE_HUNT_DIG_ERROR_IMPOSSIBLE=5;TREASURE_HUNT_DIG_WRONG_AND_YOU_KNOW_IT=6	273
TreasureHuntFlagRequestEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TreasureHuntFlagRequestEnum.as:3	7	TREASURE_HUNT_FLAG_ERROR_UNDEFINED=0;TREASURE_HUNT_FLAG_OK=1;TREASURE_HUNT_FLAG_WRONG=2;TREASURE_HUNT_FLAG_TOO_MANY=3;TREASURE_HUNT_FLAG_ERROR_IMPOSSIBLE=4;TREASURE_HUNT_FLAG_WRONG_INDEX=5;TREASURE_HUNT_FLAG_SAME_MAP=6	273
TreasureHuntFlagStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TreasureHuntFlagStateEnum.as:3	3	TREASURE_HUNT_FLAG_STATE_UNKNOWN=0;TREASURE_HUNT_FLAG_STATE_OK=1;TREASURE_HUNT_FLAG_STATE_WRONG=2	273
TreasureHuntRequestEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TreasureHuntRequestEnum.as:3	6	TREASURE_HUNT_ERROR_UNDEFINED=0;TREASURE_HUNT_ERROR_NO_QUEST_FOUND=2;TREASURE_HUNT_ERROR_ALREADY_HAVE_QUEST=3;TREASURE_HUNT_ERROR_NOT_AVAILABLE=4;TREASURE_HUNT_ERROR_DAILY_LIMIT_EXCEEDED=5;TREASURE_HUNT_OK=1	273
TreasureHuntTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/TreasureHuntTypeEnum.as:3	3	TREASURE_HUNT_CLASSIC=0;TREASURE_HUNT_PORTAL=1;TREASURE_HUNT_LEGENDARY=2	273
