enum_nom	fichier:ligne	nb_valeurs	valeurs	version
CharacterDeletionErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/CharacterDeletionErrorEnum.as:3	3	DEL_ERR_NO_REASON=1;DEL_ERR_TOO_MANY_CHAR_DELETION=2;DEL_ERR_BAD_SECRET_ANSWER=3	273
CharacterInventoryPositionEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/CharacterInventoryPositionEnum.as:3	30	ACCESSORY_POSITION_HAT=6;ACCESSORY_POSITION_CAPE=7;ACCESSORY_POSITION_BELT=3;ACCESSORY_POSITION_BOOTS=5;ACCESSORY_POSITION_AMULET=0;ACCESSORY_POSITION_SHIELD=15;ACCESSORY_POSITION_WEAPON=1;ACCESSORY_POSITION_PETS=8;ACCESSORY_POSITION_RIDE_HARNESS=29;INVENTORY_POSITION_RING_LEFT=2;INVENTORY_POSITION_RING_RIGHT=4;INVENTORY_POSITION_DOFUS_1=9;INVENTORY_POSITION_DOFUS_2=10;INVENTORY_POSITION_DOFUS_3=11;INVENTORY_POSITION_DOFUS_4=12;INVENTORY_POSITION_DOFUS_5=13;INVENTORY_POSITION_DOFUS_6=14;INVENTORY_POSITION_MOUNT=16;INVENTORY_POSITION_MUTATION=20;INVENTORY_POSITION_BOOST_FOOD=21;INVENTORY_POSITION_FIRST_BONUS=22;INVENTORY_POSITION_SECOND_BONUS=23;INVENTORY_POSITION_FIRST_MALUS=24;INVENTORY_POSITION_SECOND_MALUS=25;INVENTORY_POSITION_ROLEPLAY_BUFFER=26;INVENTORY_POSITION_FOLLOWER=27;INVENTORY_POSITION_ENTITY=28;INVENTORY_POSITION_COSTUME=30;INVENTORY_POSITION_CONSUMABLE=31;INVENTORY_POSITION_NOT_EQUIPED=63	273
CharacterRemodelingEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/CharacterRemodelingEnum.as:3	8	CHARACTER_REMODELING_NOT_APPLICABLE=0;CHARACTER_REMODELING_NAME=1;CHARACTER_REMODELING_COLORS=2;CHARACTER_REMODELING_COSMETIC=4;CHARACTER_REMODELING_BREED=8;CHARACTER_REMODELING_GENDER=16;CHARACTER_OPT_REMODELING_NAME=32;CHARACTER_OPT_REMODELING_ALL=64	273
ChatActivableChannelsEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ChatActivableChannelsEnum.as:3	16	CHANNEL_GLOBAL=0;CHANNEL_TEAM=1;CHANNEL_GUILD=2;CHANNEL_ALLIANCE=3;CHANNEL_PARTY=4;CHANNEL_SALES=5;CHANNEL_SEEK=6;CHANNEL_NOOB=7;CHANNEL_ADMIN=8;CHANNEL_ADS=12;CHANNEL_ARENA=13;CHANNEL_COMMUNITY=14;PSEUDO_CHANNEL_PRIVATE=9;PSEUDO_CHANNEL_INFO=10;PSEUDO_CHANNEL_FIGHT_LOG=11;PSEUDO_CHANNEL_EVENT=15	273
ChatChannelsMultiEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ChatChannelsMultiEnum.as:3	12	CHANNEL_GLOBAL=0;CHANNEL_TEAM=1;CHANNEL_GUILD=2;CHANNEL_ALLIANCE=3;CHANNEL_PARTY=4;CHANNEL_SALES=5;CHANNEL_SEEK=6;CHANNEL_NOOB=7;CHANNEL_ADMIN=8;CHANNEL_ADS=12;CHANNEL_ARENA=13;CHANNEL_COMMUNITY=14	273
ChatErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ChatErrorEnum.as:3	11	CHAT_ERROR_UNKNOWN=0;CHAT_ERROR_RECEIVER_NOT_FOUND=1;CHAT_ERROR_INTERIOR_MONOLOGUE=2;CHAT_ERROR_NO_GUILD=3;CHAT_ERROR_NO_PARTY=4;CHAT_ERROR_ALLIANCE=5;CHAT_ERROR_INVALID_MAP=6;CHAT_ERROR_NO_PARTY_ARENA=7;CHAT_ERROR_NO_TEAM=8;CHAT_ERROR_MALFORMED_CONTENT=9;CHAT_ERROR_NO_CHANNEL_COMMUNITY=10	273
ChestEventTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ChestEventTypeEnum.as:3	3	DEPOSIT=0;WITHDRAW=1;TRANSFER=2	273
ClientUITypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ClientUITypeEnum.as:3	6	CLIENT_UI_UNDEFINED=0;CLIENT_UI_TELEPORT_GUILD_HOUSE=1;CLIENT_UI_TELEPORT_GUILD_PADDOCK=2;CLIENT_UI_OBJECT_MIMICRY=3;CLIENT_UI_LEGENDARY_TREASURE_QUEST=4;CLIENT_UI_TELEPORT_HOUSE=5	273
CompassTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/CompassTypeEnum.as:3	5	COMPASS_TYPE_SIMPLE=0;COMPASS_TYPE_SPOUSE=1;COMPASS_TYPE_PARTY=2;COMPASS_TYPE_PVP_SEEK=3;COMPASS_TYPE_QUEST=4	273
ConsoleMessageTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ConsoleMessageTypeEnum.as:3	3	CONSOLE_TEXT_MESSAGE=0;CONSOLE_INFO_MESSAGE=1;CONSOLE_ERR_MESSAGE=2	273
CraftResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/CraftResultEnum.as:3	5	CRAFT_IMPOSSIBLE=0;CRAFT_FAILED=1;CRAFT_SUCCESS=2;CRAFT_NEUTRAL=3;CRAFT_FORBIDDEN=4	273
DebugLevelEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/DebugLevelEnum.as:3	6	LEVEL_TRACE=0;LEVEL_DEBUG=1;LEVEL_INFO=2;LEVEL_WARN=3;LEVEL_ERROR=4;LEVEL_FATAL=5	273
DelayedActionTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/DelayedActionTypeEnum.as:3	4	DELAYED_ACTION_DISCONNECT=0;DELAYED_ACTION_OBJECT_USE=1;DELAYED_ACTION_JOIN_CHARACTER=2;DELAYED_ACTION_AGGRESSION_IMMUNE=3	273
DialogTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/DialogTypeEnum.as:3	16	DIALOG_BOOK=0;DIALOG_DIALOG=1;DIALOG_LOCKABLE=2;DIALOG_PURCHASABLE=3;DIALOG_GUILD_INVITATION=4;DIALOG_GUILD_CREATE=5;DIALOG_GUILD_RENAME=6;DIALOG_MARRIAGE=7;DIALOG_DUNGEON_MEETING=8;DIALOG_SPELL_FORGET=9;DIALOG_TELEPORTER=10;DIALOG_EXCHANGE=11;DIALOG_ALLIANCE_INVITATION=12;DIALOG_ALLIANCE_CREATE=13;DIALOG_ALLIANCE_RENAME=14;DIALOG_HAVENBAG_MEETING=15	273
ExchangeErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ExchangeErrorEnum.as:3	11	REQUEST_IMPOSSIBLE=1;REQUEST_CHARACTER_OCCUPIED=2;REQUEST_CHARACTER_JOB_NOT_EQUIPED=3;REQUEST_CHARACTER_TOOL_TOO_FAR=4;REQUEST_CHARACTER_OVERLOADED=5;REQUEST_CHARACTER_NOT_SUSCRIBER=6;REQUEST_CHARACTER_GUEST=8;SELL_ERROR=63;BUY_ERROR=64;MOUNT_PADDOCK_ERROR=10;BID_SEARCH_ERROR=11	273
ExchangeHandleMountStableTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ExchangeHandleMountStableTypeEnum.as:3	19	EXCHANGE_MOUNTSTABLES_PUT=1;EXCHANGE_MOUNTSTABLES_GET=2;EXCHANGE_MOUNTSTABLES_FREE=3;EXCHANGE_MOUNTSTABLES_CERTIF=4;EXCHANGE_MOUNTSTABLES_UNCERTIF=5;EXCHANGE_MOUNTPADDOCK_PUT=6;EXCHANGE_MOUNTPADDOCK_GET=7;EXCHANGE_MOUNTPADDOCK_FREE=8;EXCHANGE_EQUIPED_MOUNTPADDOCK_PUT=9;EXCHANGE_EQUIPED_MOUNTPADDOCK_GET=10;EXCHANGE_EQUIPED_FREE=11;EXCHANGE_CERTIFICAT_FREE=12;EXCHANGE_EQUIPED_CERTIF=13;EXCHANGE_MOUNTPADDOCK_CERTIF=14;EXCHANGE_UNCERTIF_TO_EQUIPED=15;EXCHANGE_UNCERTIF_TO_PADDOCK=16;EXCHANGE_MOUNTSTABLES_STERILIZE=17;EXCHANGE_EQUIPED_STERILIZE=18;EXCHANGE_MOUNTPADDOCK_STERILIZE=19	273
ExchangeReplayStopReasonEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ExchangeReplayStopReasonEnum.as:3	4	STOPPED_REASON_OK=1;STOPPED_REASON_USER=2;STOPPED_REASON_MISSING_RESSOURCE=3;STOPPED_REASON_IMPOSSIBLE_MODIFICATION=4	273
ExchangeTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ExchangeTypeEnum.as:3	31	UNKNOWN_TRADE_TYPE=-1;NPC_SHOP=0;PLAYER_TRADE=1;NPC_TRADE=2;CRAFT=3;STORAGE=4;SHOP_STOCK=5;TAXCOLLECTOR=6;NPC_MODIFY_TRADE=7;BIDHOUSE_SELL=8;BIDHOUSE_BUY=9;MULTICRAFT_CRAFTER=10;MULTICRAFT_CUSTOMER=11;JOB_INDEX=12;MOUNT=13;MOUNT_STABLE=14;NPC_RESURECT_PET=15;NPC_TRADE_DRAGOTURKEY=16;REALESTATE_HOUSE=17;REALESTATE_FARM=18;RUNES_TRADE=19;RECYCLE_TRADE=20;BANK=21;TRASHBIN=22;ALLIANCE_PRISM=23;HAVENBAG=24;NPC_TRADE_SEEMYOOL=25;NPC_TRADE_RHINEETLE=26;EVOLUTIVE_OBJECT_ELEMENTARY_RECYCLE=27;NPC_RIDE_CAPABILITY_TRADE=28;GUILD_CHEST=29	273
FightDispellableEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FightDispellableEnum.as:3	4	DISPELLABLE=1;DISPELLABLE_BY_DEATH=2;DISPELLABLE_BY_STRONG_DISPEL=3;REALLY_NOT_DISPELLABLE=4	273
FightOptionsEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FightOptionsEnum.as:3	4	FIGHT_OPTION_SET_SECRET=0;FIGHT_OPTION_SET_TO_PARTY_ONLY=1;FIGHT_OPTION_SET_CLOSED=2;FIGHT_OPTION_ASK_FOR_HELP=3	273
FightOutcomeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FightOutcomeEnum.as:3	5	RESULT_LOST=0;RESULT_DRAW=1;RESULT_VICTORY=2;RESULT_TAX=5;RESULT_DEFENDER_GROUP=6	273
FightPhaseEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FightPhaseEnum.as:3	3	STARTED=0;JOINING_PHASE=1;POSITIONING_PHASE=2	273
FightSpellCastCriticalEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FightSpellCastCriticalEnum.as:3	3	NORMAL=1;CRITICAL_HIT=2;CRITICAL_FAIL=3	273
FightTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FightTypeEnum.as:3	11	FIGHT_TYPE_CHALLENGE=0;FIGHT_TYPE_AGRESSION=1;FIGHT_TYPE_PvMA=2;FIGHT_TYPE_MXvM=3;FIGHT_TYPE_PvM=4;FIGHT_TYPE_PvT=5;FIGHT_TYPE_PvMU=6;FIGHT_TYPE_PVP_ARENA=7;FIGHT_TYPE_Koh=8;FIGHT_TYPE_PvPr=9;FIGHT_TYPE_BREACH=10	273
FighterRefusedReasonEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/FighterRefusedReasonEnum.as:3	24	FIGHTER_REFUSED=-1;FIGHTER_ACCEPTED=0;CHALLENGE_FULL=1;TEAM_FULL=2;WRONG_ALIGNMENT=3;WRONG_GUILD=4;TOO_LATE=5;MUTANT_REFUSED=6;WRONG_MAP=7;JUST_RESPAWNED=8;IM_OCCUPIED=9;OPPONENT_OCCUPIED=10;FIGHT_MYSELF=11;INSUFFICIENT_RIGHTS=12;MEMBER_ACCOUNT_NEEDED=13;OPPONENT_NOT_MEMBER=14;TEAM_LIMITED_BY_MAINCHARACTER=15;MULTIACCOUNT_NOT_ALLOWED=16;GHOST_REFUSED=17;WRONG_ALLIANCE=20;AVA_ZONE=21;ENTITY_REFUSED=22;NOT_ENOUGH_ROOM=23;GUEST_ACCOUNT=24	273
ForgettableSpellClientActionEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ForgettableSpellClientActionEnum.as:3	3	FORGETTABLE_SPELL_FORGET=0;FORGETTABLE_SPELL_EQUIP=1;FORGETTABLE_SPELL_UNEQUIP=2	273
ForgettableSpellListActionEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ForgettableSpellListActionEnum.as:3	2	FORGETTABLE_SPELL_LIST_DISPATCH=0;FORGETTABLE_SPELL_LIST_UPDATE=1	273
GameActionFightInvisibilityStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GameActionFightInvisibilityStateEnum.as:3	3	INVISIBLE=1;DETECTED=2;VISIBLE=3	273
GameActionMarkCellsTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GameActionMarkCellsTypeEnum.as:3	3	CELLS_CIRCLE=0;CELLS_CROSS=1;CELLS_SQUARE=2	273
GameContextEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GameContextEnum.as:3	2	ROLE_PLAY=1;FIGHT=2	273
GameHierarchyEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GameHierarchyEnum.as:3	7	UNAVAILABLE=-1;PLAYER=0;MODERATOR=10;GAMEMASTER_PADAWAN=20;GAMEMASTER=30;ADMIN=40;UNKNOWN_SPECIAL_USER=50	273
GameServerTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GameServerTypeEnum.as:3	7	SERVER_TYPE_UNDEFINED=-1;SERVER_TYPE_CLASSICAL=0;SERVER_TYPE_HARDCORE=1;SERVER_TYPE_KOLIZEUM=2;SERVER_TYPE_TOURNAMENT=3;SERVER_TYPE_EPIC=4;SERVER_TYPE_TEMPORIS=5	273
GuildInformationsTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GuildInformationsTypeEnum.as:3	7	INFO_GENERAL=1;INFO_MEMBERS=2;INFO_BOOSTS=3;INFO_PADDOCKS=4;INFO_HOUSES=5;INFO_RECRUITMENT=9;INFO_LOGBOOK=10	273
GuildRankActivityTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GuildRankActivityTypeEnum.as:3	3	CREATION=0;UPDATE=1;DELETE=2	273
GuildRightsEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GuildRightsEnum.as:3	19	RIGHT_MANAGE_RANKS_AND_RIGHTS=1;RIGHT_MANAGE_CHEST_RIGHTS=2;RIGHT_MANAGE_SELF_XP_CONTRIBUTION=3;RIGHT_MANAGE_ALL_XP_CONTRIBUTION=4;RIGHT_MANAGE_RECRUITMENT=5;RIGHT_MANAGE_APPLY_AND_INVITATION=6;RIGHT_UPDATE_MOTD=7;RIGHT_OPEN_GUILD_CHEST=8;RIGHT_USE_PADDOCKS=10;RIGHT_KICK_MEMBER=13;RIGHT_MANAGE_MEMBERS_NOTE=14;RIGHT_UPDATE_BULLETIN=15;RIGHT_MANAGE_PADDOCKS=20;RIGHT_MANAGE_OTHER_MOUNTS=21;RIGHT_TAKE_FROM_GUILD_CHEST=23;RIGHT_DROP_ON_GUILD_CHEST=24;RIGHT_SHOW_TRANSACTION_PLAYER=25;RIGHT_ASSIGN_RANKS=26;RIGHT_BUY_FARM=27	273
GuildSummarySortEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/GuildSummarySortEnum.as:3	4	SORT_BY_NAME=0;SORT_BY_LEVEL=1;SORT_BY_NB_MEMBERS=2;SORT_BY_LAST_ACTIVITY=3	273
HaapiAuthTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/HaapiAuthTypeEnum.as:3	2	HAAPI_API_KEY=0;HAAPI_TOKEN=1	273
HaapiSessionTypeEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/HaapiSessionTypeEnum.as:3	2	HAAPI_ACCOUNT_SESSION=0;HAAPI_GAME_SESSION=1	273
HavenBagDailyLoteryErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/HavenBagDailyLoteryErrorEnum.as:3	3	HAVENBAG_DAILY_LOTERY_OK=0;HAVENBAG_DAILY_LOTERY_ALREADYUSED=1;HAVENBAG_DAILY_LOTERY_ERROR=2	273
HavenBagRoomActionEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/HavenBagRoomActionEnum.as:3	2	HAVEN_BAG_ROOM_DISPATCH=0;HAVEN_BAG_ROOM_UPDATE=1	273
HavenBagShareBitEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/HavenBagShareBitEnum.as:3	3	HAVEN_BAG_NONE=0;HAVEN_BAG_FRIENDS=1;HAVEN_BAG_GUILD=2	273
IdentificationFailureReasonEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/IdentificationFailureReasonEnum.as:3	20	BAD_VERSION=1;WRONG_CREDENTIALS=2;BANNED=3;KICKED=4;IN_MAINTENANCE=5;TOO_MANY_ON_IP=6;TIME_OUT=7;BAD_IPRANGE=8;CREDENTIALS_RESET=9;EMAIL_UNVALIDATED=10;OTP_TIMEOUT=11;LOCKED=12;ANONYMOUS_IP_FORBIDDEN=13;INVALID_SHIELD_CERTIFICATE=14;ALREADY_CONNECTED=15;SERVICE_UNAVAILABLE=53;EXTERNAL_ACCOUNT_LINK_REFUSED=61;EXTERNAL_ACCOUNT_ALREADY_LINKED=62;UNKNOWN_AUTH_ERROR=99;SPARE=100	273
ListAddFailureEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/ListAddFailureEnum.as:3	6	LIST_ADD_FAILURE_UNKNOWN=0;LIST_ADD_FAILURE_OVER_QUOTA=1;LIST_ADD_FAILURE_NOT_FOUND=2;LIST_ADD_FAILURE_EGOCENTRIC=3;LIST_ADD_FAILURE_IS_DOUBLE=4;LIST_ADD_FAILURE_IS_CONFLICTING_DOUBLE=5	273
LockableResultEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/LockableResultEnum.as:3	3	LOCKABLE_UNLOCKED=0;LOCKABLE_CODE_ERROR=1;LOCKABLE_UNLOCK_FORBIDDEN=2	273
MapObstacleStateEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/MapObstacleStateEnum.as:3	2	OBSTACLE_OPENED=1;OBSTACLE_CLOSED=2	273
MountCharacteristicEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/MountCharacteristicEnum.as:3	9	ENERGY=1;SERENITY=2;STAMINA=3;LOVE=4;MATURITY=5;TIREDNESS=6;CARRIER=7;FERTILE=8;PREGNANT=9	273
MountEquipedErrorEnum	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/enums/MountEquipedErrorEnum.as:3	3	UNSET=0;SET=1;RIDING=2	273
