type_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
TaxCollectorStaticInformations	147	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/TaxCollectorStaticInformations.as:9	3	firstNameId:uint;lastNameId:uint;guildIdentity:GuildInformations		firstNameId:writeVarShort;lastNameId:writeVarShort;guildIdentity:asGuildInformations	client-as3	242
TaxCollectorWaitingForHelpInformations	447	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorWaitingForHelpInformations.as:9	1	waitingForHelpInfo:ProtectedEntityWaitingForHelpInfo	TaxCollectorComplementaryInformations	super:TaxCollectorComplementaryInformations;waitingForHelpInfo:asProtectedEntityWaitingForHelpInfo	client-as3	242
TreasureHuntFlag	473	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntFlag.as:8	2	mapId:int;state:uint		mapId:writeInt;state:writeByte	client-as3	242
TreasureHuntStep	463	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntStep.as:8	0				client-as3	242
TreasureHuntStepDig	465	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntStepDig.as:8	0		TreasureHuntStep		client-as3	242
TreasureHuntStepFight	462	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntStepFight.as:8	0		TreasureHuntStep		client-as3	242
TreasureHuntStepFollowDirection	468	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntStepFollowDirection.as:8	2	direction:uint;mapCount:uint	TreasureHuntStep	super:TreasureHuntStep;direction:writeByte;mapCount:writeVarShort	client-as3	242
TreasureHuntStepFollowDirectionToHint	472	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntStepFollowDirectionToHint.as:8	2	direction:uint;npcId:uint	TreasureHuntStep	super:TreasureHuntStep;direction:writeByte;npcId:writeVarShort	client-as3	242
TreasureHuntStepFollowDirectionToPOI	461	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/TreasureHuntStepFollowDirectionToPOI.as:8	2	direction:uint;poiLabelId:uint	TreasureHuntStep	super:TreasureHuntStep;direction:writeByte;poiLabelId:writeVarShort	client-as3	242
TrustCertificate	377	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/secure/TrustCertificate.as:9	2	id:uint;hash:String		id:writeInt;hash:writeUTF	client-as3	242
UpdateMountBoost	356	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/mount/UpdateMountBoost.as:8	1	type:uint		type:writeByte	client-as3	242
UpdateMountIntBoost	357	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/mount/UpdateMountIntBoost.as:8	1	value:int	UpdateMountBoost	super:UpdateMountBoost;value:writeInt	client-as3	242
Version	11	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/version/Version.as:8	6	major:uint;minor:uint;release:uint;revision:uint;patch:uint;buildType:uint		major:writeByte;minor:writeByte;release:writeByte;revision:writeInt;patch:writeByte;buildType:writeByte	client-as3	242
VersionExtended	393	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/version/VersionExtended.as:8	2	install:uint;technology:uint	Version	super:Version;install:writeByte;technology:writeByte	client-as3	242
