type_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
MountClientData	178	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/mount/MountClientData.as:10	34	id:Number;model:uint;ancestor:Vector.<uint>;behaviors:Vector.<uint>;name:String;sex:Boolean;ownerId:uint;experience:Number;experienceForLevel:Number;experienceForNextLevel:Number;level:uint;isRideable:Boolean;maxPods:uint;isWild:Boolean;stamina:uint;staminaMax:uint;maturity:uint;maturityForAdult:uint;energy:uint;energyMax:uint;serenity:int;aggressivityMax:int;serenityMax:uint;love:uint;loveMax:uint;fecondationTime:int;isFecondationReady:Boolean;boostLimiter:uint;boostMax:Number;reproductionCount:int;reproductionCountMax:uint;harnessGID:uint;useHarnessColors:Boolean;effectList:Vector.<ObjectEffectInteger>		sex:bit0;isRideable:bit1;isWild:bit2;isFecondationReady:bit3;useHarnessColors:bit4;#local:writeByte;id:writeDouble;model:writeVarInt;ancestor#len:writeShort;ancestor[]:writeInt;behaviors#len:writeShort;behaviors[]:writeInt;name:writeUTF;ownerId:writeInt;experience:writeVarLong;experienceForLevel:writeVarLong;experienceForNextLevel:writeDouble;level:writeByte;maxPods:writeVarInt;stamina:writeVarInt;staminaMax:writeVarInt;maturity:writeVarInt;maturityForAdult:writeVarInt;energy:writeVarInt;energyMax:writeVarInt;serenity:writeInt;aggressivityMax:writeInt;serenityMax:writeVarInt;love:writeVarInt;loveMax:writeVarInt;fecondationTime:writeInt;boostLimiter:writeInt;boostMax:writeDouble;reproductionCount:writeInt;reproductionCountMax:writeVarInt;harnessGID:writeVarShort;effectList#len:writeShort;effectList[]:asObjectEffectInteger	client-as3	242
MountInformationsForPaddock	184	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/MountInformationsForPaddock.as:8	3	modelId:uint;name:String;ownerName:String		modelId:writeVarShort;name:writeUTF;ownerName:writeUTF	client-as3	242
NamedPartyTeam	469	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/NamedPartyTeam.as:8	2	teamId:uint;partyName:String		teamId:writeByte;partyName:writeUTF	client-as3	242
NamedPartyTeamWithOutcome	470	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/NamedPartyTeamWithOutcome.as:8	2	team:NamedPartyTeam;outcome:uint		team:asNamedPartyTeam;outcome:writeVarShort	client-as3	242
ObjectEffect	76	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffect.as:9	1	actionId:uint		actionId:writeVarShort	client-as3	242
ObjectEffectCreature	71	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectCreature.as:9	1	monsterFamilyId:uint	ObjectEffect	super:ObjectEffect;monsterFamilyId:writeVarShort	client-as3	242
ObjectEffectDate	72	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectDate.as:9	5	year:uint;month:uint;day:uint;hour:uint;minute:uint	ObjectEffect	super:ObjectEffect;year:writeVarShort;month:writeByte;day:writeByte;hour:writeByte;minute:writeByte	client-as3	242
ObjectEffectDice	73	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectDice.as:9	3	diceNum:uint;diceSide:uint;diceConst:uint	ObjectEffect	super:ObjectEffect;diceNum:writeVarShort;diceSide:writeVarShort;diceConst:writeVarShort	client-as3	242
ObjectEffectDuration	75	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectDuration.as:9	3	days:uint;hours:uint;minutes:uint	ObjectEffect	super:ObjectEffect;days:writeVarShort;hours:writeByte;minutes:writeByte	client-as3	242
ObjectEffectInteger	70	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectInteger.as:9	1	value:uint	ObjectEffect	super:ObjectEffect;value:writeVarInt	client-as3	242
ObjectEffectLadder	81	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectLadder.as:9	1	monsterCount:uint	ObjectEffectCreature	super:ObjectEffectCreature;monsterCount:writeVarInt	client-as3	242
ObjectEffectMinMax	82	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectMinMax.as:9	2	min:uint;max:uint	ObjectEffect	super:ObjectEffect;min:writeVarInt;max:writeVarInt	client-as3	242
ObjectEffectMount	179	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectMount.as:9	3	mountId:uint;date:Number;modelId:uint	ObjectEffect	super:ObjectEffect;mountId:writeInt;date:writeDouble;modelId:writeVarShort	client-as3	242
ObjectEffectString	74	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/effects/ObjectEffectString.as:9	1	value:String	ObjectEffect	super:ObjectEffect;value:writeUTF	client-as3	242
ObjectItem	37	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItem.as:10	5	position:uint;objectGID:uint;effects:Vector.<ObjectEffect>;objectUID:uint;quantity:uint	Item	super:Item;position:writeByte;objectGID:writeVarShort;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;objectUID:writeVarInt;quantity:writeVarInt	client-as3	242
ObjectItemGenericQuantity	483	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemGenericQuantity.as:8	2	objectGID:uint;quantity:uint	Item	super:Item;objectGID:writeVarShort;quantity:writeVarInt	client-as3	242
ObjectItemGenericQuantityPrice	494	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemGenericQuantityPrice.as:8	1	price:Number	ObjectItemGenericQuantity	super:ObjectItemGenericQuantity;price:writeVarLong	client-as3	242
ObjectItemInRolePlay	198	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/ObjectItemInRolePlay.as:9	2	cellId:uint;objectGID:uint		cellId:writeVarShort;objectGID:writeVarShort	client-as3	242
ObjectItemInformationWithQuantity	387	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemInformationWithQuantity.as:10	1	quantity:uint	ObjectItemMinimalInformation	super:ObjectItemMinimalInformation;quantity:writeVarInt	client-as3	242
ObjectItemMinimalInformation	124	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemMinimalInformation.as:10	2	objectGID:uint;effects:Vector.<ObjectEffect>	Item	super:Item;objectGID:writeVarShort;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize	client-as3	242
ObjectItemNotInContainer	134	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemNotInContainer.as:10	4	objectGID:uint;effects:Vector.<ObjectEffect>;objectUID:uint;quantity:uint	Item	super:Item;objectGID:writeVarShort;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;objectUID:writeVarInt;quantity:writeVarInt	client-as3	242
ObjectItemQuantity	119	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemQuantity.as:8	2	objectUID:uint;quantity:uint	Item	super:Item;objectUID:writeVarInt;quantity:writeVarInt	client-as3	242
ObjectItemToSell	120	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemToSell.as:10	5	objectGID:uint;effects:Vector.<ObjectEffect>;objectUID:uint;quantity:uint;objectPrice:Number	Item	super:Item;objectGID:writeVarShort;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;objectUID:writeVarInt;quantity:writeVarInt;objectPrice:writeVarLong	client-as3	242
ObjectItemToSellInBid	164	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemToSellInBid.as:9	1	unsoldDelay:uint	ObjectItemToSell	super:ObjectItemToSell;unsoldDelay:writeInt	client-as3	242
ObjectItemToSellInHumanVendorShop	359	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemToSellInHumanVendorShop.as:10	6	objectGID:uint;effects:Vector.<ObjectEffect>;objectUID:uint;quantity:uint;objectPrice:Number;publicPrice:Number	Item	super:Item;objectGID:writeVarShort;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;objectUID:writeVarInt;quantity:writeVarInt;objectPrice:writeVarLong;publicPrice:writeVarLong	client-as3	242
ObjectItemToSellInNpcShop	352	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/ObjectItemToSellInNpcShop.as:9	2	objectPrice:Number;buyCriterion:String	ObjectItemMinimalInformation	super:ObjectItemMinimalInformation;objectPrice:writeVarLong;buyCriterion:writeUTF	client-as3	242
PaddockBuyableInformations	130	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockBuyableInformations.as:8	2	price:Number;locked:Boolean		price:writeVarLong;locked:writeBoolean	client-as3	242
PaddockContentInformations	183	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockContentInformations.as:8	7	paddockId:int;worldX:int;worldY:int;mapId:int;subAreaId:uint;abandonned:Boolean;mountsInformations:Vector.<MountInformationsForPaddock>	PaddockInformations	super:PaddockInformations;paddockId:writeInt;worldX:writeShort;worldY:writeShort;mapId:writeInt;subAreaId:writeVarShort;abandonned:writeBoolean;mountsInformations#len:writeShort;mountsInformations[]:asMountInformationsForPaddock	client-as3	242
PaddockGuildedInformations	508	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockGuildedInformations.as:9	2	deserted:Boolean;guildInfo:GuildInformations	PaddockBuyableInformations	super:PaddockBuyableInformations;deserted:writeBoolean;guildInfo:asGuildInformations	client-as3	242
PaddockInformations	132	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockInformations.as:8	2	maxOutdoorMount:uint;maxItems:uint		maxOutdoorMount:writeVarShort;maxItems:writeVarShort	client-as3	242
PaddockInformationsForSell	222	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockInformationsForSell.as:8	7	guildOwner:String;worldX:int;worldY:int;subAreaId:uint;nbMount:int;nbObject:int;price:Number		guildOwner:writeUTF;worldX:writeShort;worldY:writeShort;subAreaId:writeVarShort;nbMount:writeByte;nbObject:writeByte;price:writeVarLong	client-as3	242
PaddockInstancesInformations	509	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockInstancesInformations.as:9	1	paddocks:Vector.<PaddockBuyableInformations>	PaddockInformations	super:PaddockInformations;paddocks#len:writeShort;paddocks[]#typeId:writeShort;paddocks[]:serialize	client-as3	242
PaddockItem	185	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/paddock/PaddockItem.as:11	1	durability:ItemDurability	ObjectItemInRolePlay	super:ObjectItemInRolePlay;durability:asItemDurability	client-as3	242
PartyCompanionBaseInformations	453	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/companion/PartyCompanionBaseInformations.as:9	3	indexId:uint;companionGenericId:uint;entityLook:EntityLook		indexId:writeByte;companionGenericId:writeByte;entityLook:asEntityLook	client-as3	242
PartyCompanionMemberInformations	452	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/companion/PartyCompanionMemberInformations.as:9	5	initiative:uint;lifePoints:uint;maxLifePoints:uint;prospecting:uint;regenRate:uint	PartyCompanionBaseInformations	super:PartyCompanionBaseInformations;initiative:writeVarShort;lifePoints:writeVarInt;maxLifePoints:writeVarInt;prospecting:writeVarShort;regenRate:writeByte	client-as3	242
PartyGuestInformations	374	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/PartyGuestInformations.as:12	8	guestId:Number;hostId:Number;name:String;guestLook:EntityLook;breed:int;sex:Boolean;status:PlayerStatus;companions:Vector.<PartyCompanionBaseInformations>		guestId:writeVarLong;hostId:writeVarLong;name:writeUTF;guestLook:asEntityLook;breed:writeByte;sex:writeBoolean;#typeId:writeShort;status:serialize;companions#len:writeShort;companions[]:asPartyCompanionBaseInformations	client-as3	242
PartyIdol	490	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/idol/PartyIdol.as:9	1	ownersIds:Vector.<Number>	Idol	super:Idol;ownersIds#len:writeShort;ownersIds[]:writeVarLong	client-as3	242
PartyInvitationMemberInformations	376	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/PartyInvitationMemberInformations.as:11	5	worldX:int;worldY:int;mapId:int;subAreaId:uint;companions:Vector.<PartyCompanionBaseInformations>	CharacterBaseInformations	super:CharacterBaseInformations;worldX:writeShort;worldY:writeShort;mapId:writeInt;subAreaId:writeVarShort;companions#len:writeShort;companions[]:asPartyCompanionBaseInformations	client-as3	242
PartyMemberArenaInformations	391	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/PartyMemberArenaInformations.as:11	1	rank:uint	PartyMemberInformations	super:PartyMemberInformations;rank:writeVarShort	client-as3	242
PartyMemberGeoPosition	378	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/PartyMemberGeoPosition.as:9	5	memberId:uint;worldX:int;worldY:int;mapId:int;subAreaId:uint		memberId:writeInt;worldX:writeShort;worldY:writeShort;mapId:writeInt;subAreaId:writeVarShort	client-as3	242
PartyMemberInformations	90	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/party/PartyMemberInformations.as:13	12	lifePoints:uint;maxLifePoints:uint;prospecting:uint;regenRate:uint;initiative:uint;alignmentSide:int;worldX:int;worldY:int;mapId:int;subAreaId:uint;status:PlayerStatus;companions:Vector.<PartyCompanionMemberInformations>	CharacterBaseInformations	super:CharacterBaseInformations;lifePoints:writeVarInt;maxLifePoints:writeVarInt;prospecting:writeVarShort;regenRate:writeByte;initiative:writeVarShort;alignmentSide:writeByte;worldX:writeShort;worldY:writeShort;mapId:writeInt;subAreaId:writeVarShort;#typeId:writeShort;status:serialize;companions#len:writeShort;companions[]:asPartyCompanionMemberInformations	client-as3	242
PlayerStatus	415	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/status/PlayerStatus.as:8	1	statusId:uint		statusId:writeByte	client-as3	242
PlayerStatusExtended	414	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/status/PlayerStatusExtended.as:8	1	message:String	PlayerStatus	super:PlayerStatus;message:writeUTF	client-as3	242
PortalInformation	466	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/treasureHunt/PortalInformation.as:8	2	portalId:int;areaId:int		portalId:writeInt;areaId:writeShort	client-as3	242
Preset	355	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/inventory/preset/Preset.as:8	4	presetId:uint;symbolId:uint;mount:Boolean;objects:Vector.<PresetItem>		presetId:writeByte;symbolId:writeByte;mount:writeBoolean;objects#len:writeShort;objects[]:asPresetItem	client-as3	242
PresetItem	354	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/inventory/preset/PresetItem.as:8	3	position:uint;objGid:uint;objUid:uint		position:writeByte;objGid:writeVarShort;objUid:writeVarInt	client-as3	242
PrismFightersInformation	443	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/prism/PrismFightersInformation.as:11	4	subAreaId:uint;waitingForHelpInfo:ProtectedEntityWaitingForHelpInfo;allyCharactersInformations:Vector.<CharacterMinimalPlusLookInformations>;enemyCharactersInformations:Vector.<CharacterMinimalPlusLookInformations>		subAreaId:writeVarShort;waitingForHelpInfo:asProtectedEntityWaitingForHelpInfo;allyCharactersInformations#len:writeShort;allyCharactersInformations[]#typeId:writeShort;allyCharactersInformations[]:serialize;enemyCharactersInformations#len:writeShort;enemyCharactersInformations[]#typeId:writeShort;enemyCharactersInformations[]:serialize	client-as3	242
PrismGeolocalizedInformation	434	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/prism/PrismGeolocalizedInformation.as:10	4	worldX:int;worldY:int;mapId:int;prism:PrismInformation	PrismSubareaEmptyInfo	super:PrismSubareaEmptyInfo;worldX:writeShort;worldY:writeShort;mapId:writeInt;#typeId:writeShort;prism:serialize	client-as3	242
PrismInformation	428	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/prism/PrismInformation.as:8	5	typeId:uint;state:uint;nextVulnerabilityDate:uint;placementDate:uint;rewardTokenCount:uint		typeId:writeByte;state:writeByte;nextVulnerabilityDate:writeInt;placementDate:writeInt;rewardTokenCount:writeVarInt	client-as3	242
PrismSubareaEmptyInfo	438	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/prism/PrismSubareaEmptyInfo.as:8	2	subAreaId:uint;allianceId:uint		subAreaId:writeVarShort;allianceId:writeVarInt	client-as3	242
ProtectedEntityWaitingForHelpInfo	186	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/fight/ProtectedEntityWaitingForHelpInfo.as:8	3	timeLeftBeforeFight:int;waitTimeForPlacement:int;nbPositionForDefensors:uint		timeLeftBeforeFight:writeInt;waitTimeForPlacement:writeInt;nbPositionForDefensors:writeByte	client-as3	242
QuestActiveDetailedInformations	382	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/quest/QuestActiveDetailedInformations.as:9	2	stepId:uint;objectives:Vector.<QuestObjectiveInformations>	QuestActiveInformations	super:QuestActiveInformations;stepId:writeVarShort;objectives#len:writeShort;objectives[]#typeId:writeShort;objectives[]:serialize	client-as3	242
QuestActiveInformations	381	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/quest/QuestActiveInformations.as:8	1	questId:uint		questId:writeVarShort	client-as3	242
QuestObjectiveInformations	385	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/quest/QuestObjectiveInformations.as:8	3	objectiveId:uint;objectiveStatus:Boolean;dialogParams:Vector.<String>		objectiveId:writeVarShort;objectiveStatus:writeBoolean;dialogParams#len:writeShort;dialogParams[]:writeUTF	client-as3	242
QuestObjectiveInformationsWithCompletion	386	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/roleplay/quest/QuestObjectiveInformationsWithCompletion.as:8	2	curCompletion:uint;maxCompletion:uint	QuestObjectiveInformations	super:QuestObjectiveInformations;curCompletion:writeVarShort;maxCompletion:writeVarShort	client-as3	242
RemodelingInformation	480	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/character/choice/RemodelingInformation.as:9	5	name:String;breed:int;sex:Boolean;cosmeticId:uint;colors:Vector.<int>		name:writeUTF;breed:writeByte;sex:writeBoolean;cosmeticId:writeVarShort;colors#len:writeShort;colors[]:writeInt	client-as3	242
SellerBuyerDescriptor	121	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/SellerBuyerDescriptor.as:8	8	quantities:Vector.<uint>;types:Vector.<uint>;taxPercentage:Number;taxModificationPercentage:Number;maxItemLevel:uint;maxItemPerAccount:uint;npcContextualId:int;unsoldDelay:uint		quantities#len:writeShort;quantities[]:writeVarInt;types#len:writeShort;types[]:writeVarInt;taxPercentage:writeFloat;taxModificationPercentage:writeFloat;maxItemLevel:writeByte;maxItemPerAccount:writeVarInt;npcContextualId:writeInt;unsoldDelay:writeVarShort	client-as3	242
ServerSessionConstant	430	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/approach/ServerSessionConstant.as:9	1	id:uint		id:writeVarShort	client-as3	242
ServerSessionConstantInteger	433	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/approach/ServerSessionConstantInteger.as:9	1	value:int	ServerSessionConstant	super:ServerSessionConstant;value:writeInt	client-as3	242
ServerSessionConstantLong	429	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/approach/ServerSessionConstantLong.as:9	1	value:Number	ServerSessionConstant	super:ServerSessionConstant;value:writeDouble	client-as3	242
ServerSessionConstantString	436	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/approach/ServerSessionConstantString.as:9	1	value:String	ServerSessionConstant	super:ServerSessionConstant;value:writeUTF	client-as3	242
Shortcut	369	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/Shortcut.as:8	1	slot:uint		slot:writeByte	client-as3	242
ShortcutEmote	389	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutEmote.as:8	1	emoteId:uint	Shortcut	super:Shortcut;emoteId:writeByte	client-as3	242
ShortcutObject	367	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutObject.as:8	0		Shortcut	super:Shortcut	client-as3	242
ShortcutObjectIdolsPreset	492	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutObjectIdolsPreset.as:8	1	presetId:uint	ShortcutObject	super:ShortcutObject;presetId:writeByte	client-as3	242
ShortcutObjectItem	371	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutObjectItem.as:8	2	itemUID:int;itemGID:int	ShortcutObject	super:ShortcutObject;itemUID:writeInt;itemGID:writeInt	client-as3	242
ShortcutObjectPreset	370	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutObjectPreset.as:8	1	presetId:uint	ShortcutObject	super:ShortcutObject;presetId:writeByte	client-as3	242
ShortcutSmiley	388	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutSmiley.as:8	1	smileyId:uint	Shortcut	super:Shortcut;smileyId:writeVarShort	client-as3	242
ShortcutSpell	368	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/shortcut/ShortcutSpell.as:8	1	spellId:uint	Shortcut	super:Shortcut;spellId:writeVarShort	client-as3	242
SkillActionDescription	102	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/interactive/skill/SkillActionDescription.as:8	1	skillId:uint		skillId:writeVarShort	client-as3	242
SkillActionDescriptionCollect	99	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/interactive/skill/SkillActionDescriptionCollect.as:9	2	min:uint;max:uint	SkillActionDescriptionTimed	super:SkillActionDescriptionTimed;min:writeVarShort;max:writeVarShort	client-as3	242
SkillActionDescriptionCraft	100	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/interactive/skill/SkillActionDescriptionCraft.as:9	1	probability:uint	SkillActionDescription	super:SkillActionDescription;probability:writeByte	client-as3	242
SkillActionDescriptionTimed	103	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/interactive/skill/SkillActionDescriptionTimed.as:9	1	time:uint	SkillActionDescription	super:SkillActionDescription;time:writeByte	client-as3	242
SpellItem	49	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/data/items/SpellItem.as:9	2	spellId:int;spellLevel:int	Item	super:Item;spellId:writeInt;spellLevel:writeShort	client-as3	242
StartupActionAddObject	52	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/startup/StartupActionAddObject.as:10	6	uid:uint;title:String;text:String;descUrl:String;pictureUrl:String;items:Vector.<ObjectItemInformationWithQuantity>		uid:writeInt;title:writeUTF;text:writeUTF;descUrl:writeUTF;pictureUrl:writeUTF;items#len:writeShort;items[]:asObjectItemInformationWithQuantity	client-as3	242
StatedElement	108	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/interactive/StatedElement.as:9	4	elementId:uint;elementCellId:uint;elementState:uint;onCurrentMap:Boolean		elementId:writeInt;elementCellId:writeVarShort;elementState:writeVarInt;onCurrentMap:writeBoolean	client-as3	242
StatisticData	484	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/common/basic/StatisticData.as:9	0				client-as3	242
StatisticDataBoolean	482	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/common/basic/StatisticDataBoolean.as:9	1	value:Boolean	StatisticData	super:StatisticData;value:writeBoolean	client-as3	242
StatisticDataByte	486	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/common/basic/StatisticDataByte.as:9	1	value:int	StatisticData	super:StatisticData;value:writeByte	client-as3	242
StatisticDataInt	485	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/common/basic/StatisticDataInt.as:9	1	value:int	StatisticData	super:StatisticData;value:writeInt	client-as3	242
StatisticDataShort	488	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/common/basic/StatisticDataShort.as:9	1	value:int	StatisticData	super:StatisticData;value:writeShort	client-as3	242
StatisticDataString	487	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/common/basic/StatisticDataString.as:9	1	value:String	StatisticData	super:StatisticData;value:writeUTF	client-as3	242
SubEntity	54	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/look/SubEntity.as:8	3	bindingPointCategory:uint;bindingPointIndex:uint;subEntityLook:EntityLook		bindingPointCategory:writeByte;bindingPointIndex:writeByte;subEntityLook:asEntityLook	client-as3	242
TaxCollectorBasicInformations	96	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorBasicInformations.as:9	6	firstNameId:uint;lastNameId:uint;worldX:int;worldY:int;mapId:int;subAreaId:uint		firstNameId:writeVarShort;lastNameId:writeVarShort;worldX:writeShort;worldY:writeShort;mapId:writeInt;subAreaId:writeVarShort	client-as3	242
TaxCollectorComplementaryInformations	448	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorComplementaryInformations.as:8	0				client-as3	242
TaxCollectorFightersInformation	169	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorFightersInformation.as:10	3	collectorId:int;allyCharactersInformations:Vector.<CharacterMinimalPlusLookInformations>;enemyCharactersInformations:Vector.<CharacterMinimalPlusLookInformations>		collectorId:writeInt;allyCharactersInformations#len:writeShort;allyCharactersInformations[]#typeId:writeShort;allyCharactersInformations[]:serialize;enemyCharactersInformations#len:writeShort;enemyCharactersInformations[]#typeId:writeShort;enemyCharactersInformations[]:serialize	client-as3	242
TaxCollectorGuildInformations	446	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorGuildInformations.as:9	1	guild:BasicGuildInformations	TaxCollectorComplementaryInformations	super:TaxCollectorComplementaryInformations;guild:asBasicGuildInformations	client-as3	242
TaxCollectorInformations	167	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorInformations.as:10	10	uniqueId:int;firtNameId:uint;lastNameId:uint;additionalInfos:AdditionalTaxCollectorInformations;worldX:int;worldY:int;subAreaId:uint;state:uint;look:EntityLook;complements:Vector.<TaxCollectorComplementaryInformations>		uniqueId:writeInt;firtNameId:writeVarShort;lastNameId:writeVarShort;additionalInfos:asAdditionalTaxCollectorInformations;worldX:writeShort;worldY:writeShort;subAreaId:writeVarShort;state:writeByte;look:asEntityLook;complements#len:writeShort;complements[]#typeId:writeShort;complements[]:serialize	client-as3	242
TaxCollectorLootInformations	372	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorLootInformations.as:8	4	kamas:Number;experience:Number;pods:uint;itemsValue:Number	TaxCollectorComplementaryInformations	super:TaxCollectorComplementaryInformations;kamas:writeVarLong;experience:writeVarLong;pods:writeVarInt;itemsValue:writeVarLong	client-as3	242
TaxCollectorMovement	493	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/guild/tax/TaxCollectorMovement.as:9	4	movementType:uint;basicInfos:TaxCollectorBasicInformations;playerId:Number;playerName:String		movementType:writeByte;basicInfos:asTaxCollectorBasicInformations;playerId:writeVarLong;playerName:writeUTF	client-as3	242
TaxCollectorStaticExtendedInformations	440	sources/client242-as3/scripts/com/ankamagames/dofus/network/types/game/context/TaxCollectorStaticExtendedInformations.as:10	1	allianceIdentity:AllianceInformations	TaxCollectorStaticInformations	super:TaxCollectorStaticInformations;allianceIdentity:asAllianceInformations	client-as3	242
