message_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
EvolutiveObjectRecycleResultMessage	5637	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/EvolutiveObjectRecycleResultMessage.as:12	1	recycledItems:Vector.<RecycledItem>	NetworkMessage	recycledItems#len:writeShort;recycledItems[]:asRecycledItem	client-as3	273
ExchangeAcceptMessage	804	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeAcceptMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeBidHouseBuyMessage	3820	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseBuyMessage.as:11	3	uid:uint;qty:uint;price:Number	NetworkMessage	uid:writeVarInt;qty:writeVarInt;price:writeVarLong	client-as3	273
ExchangeBidHouseBuyResultMessage	2613	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseBuyResultMessage.as:11	2	uid:uint;bought:Boolean	NetworkMessage	uid:writeVarInt;bought:writeBoolean	client-as3	273
ExchangeBidHouseGenericItemAddedMessage	3696	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseGenericItemAddedMessage.as:11	1	objGenericId:uint	NetworkMessage	objGenericId:writeVarInt	client-as3	273
ExchangeBidHouseGenericItemRemovedMessage	3347	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseGenericItemRemovedMessage.as:11	1	objGenericId:uint	NetworkMessage	objGenericId:writeVarInt	client-as3	273
ExchangeBidHouseInListAddedMessage	9001	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseInListAddedMessage.as:13	5	itemUID:int;objectGID:uint;objectType:uint;effects:Vector.<ObjectEffect>;prices:Vector.<Number>	NetworkMessage	itemUID:writeInt;objectGID:writeVarInt;objectType:writeInt;effects#len:writeShort;effects[]#typeId:writeShort;effects[]:serialize;prices#len:writeShort;prices[]:writeVarLong	client-as3	273
ExchangeBidHouseInListRemovedMessage	4180	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseInListRemovedMessage.as:11	3	itemUID:int;objectGID:uint;objectType:uint	NetworkMessage	itemUID:writeInt;objectGID:writeVarInt;objectType:writeInt	client-as3	273
ExchangeBidHouseInListUpdatedMessage	9240	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseInListUpdatedMessage.as:11	0		ExchangeBidHouseInListAddedMessage	super:ExchangeBidHouseInListAddedMessage	client-as3	273
ExchangeBidHouseItemAddOkMessage	1557	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseItemAddOkMessage.as:12	1	itemInfo:ObjectItemToSellInBid	NetworkMessage	itemInfo:asObjectItemToSellInBid	client-as3	273
ExchangeBidHouseItemRemoveOkMessage	8101	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseItemRemoveOkMessage.as:11	1	sellerId:int	NetworkMessage	sellerId:writeInt	client-as3	273
ExchangeBidHouseListMessage	6171	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseListMessage.as:11	2	objectGID:uint;follow:Boolean	NetworkMessage	objectGID:writeVarInt;follow:writeBoolean	client-as3	273
ExchangeBidHousePriceMessage	1454	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHousePriceMessage.as:11	1	objectGID:uint	NetworkMessage	objectGID:writeVarInt	client-as3	273
ExchangeBidHouseSearchMessage	5862	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseSearchMessage.as:11	2	objectGID:uint;follow:Boolean	NetworkMessage	objectGID:writeVarInt;follow:writeBoolean	client-as3	273
ExchangeBidHouseTypeMessage	8802	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseTypeMessage.as:11	2	type:uint;follow:Boolean	NetworkMessage	type:writeVarInt;follow:writeBoolean	client-as3	273
ExchangeBidHouseUnsoldItemsMessage	9295	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidHouseUnsoldItemsMessage.as:12	1	items:Vector.<ObjectItemGenericQuantity>	NetworkMessage	items#len:writeShort;items[]:asObjectItemGenericQuantity	client-as3	273
ExchangeBidPriceForSellerMessage	7209	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidPriceForSellerMessage.as:10	2	allIdentical:Boolean;minimalPrices:Vector.<Number>	ExchangeBidPriceMessage	super:ExchangeBidPriceMessage;allIdentical:writeBoolean;minimalPrices#len:writeShort;minimalPrices[]:writeVarLong	client-as3	273
ExchangeBidPriceMessage	4274	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidPriceMessage.as:11	2	genericId:uint;averagePrice:Number	NetworkMessage	genericId:writeVarInt;averagePrice:writeVarLong	client-as3	273
ExchangeBidSearchOkMessage	8956	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBidSearchOkMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeBuyMessage	4582	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBuyMessage.as:11	2	objectToBuyId:uint;quantity:uint	NetworkMessage	objectToBuyId:writeVarInt;quantity:writeVarInt	client-as3	273
ExchangeBuyOkMessage	9839	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeBuyOkMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeCraftCountModifiedMessage	7440	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftCountModifiedMessage.as:11	1	count:int	NetworkMessage	count:writeVarInt	client-as3	273
ExchangeCraftCountRequestMessage	7189	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftCountRequestMessage.as:11	1	count:int	NetworkMessage	count:writeVarInt	client-as3	273
ExchangeCraftPaymentModificationRequestMessage	2392	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftPaymentModificationRequestMessage.as:11	1	quantity:Number	NetworkMessage	quantity:writeVarLong	client-as3	273
ExchangeCraftPaymentModifiedMessage	2319	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftPaymentModifiedMessage.as:11	1	goldSum:Number	NetworkMessage	goldSum:writeVarLong	client-as3	273
ExchangeCraftResultMagicWithObjectDescMessage	95	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftResultMagicWithObjectDescMessage.as:11	1	magicPoolStatus:int	ExchangeCraftResultWithObjectDescMessage	super:ExchangeCraftResultWithObjectDescMessage;magicPoolStatus:writeByte	client-as3	273
ExchangeCraftResultMessage	7869	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftResultMessage.as:11	1	craftResult:uint	NetworkMessage	craftResult:writeByte	client-as3	273
ExchangeCraftResultWithObjectDescMessage	4819	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftResultWithObjectDescMessage.as:11	1	objectInfo:ObjectItemNotInContainer	ExchangeCraftResultMessage	super:ExchangeCraftResultMessage;objectInfo:asObjectItemNotInContainer	client-as3	273
ExchangeCraftResultWithObjectIdMessage	1423	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCraftResultWithObjectIdMessage.as:10	1	objectGenericId:uint	ExchangeCraftResultMessage	super:ExchangeCraftResultMessage;objectGenericId:writeVarInt	client-as3	273
ExchangeCrafterJobLevelupMessage	2584	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeCrafterJobLevelupMessage.as:11	1	crafterJobLevel:uint	NetworkMessage	crafterJobLevel:writeByte	client-as3	273
ExchangeErrorMessage	9232	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeErrorMessage.as:11	1	errorType:int	NetworkMessage	errorType:writeByte	client-as3	273
ExchangeHandleMountsMessage	3319	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeHandleMountsMessage.as:11	2	actionType:int;ridesId:Vector.<uint>	NetworkMessage	actionType:writeByte;ridesId#len:writeShort;ridesId[]:writeVarInt	client-as3	273
ExchangeIsReadyMessage	4377	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeIsReadyMessage.as:11	2	id:Number;ready:Boolean	NetworkMessage	id:writeDouble;ready:writeBoolean	client-as3	273
ExchangeItemAutoCraftStopedMessage	5298	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeItemAutoCraftStopedMessage.as:11	1	reason:int	NetworkMessage	reason:writeByte	client-as3	273
ExchangeKamaModifiedMessage	4910	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeKamaModifiedMessage.as:11	1	quantity:Number	ExchangeObjectMessage	super:ExchangeObjectMessage;quantity:writeVarLong	client-as3	273
ExchangeLeaveMessage	384	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeLeaveMessage.as:11	1	success:Boolean	LeaveDialogMessage	super:LeaveDialogMessage;success:writeBoolean	client-as3	273
ExchangeMoneyMovementInformationMessage	6145	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMoneyMovementInformationMessage.as:11	1	limit:Number	NetworkMessage	limit:writeVarLong	client-as3	273
ExchangeMountFreeFromPaddockMessage	4615	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountFreeFromPaddockMessage.as:11	4	name:String;worldX:int;worldY:int;liberator:String	NetworkMessage	name:writeUTF;worldX:writeShort;worldY:writeShort;liberator:writeUTF	client-as3	273
ExchangeMountStableErrorMessage	5267	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountStableErrorMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeMountSterilizeFromPaddockMessage	7996	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountSterilizeFromPaddockMessage.as:11	4	name:String;worldX:int;worldY:int;sterilizator:String	NetworkMessage	name:writeUTF;worldX:writeShort;worldY:writeShort;sterilizator:writeUTF	client-as3	273
ExchangeMountsPaddockAddMessage	8350	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountsPaddockAddMessage.as:12	1	mountDescription:Vector.<MountClientData>	NetworkMessage	mountDescription#len:writeShort;mountDescription[]:asMountClientData	client-as3	273
ExchangeMountsPaddockRemoveMessage	9608	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountsPaddockRemoveMessage.as:11	1	mountsId:Vector.<int>	NetworkMessage	mountsId#len:writeShort;mountsId[]:writeVarInt	client-as3	273
ExchangeMountsStableAddMessage	9743	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountsStableAddMessage.as:12	1	mountDescription:Vector.<MountClientData>	NetworkMessage	mountDescription#len:writeShort;mountDescription[]:asMountClientData	client-as3	273
ExchangeMountsStableBornAddMessage	2861	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountsStableBornAddMessage.as:11	0		ExchangeMountsStableAddMessage	super:ExchangeMountsStableAddMessage	client-as3	273
ExchangeMountsStableRemoveMessage	6129	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountsStableRemoveMessage.as:11	1	mountsId:Vector.<int>	NetworkMessage	mountsId#len:writeShort;mountsId[]:writeVarInt	client-as3	273
ExchangeMountsTakenFromPaddockMessage	3055	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeMountsTakenFromPaddockMessage.as:11	4	name:String;worldX:int;worldY:int;ownername:String	NetworkMessage	name:writeUTF;worldX:writeShort;worldY:writeShort;ownername:writeUTF	client-as3	273
ExchangeMultiCraftCrafterCanUseHisRessourcesMessage	4154	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeMultiCraftCrafterCanUseHisRessourcesMessage.as:11	1	allowed:Boolean	NetworkMessage	allowed:writeBoolean	client-as3	273
ExchangeMultiCraftSetCrafterCanUseHisRessourcesMessage	7279	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeMultiCraftSetCrafterCanUseHisRessourcesMessage.as:11	1	allow:Boolean	NetworkMessage	allow:writeBoolean	client-as3	273
ExchangeObjectAddedMessage	8426	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectAddedMessage.as:11	1	object:ObjectItem	ExchangeObjectMessage	super:ExchangeObjectMessage;object:asObjectItem	client-as3	273
ExchangeObjectMessage	3411	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectMessage.as:11	1	remote:Boolean	NetworkMessage	remote:writeBoolean	client-as3	273
ExchangeObjectModifiedInBagMessage	9367	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectModifiedInBagMessage.as:12	1	object:ObjectItem	ExchangeObjectMessage	super:ExchangeObjectMessage;object:asObjectItem	client-as3	273
ExchangeObjectModifiedMessage	7078	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectModifiedMessage.as:12	1	object:ObjectItem	ExchangeObjectMessage	super:ExchangeObjectMessage;object:asObjectItem	client-as3	273
ExchangeObjectModifyPricedMessage	1058	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectModifyPricedMessage.as:10	0		ExchangeObjectMovePricedMessage	super:ExchangeObjectMovePricedMessage	client-as3	273
ExchangeObjectMoveKamaMessage	7773	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectMoveKamaMessage.as:11	1	quantity:Number	NetworkMessage	quantity:writeVarLong	client-as3	273
ExchangeObjectMoveMessage	5939	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectMoveMessage.as:11	2	objectUID:uint;quantity:int	NetworkMessage	objectUID:writeVarInt;quantity:writeVarInt	client-as3	273
ExchangeObjectMovePricedMessage	3566	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectMovePricedMessage.as:10	1	price:Number	ExchangeObjectMoveMessage	super:ExchangeObjectMoveMessage;price:writeVarLong	client-as3	273
ExchangeObjectMoveToTabMessage	1002	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectMoveToTabMessage.as:11	3	objectUID:uint;quantity:int;tabNumber:uint	NetworkMessage	objectUID:writeVarInt;quantity:writeVarInt;tabNumber:writeVarInt	client-as3	273
ExchangeObjectPutInBagMessage	5697	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectPutInBagMessage.as:12	1	object:ObjectItem	ExchangeObjectMessage	super:ExchangeObjectMessage;object:asObjectItem	client-as3	273
ExchangeObjectRemovedFromBagMessage	5602	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectRemovedFromBagMessage.as:11	1	objectUID:uint	ExchangeObjectMessage	super:ExchangeObjectMessage;objectUID:writeVarInt	client-as3	273
ExchangeObjectRemovedMessage	8090	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectRemovedMessage.as:11	1	objectUID:uint	ExchangeObjectMessage	super:ExchangeObjectMessage;objectUID:writeVarInt	client-as3	273
ExchangeObjectTransfertAllFromInvMessage	1681	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertAllFromInvMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeObjectTransfertAllToInvMessage	4357	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertAllToInvMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeObjectTransfertExistingFromInvMessage	9675	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertExistingFromInvMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeObjectTransfertExistingToInvMessage	3544	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertExistingToInvMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeObjectTransfertListFromInvMessage	7537	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertListFromInvMessage.as:11	1	ids:Vector.<uint>	NetworkMessage	ids#len:writeShort;ids[]:writeVarInt	client-as3	273
ExchangeObjectTransfertListToInvMessage	8793	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertListToInvMessage.as:11	1	ids:Vector.<uint>	NetworkMessage	ids#len:writeShort;ids[]:writeVarInt	client-as3	273
ExchangeObjectTransfertListWithQuantityToInvMessage	166	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectTransfertListWithQuantityToInvMessage.as:11	2	ids:Vector.<uint>;qtys:Vector.<uint>	NetworkMessage	ids#len:writeShort;ids[]:writeVarInt;qtys#len:writeShort;qtys[]:writeVarInt	client-as3	273
ExchangeObjectUseInWorkshopMessage	8008	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectUseInWorkshopMessage.as:11	2	objectUID:uint;quantity:int	NetworkMessage	objectUID:writeVarInt;quantity:writeVarInt	client-as3	273
ExchangeObjectsAddedMessage	9703	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeObjectsAddedMessage.as:11	1	object:Vector.<ObjectItem>	ExchangeObjectMessage	super:ExchangeObjectMessage;object#len:writeShort;object[]:asObjectItem	client-as3	273
ExchangeObjectsModifiedMessage	7326	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectsModifiedMessage.as:12	1	object:Vector.<ObjectItem>	ExchangeObjectMessage	super:ExchangeObjectMessage;object#len:writeShort;object[]:asObjectItem	client-as3	273
ExchangeObjectsRemovedMessage	8928	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangeObjectsRemovedMessage.as:11	1	objectUID:Vector.<uint>	ExchangeObjectMessage	super:ExchangeObjectMessage;objectUID#len:writeShort;objectUID[]:writeVarInt	client-as3	273
ExchangeOfflineSoldItemsMessage	2524	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeOfflineSoldItemsMessage.as:12	1	bidHouseItems:Vector.<ObjectItemQuantityPriceDateEffects>	NetworkMessage	bidHouseItems#len:writeShort;bidHouseItems[]:asObjectItemQuantityPriceDateEffects	client-as3	273
ExchangeOkMultiCraftMessage	4122	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeOkMultiCraftMessage.as:11	3	initiatorId:Number;otherId:Number;role:int	NetworkMessage	initiatorId:writeVarLong;otherId:writeVarLong;role:writeByte	client-as3	273
ExchangePlayerMultiCraftRequestMessage	2028	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangePlayerMultiCraftRequestMessage.as:10	2	target:Number;skillId:uint	ExchangeRequestMessage	super:ExchangeRequestMessage;target:writeVarLong;skillId:writeVarInt	client-as3	273
ExchangePlayerRequestMessage	9371	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangePlayerRequestMessage.as:10	1	target:Number	ExchangeRequestMessage	super:ExchangeRequestMessage;target:writeVarLong	client-as3	273
ExchangePodsModifiedMessage	7160	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/items/ExchangePodsModifiedMessage.as:11	2	currentWeight:uint;maxWeight:uint	ExchangeObjectMessage	super:ExchangeObjectMessage;currentWeight:writeVarInt;maxWeight:writeVarInt	client-as3	273
ExchangeReadyMessage	9547	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeReadyMessage.as:11	2	ready:Boolean;step:uint	NetworkMessage	ready:writeBoolean;step:writeVarShort	client-as3	273
ExchangeReplayStopMessage	2953	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeReplayStopMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeRequestMessage	2919	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeRequestMessage.as:11	1	exchangeType:int	NetworkMessage	exchangeType:writeByte	client-as3	273
ExchangeRequestOnMountStockMessage	5627	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeRequestOnMountStockMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeRequestOnTaxCollectorMessage	1216	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeRequestOnTaxCollectorMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeRequestedMessage	1313	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeRequestedMessage.as:11	1	exchangeType:int	NetworkMessage	exchangeType:writeByte	client-as3	273
ExchangeRequestedTradeMessage	5103	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeRequestedTradeMessage.as:10	2	source:Number;target:Number	ExchangeRequestedMessage	super:ExchangeRequestedMessage;source:writeVarLong;target:writeVarLong	client-as3	273
ExchangeSellMessage	4616	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeSellMessage.as:11	2	objectToSellId:uint;quantity:uint	NetworkMessage	objectToSellId:writeVarInt;quantity:writeVarInt	client-as3	273
ExchangeSellOkMessage	49	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeSellOkMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeSetCraftRecipeMessage	3981	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeSetCraftRecipeMessage.as:11	1	objectGID:uint	NetworkMessage	objectGID:writeVarInt	client-as3	273
ExchangeStartOkCraftMessage	6203	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkCraftMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeStartOkCraftWithInformationMessage	4096	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkCraftWithInformationMessage.as:10	1	skillId:uint	ExchangeStartOkCraftMessage	super:ExchangeStartOkCraftMessage;skillId:writeVarInt	client-as3	273
ExchangeStartOkEvolutiveObjectRecycleTradeMessage	9395	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkEvolutiveObjectRecycleTradeMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeStartOkJobIndexMessage	1248	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkJobIndexMessage.as:11	1	jobs:Vector.<uint>	NetworkMessage	jobs#len:writeShort;jobs[]:writeVarInt	client-as3	273
ExchangeStartOkMountMessage	2274	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkMountMessage.as:11	1	paddockedMountsDescription:Vector.<MountClientData>	ExchangeStartOkMountWithOutPaddockMessage	super:ExchangeStartOkMountWithOutPaddockMessage;paddockedMountsDescription#len:writeShort;paddockedMountsDescription[]:asMountClientData	client-as3	273
ExchangeStartOkMountWithOutPaddockMessage	1232	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkMountWithOutPaddockMessage.as:12	1	stabledMountsDescription:Vector.<MountClientData>	NetworkMessage	stabledMountsDescription#len:writeShort;stabledMountsDescription[]:asMountClientData	client-as3	273
ExchangeStartOkMulticraftCrafterMessage	7458	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkMulticraftCrafterMessage.as:11	1	skillId:uint	NetworkMessage	skillId:writeVarInt	client-as3	273
ExchangeStartOkMulticraftCustomerMessage	5378	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkMulticraftCustomerMessage.as:11	2	skillId:uint;crafterJobLevel:uint	NetworkMessage	skillId:writeVarInt;crafterJobLevel:writeByte	client-as3	273
ExchangeStartOkNpcShopMessage	6130	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkNpcShopMessage.as:12	3	npcSellerId:Number;tokenId:uint;objectsInfos:Vector.<ObjectItemToSellInNpcShop>	NetworkMessage	npcSellerId:writeDouble;tokenId:writeVarInt;objectsInfos#len:writeShort;objectsInfos[]:asObjectItemToSellInNpcShop	client-as3	273
ExchangeStartOkNpcTradeMessage	8322	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkNpcTradeMessage.as:11	1	npcId:Number	NetworkMessage	npcId:writeDouble	client-as3	273
ExchangeStartOkRecycleTradeMessage	1067	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkRecycleTradeMessage.as:11	4	percentToPrism:uint;percentToPlayer:uint;adjacentSubareaPossessed:Vector.<uint>;adjacentSubareaUnpossessed:Vector.<uint>	NetworkMessage	percentToPrism:writeShort;percentToPlayer:writeShort;adjacentSubareaPossessed#len:writeShort;adjacentSubareaPossessed[]:writeInt;adjacentSubareaUnpossessed#len:writeShort;adjacentSubareaUnpossessed[]:writeInt	client-as3	273
ExchangeStartOkRunesTradeMessage	1662	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartOkRunesTradeMessage.as:11	0		NetworkMessage		client-as3	273
ExchangeStartedBidBuyerMessage	4280	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/inventory/exchanges/ExchangeStartedBidBuyerMessage.as:12	1	buyerDescriptor:SellerBuyerDescriptor	NetworkMessage	buyerDescriptor:asSellerBuyerDescriptor	client-as3	273
