message_nom	protocol_id	fichier:ligne	nb_champs	champs	parent	ordre_serialisation	emu	version
AlignmentWarEffortProgressionRequestMessage	4321	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/context/roleplay/alignment/war/effort/AlignmentWarEffortProgressionRequestMessage.as:11	0		NetworkMessage		client-as3	273
AllianceAllRanksUpdateRequestMessage	1620	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceAllRanksUpdateRequestMessage.as:12	1	ranks:Vector.<RankInformation>	NetworkMessage	ranks#len:writeShort;ranks[]:asRankInformation	client-as3	273
AllianceApplicationAnswerMessage	9692	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceApplicationAnswerMessage.as:11	2	accepted:Boolean;playerId:Number	NetworkMessage	accepted:writeBoolean;playerId:writeVarLong	client-as3	273
AllianceApplicationDeletedMessage	8801	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceApplicationDeletedMessage.as:11	1	deleted:Boolean	NetworkMessage	deleted:writeBoolean	client-as3	273
AllianceApplicationIsAnsweredMessage	4844	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceApplicationIsAnsweredMessage.as:12	2	accepted:Boolean;allianceInformation:AllianceInformation	NetworkMessage	accepted:writeBoolean;allianceInformation:asAllianceInformation	client-as3	273
AllianceApplicationListenMessage	8909	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceApplicationListenMessage.as:11	1	listen:Boolean	NetworkMessage	listen:writeBoolean	client-as3	273
AllianceApplicationPresenceMessage	8886	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceApplicationPresenceMessage.as:11	1	isApplication:Boolean	NetworkMessage	isApplication:writeBoolean	client-as3	273
AllianceApplicationReceivedMessage	1686	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceApplicationReceivedMessage.as:11	2	playerName:String;playerId:Number	NetworkMessage	playerName:writeUTF;playerId:writeVarLong	client-as3	273
AllianceBulletinMessage	8751	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceBulletinMessage.as:11	0		BulletinMessage	super:BulletinMessage	client-as3	273
AllianceBulletinSetErrorMessage	8685	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceBulletinSetErrorMessage.as:11	0		SocialNoticeSetErrorMessage	super:SocialNoticeSetErrorMessage	client-as3	273
AllianceBulletinSetRequestMessage	5995	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceBulletinSetRequestMessage.as:11	1	content:String	SocialNoticeSetRequestMessage	super:SocialNoticeSetRequestMessage;content:writeUTF	client-as3	273
AllianceChangeMemberRankMessage	1892	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceChangeMemberRankMessage.as:11	2	memberId:Number;rankId:uint	NetworkMessage	memberId:writeVarLong;rankId:writeVarInt	client-as3	273
AllianceCreationResultMessage	7302	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceCreationResultMessage.as:11	1	result:uint	NetworkMessage	result:writeByte	client-as3	273
AllianceCreationStartedMessage	6534	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceCreationStartedMessage.as:11	0		NetworkMessage		client-as3	273
AllianceCreationValidMessage	5413	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceCreationValidMessage.as:12	3	allianceName:String;allianceTag:String;allianceEmblem:SocialEmblem	NetworkMessage	allianceName:writeUTF;allianceTag:writeUTF;allianceEmblem:asSocialEmblem	client-as3	273
AllianceDeleteApplicationRequestMessage	6027	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceDeleteApplicationRequestMessage.as:11	0		NetworkMessage		client-as3	273
AllianceFactsErrorMessage	4210	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceFactsErrorMessage.as:11	1	allianceId:uint	NetworkMessage	allianceId:writeVarInt	client-as3	273
AllianceFactsMessage	9269	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceFactsMessage.as:14	5	infos:AllianceFactSheetInformation;members:Vector.<CharacterMinimalSocialPublicInformations>;controlledSubareaIds:Vector.<uint>;leaderCharacterId:Number;leaderCharacterName:String	NetworkMessage	#typeId:writeShort;infos:serialize;members#len:writeShort;members[]:asCharacterMinimalSocialPublicInformations;controlledSubareaIds#len:writeShort;controlledSubareaIds[]:writeVarShort;leaderCharacterId:writeVarLong;leaderCharacterName:writeUTF	client-as3	273
AllianceFactsRequestMessage	593	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceFactsRequestMessage.as:11	1	allianceId:uint	NetworkMessage	allianceId:writeVarInt	client-as3	273
AllianceFightFighterAddedMessage	5310	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/fight/AllianceFightFighterAddedMessage.as:13	3	allianceFightInfo:SocialFightInfo;fighter:CharacterMinimalPlusLookInformations;team:uint	NetworkMessage	allianceFightInfo:asSocialFightInfo;fighter:asCharacterMinimalPlusLookInformations;team:writeByte	client-as3	273
AllianceFightFighterRemovedMessage	944	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/fight/AllianceFightFighterRemovedMessage.as:12	2	allianceFightInfo:SocialFightInfo;fighterId:Number	NetworkMessage	allianceFightInfo:asSocialFightInfo;fighterId:writeVarLong	client-as3	273
AllianceFightFinishedMessage	1947	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/fight/AllianceFightFinishedMessage.as:12	1	allianceFightInfo:SocialFightInfo	NetworkMessage	allianceFightInfo:asSocialFightInfo	client-as3	273
AllianceFightInfoMessage	5386	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/fight/AllianceFightInfoMessage.as:12	1	allianceFights:Vector.<SocialFight>	NetworkMessage	allianceFights#len:writeShort;allianceFights[]:asSocialFight	client-as3	273
AllianceFightPhaseUpdateMessage	1193	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/fight/AllianceFightPhaseUpdateMessage.as:13	2	allianceFightInfo:SocialFightInfo;newPhase:FightPhase	NetworkMessage	allianceFightInfo:asSocialFightInfo;newPhase:asFightPhase	client-as3	273
AllianceFightStartedMessage	9676	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/fight/AllianceFightStartedMessage.as:13	2	allianceFightInfo:SocialFightInfo;phase:FightPhase	NetworkMessage	allianceFightInfo:asSocialFightInfo;phase:asFightPhase	client-as3	273
AllianceGetPlayerApplicationMessage	3631	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceGetPlayerApplicationMessage.as:11	0		NetworkMessage		client-as3	273
AllianceGetRecruitmentInformationMessage	1212	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/recruitment/AllianceGetRecruitmentInformationMessage.as:11	0		NetworkMessage		client-as3	273
AllianceInsiderInfoMessage	4562	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInsiderInfoMessage.as:16	4	allianceInfos:AllianceFactSheetInformation;members:Vector.<AllianceMemberInfo>;prisms:Vector.<PrismGeolocalizedInformation>;taxCollectors:Vector.<TaxCollectorInformations>	NetworkMessage	allianceInfos:asAllianceFactSheetInformation;members#len:writeShort;members[]:asAllianceMemberInfo;prisms#len:writeShort;prisms[]#typeId:writeShort;prisms[]:serialize;taxCollectors#len:writeShort;taxCollectors[]:asTaxCollectorInformations	client-as3	273
AllianceInsiderInfoRequestMessage	2763	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInsiderInfoRequestMessage.as:11	0		NetworkMessage		client-as3	273
AllianceInvitationAnswerMessage	3558	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInvitationAnswerMessage.as:11	1	accept:Boolean	NetworkMessage	accept:writeBoolean	client-as3	273
AllianceInvitationMessage	5856	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInvitationMessage.as:11	1	targetId:Number	NetworkMessage	targetId:writeVarLong	client-as3	273
AllianceInvitationStateRecrutedMessage	7264	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInvitationStateRecrutedMessage.as:11	1	invitationState:uint	NetworkMessage	invitationState:writeByte	client-as3	273
AllianceInvitationStateRecruterMessage	6551	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInvitationStateRecruterMessage.as:11	2	recrutedName:String;invitationState:uint	NetworkMessage	recrutedName:writeUTF;invitationState:writeByte	client-as3	273
AllianceInvitedMessage	9032	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceInvitedMessage.as:12	2	recruterName:String;allianceInfo:AllianceInformation	NetworkMessage	recruterName:writeUTF;allianceInfo:asAllianceInformation	client-as3	273
AllianceIsThereAnyApplicationMessage	8505	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceIsThereAnyApplicationMessage.as:11	0		NetworkMessage		client-as3	273
AllianceJoinAutomaticallyRequestMessage	468	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceJoinAutomaticallyRequestMessage.as:11	1	allianceId:int	NetworkMessage	allianceId:writeInt	client-as3	273
AllianceJoinedMessage	5220	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceJoinedMessage.as:12	2	allianceInfo:AllianceInformation;rankId:uint	NetworkMessage	allianceInfo:asAllianceInformation;rankId:writeVarInt	client-as3	273
AllianceKickRequestMessage	4578	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceKickRequestMessage.as:11	1	kickedId:Number	NetworkMessage	kickedId:writeVarLong	client-as3	273
AllianceLeftMessage	6490	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceLeftMessage.as:11	0		NetworkMessage		client-as3	273
AllianceListApplicationAnswerMessage	3610	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceListApplicationAnswerMessage.as:12	1	applies:Vector.<SocialApplicationInformation>	PaginationAnswerAbstractMessage	super:PaginationAnswerAbstractMessage;applies#len:writeShort;applies[]:asSocialApplicationInformation	client-as3	273
AllianceListApplicationModifiedMessage	3470	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceListApplicationModifiedMessage.as:12	3	apply:SocialApplicationInformation;state:uint;playerId:Number	NetworkMessage	apply:asSocialApplicationInformation;state:writeByte;playerId:writeVarLong	client-as3	273
AllianceListApplicationRequestMessage	7241	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/application/AllianceListApplicationRequestMessage.as:11	0		PaginationRequestAbstractMessage	super:PaginationRequestAbstractMessage	client-as3	273
AllianceListMessage	9553	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceListMessage.as:12	1	alliances:Vector.<AllianceFactSheetInformation>	NetworkMessage	alliances#len:writeShort;alliances[]:asAllianceFactSheetInformation	client-as3	273
AllianceMemberInformationUpdateMessage	3877	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMemberInformationUpdateMessage.as:12	1	member:AllianceMemberInfo	NetworkMessage	member:asAllianceMemberInfo	client-as3	273
AllianceMemberLeavingMessage	626	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMemberLeavingMessage.as:11	2	kicked:Boolean;memberId:Number	NetworkMessage	kicked:writeBoolean;memberId:writeVarLong	client-as3	273
AllianceMemberOnlineStatusMessage	5529	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMemberOnlineStatusMessage.as:11	2	memberId:Number;online:Boolean	NetworkMessage	memberId:writeVarLong;online:writeBoolean	client-as3	273
AllianceMemberStartWarningOnConnectionMessage	3707	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMemberStartWarningOnConnectionMessage.as:11	0		NetworkMessage		client-as3	273
AllianceMemberStopWarningOnConnectionMessage	1134	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMemberStopWarningOnConnectionMessage.as:11	0		NetworkMessage		client-as3	273
AllianceMembershipMessage	3547	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMembershipMessage.as:11	0		AllianceJoinedMessage	super:AllianceJoinedMessage	client-as3	273
AllianceModificationEmblemValidMessage	5179	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceModificationEmblemValidMessage.as:12	1	allianceEmblem:SocialEmblem	NetworkMessage	allianceEmblem:asSocialEmblem	client-as3	273
AllianceModificationNameAndTagValidMessage	6811	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceModificationNameAndTagValidMessage.as:11	2	allianceName:String;allianceTag:String	NetworkMessage	allianceName:writeUTF;allianceTag:writeUTF	client-as3	273
AllianceModificationResultMessage	3693	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceModificationResultMessage.as:11	1	result:uint	NetworkMessage	result:writeByte	client-as3	273
AllianceModificationStartedMessage	2149	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceModificationStartedMessage.as:12	3	canChangeName:Boolean;canChangeTag:Boolean;canChangeEmblem:Boolean	NetworkMessage	canChangeName:bit0;canChangeTag:bit1;canChangeEmblem:bit2;#local:writeByte	client-as3	273
AllianceModificationValidMessage	4239	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceModificationValidMessage.as:12	3	allianceName:String;allianceTag:String;allianceEmblem:SocialEmblem	NetworkMessage	allianceName:writeUTF;allianceTag:writeUTF;allianceEmblem:asSocialEmblem	client-as3	273
AllianceMotdMessage	4661	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMotdMessage.as:11	0		SocialNoticeMessage	super:SocialNoticeMessage	client-as3	273
AllianceMotdSetErrorMessage	6006	sources/client273-as3/network/scripts/com/ankamagames/dofus/network/messages/game/alliance/AllianceMotdSetErrorMessage.as:11	0		SocialNoticeSetErrorMessage	super:SocialNoticeSetErrorMessage	client-as3	273
